share_k_z,dist_cw_z,dist_ccw_z,enc_lag_fwd_z,enc_lag_bwd_z,is_primacy_k_z,is_recency_k_z,abs_reward_k_z,signed_reward_k_z,is_prev_fixation_k_z
-0.0038553312525194837,-1.985954055510133,-1.9864794419830203,0.0012972096603465892,-0.016085703020727614,0.011659358144343743,-7.47634920826565e-4,-0.0018480807346423294,0.008368511897452843,0.07082721452336393
-1.7454577549995051e-4,-1.9687133081305295,-1.9681224330919782,0.008103361200966337,-0.00556998654746285,0.009494167569183079,-0.0015770909074240887,-0.002792882754176053,0.001378546023131751,0.0726642875733543
0.0051233852695700575,-1.9603643793979433,-1.9542378533993987,-0.006013919075876903,0.004019486188243428,-0.0036719346821685733,0.006829621655320447,-0.00418476401431526,-0.0010987448302413987,0.07813533246276486
0.008256511873171902,-1.9868209610223786,-1.9746371181170739,0.0032932835949303447,0.004366128644285096,-0.0035572190794512307,0.007593976456839228,0.0013026338678827775,0.0014857417462123862,0.07377361244185539
6.315595401631935e-4,-2.0052695730523102,-1.991569149581232,0.0034484909590786167,0.012877794646912563,-0.010303515800291114,0.0023849633523728817,0.0016171326195257457,0.004864708677647308,0.07136788751759882
0.005986683678241868,-1.986743808443064,-1.9817493369469612,0.003667731318441957,-6.684528620881551e-4,0.004110883722173823,0.003036995088301684,-8.319111592837324e-4,0.0020844199192683,0.07501239128874314
0.004967742209556495,-1.9767322570906616,-1.9736311168846645,-7.627288466882649e-4,-0.0034958888651880696,0.0027860968823865224,0.007540686755500486,-0.0035318359212465457,-0.001315427214715339,0.07581975703120289
0.002062899311545326,-1.9998645525300036,-1.9889978326831521,-0.007641908487702942,-0.002481460879568738,0.0011741401140855385,0.008580225732848617,-0.005677142342722253,2.533092447339286e-4,0.06975966564073478
0.0013907365861432265,-1.993018061528901,-1.9870867565590216,-0.003907950976914692,-0.0047959087835223076,9.232368978465909e-4,0.007095722209173972,0.0014794243676254503,6.239082612050564e-4,0.07006880520297198
0.003317682434375557,-1.9685963405801734,-1.9610362379215442,0.006131259659737732,-0.01442643982883796,0.01008075519967883,-0.006091862474121592,0.001465721853816889,8.931452655642222e-4,0.0750429855904475
0.002659410738002292,-1.9705096888529794,-1.9660851502778995,0.010318321040194684,-0.017463248342257036,0.006870719218346146,-0.007964657073059564,-0.00815569281586889,0.0062800804530304295,0.07608964481499889
0.005932380233171957,-1.9765086287035025,-1.9706370883597808,-0.004573857901506209,-0.00546357085311952,0.0033678006879860915,0.003014920858002069,-0.0012223953312030093,0.002663927348460349,0.07589119110683518
0.003993133618844218,-1.9878280274631148,-1.9808388877663425,-0.0021071416044823378,0.00824879352322682,-0.009329015477611247,0.0021748360625178154,0.003870896325949049,0.009246759720965171,0.07485427010528002
4.985960108359975e-5,-1.9733895494731462,-1.9604997349935023,-0.003688905826386761,0.003710921617050392,-0.0013962748325357206,5.786569085992103e-4,2.4311513795868432e-5,0.002206022843539952,0.08008328536028733
0.015663381564409454,-1.969542934601536,-1.9576111905198712,0.002852223237658562,-0.009746045736478748,0.0037832521674107623,-0.008842376702050332,-0.006878629262534908,0.004208814778650725,0.0762601830501016
0.005826047359376983,-1.9663048758303348,-1.9681752764630331,-0.005522873841183331,-0.0032319877576362462,-0.0014890383720290567,0.010861232131251617,5.890103294291973e-4,0.00884236509563506,0.07526318781978875
0.009338824141867024,-1.9714064253948136,-1.962305174139319,0.008950641968069759,0.00268314397283595,0.003393633331120218,0.0012242352395976123,-0.003202416958714313,-0.0018882126591617068,0.0761858346342075
0.0018836751753999632,-1.969958893842272,-1.9588219653692025,-0.014564101485713224,-0.009783046907088252,0.007928468420852245,0.00933866223731814,-0.011516536211478787,-0.003434339134527219,0.07361651720430588
0.007666747525874315,-1.9849861552854389,-1.9808683445813584,-0.0075992434545474104,0.004434619382338017,-0.0035707127877612765,0.007287532849129428,-0.0010497310619807696,0.004443125394653419,0.07789430166575946
0.0016070489434035831,-1.9941794157993111,-1.9938175404319467,-3.745693448277767e-4,0.003395451913904312,0.0015104662780277998,0.002740602962331882,-0.005960144091471237,0.005591007796727911,0.07262023282934532
0.00754818941844998,-1.970285079665565,-1.9669091100658542,-0.005214225836702641,-0.013882839097119593,0.00464104278471176,0.003594307705265224,-0.006503096879530039,0.004329992889967887,0.06910137216327836
