time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.25,0.46406570841889117,5,4,100,25,0.16666666666666666
-2925.0,0.3333333333333333,0.5413173652694611,4,3,100,25,0.16666666666666666
-2900.0,0.3333333333333333,0.5413173652694611,7,3,100,25,0.16666666666666666
-2875.0,,,5,0,100,25,0.16666666666666666
-2850.0,0.5,0.4090121317157712,6,2,100,25,0.16666666666666666
-2825.0,0.5,0.4090121317157712,8,2,100,25,0.16666666666666666
-2800.0,0.4,0.4897824653922215,8,5,100,25,0.16666666666666666
-2775.0,0.4,0.4897824653922215,7,5,100,25,0.16666666666666666
-2750.0,0.3333333333333333,0.5393617021276595,5,3,100,25,0.16666666666666666
-2725.0,0.3333333333333333,0.5393617021276595,3,3,100,25,0.16666666666666666
-2700.0,1.0,1.0,2,1,100,25,0.16666666666666666
-2675.0,1.0,1.0,4,1,100,25,0.16666666666666666
-2650.0,1.0,1.0,5,2,100,25,0.16666666666666666
-2625.0,1.0,1.0,6,2,100,25,0.16666666666666666
-2600.0,1.0,1.0,5,1,100,25,0.16666666666666666
-2575.0,1.0,1.0,5,3,100,25,0.16666666666666666
-2550.0,1.0,1.0,4,2,100,25,0.16666666666666666
-2525.0,0.5,0.6353122590593677,6,4,100,25,0.16666666666666666
-2500.0,0.4,0.5852272727272727,7,5,100,25,0.16666666666666666
-2475.0,0.0,0.0,6,4,100,25,0.16666666666666666
-2450.0,0.0,0.0,6,4,100,25,0.16666666666666666
-2425.0,0.3333333333333333,0.09779179810725552,5,3,100,25,0.16666666666666666
-2400.0,0.5,0.15048543689320387,3,2,100,25,0.16666666666666666
-2375.0,0.3333333333333333,0.0856353591160221,5,3,100,25,0.16666666666666666
-2350.0,0.5,0.42434782608695654,6,4,100,25,0.16666666666666666
-2325.0,0.5,0.5415512465373962,5,4,100,25,0.16666666666666666
-2300.0,0.5,0.5415512465373962,6,4,100,25,0.16666666666666666
-2275.0,1.0,1.0,4,2,100,25,0.16666666666666666
-2250.0,1.0,1.0,6,2,100,25,0.16666666666666666
-2225.0,0.3333333333333333,0.17352056168505517,7,3,100,25,0.16666666666666666
-2200.0,0.5,0.3869047619047619,7,4,100,25,0.16666666666666666
-2175.0,0.4,0.2810810810810811,7,5,100,25,0.16666666666666666
-2150.0,0.25,0.20691711389385808,4,4,100,25,0.16666666666666666
-2125.0,0.5,0.406799531066823,6,2,100,25,0.16666666666666666
-2100.0,0.0,0.0,6,2,100,25,0.16666666666666666
-2075.0,0.0,0.0,7,1,100,25,0.16666666666666666
-2050.0,0.0,0.0,10,2,100,25,0.16666666666666666
-2025.0,0.25,0.36694465504169826,8,4,100,25,0.16666666666666666
-2000.0,0.3333333333333333,0.5330396475770925,8,3,100,25,0.16666666666666666
-1975.0,0.3333333333333333,0.5330396475770925,6,3,100,25,0.16666666666666666
-1950.0,0.6666666666666666,0.833732057416268,4,3,100,25,0.16666666666666666
-1925.0,0.5,0.5298507462686567,3,2,100,25,0.16666666666666666
-1900.0,0.3333333333333333,0.3697916666666667,3,3,100,25,0.16666666666666666
-1875.0,0.3333333333333333,0.3697916666666667,4,3,100,25,0.16666666666666666
-1850.0,0.0,0.0,5,4,100,25,0.16666666666666666
-1825.0,0.0,0.0,5,3,100,25,0.16666666666666666
-1800.0,0.0,0.0,5,2,100,25,0.16666666666666666
-1775.0,0.0,0.0,6,4,100,25,0.16666666666666666
