game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Object_Sea_Solid_Large,3500,4600,1100,pre_recall,9,5,4,1,4,0,0.8,0.2,2873.0,1054.0,899.0,155.0,1819.0,0.0,0.8529411764705882,0.14705882352941177
1,Object_Sea_Solid_Large,3500,4600,1100,during_recall,2,2,2,0,0,0,1.0,0.0,206.0,206.0,206.0,0.0,0.0,0.0,1.0,0.0
1,Animal_Land_Solid_Small,6600,7300,700,pre_recall,6,3,2,1,2,1,0.6666666666666666,0.3333333333333333,2128.0,1028.0,769.0,259.0,664.0,436.0,0.7480544747081712,0.2519455252918288
1,Animal_Land_Solid_Small,6600,7300,700,during_recall,1,0,0,0,1,0,0.0,0.0,602.0,0.0,0.0,0.0,602.0,0.0,0.0,0.0
1,Object_Land_Solid_Small,8600,9800,1200,pre_recall,6,4,1,3,1,1,0.25,0.75,2250.0,1077.0,355.0,722.0,737.0,436.0,0.329619312906221,0.6703806870937791
1,Object_Land_Solid_Small,8600,9800,1200,during_recall,2,1,0,1,1,0,0.0,1.0,747.0,304.0,0.0,304.0,443.0,0.0,0.0,1.0
1,Animal_Land_Pattern_Small,9800,10500,700,pre_recall,3,2,1,1,1,0,0.5,0.5,1270.0,533.0,178.0,355.0,737.0,0.0,0.3339587242026266,0.6660412757973734
1,Animal_Land_Pattern_Small,9800,10500,700,during_recall,2,1,0,1,1,0,0.0,1.0,813.0,341.0,0.0,341.0,472.0,0.0,0.0,1.0
2,Object_Sea_Solid_Large,4000,5000,1000,pre_recall,4,2,2,0,2,0,1.0,0.0,1244.0,614.0,614.0,0.0,630.0,0.0,1.0,0.0
2,Object_Sea_Solid_Large,4000,5000,1000,during_recall,1,0,0,0,1,0,0.0,0.0,2589.0,0.0,0.0,0.0,2589.0,0.0,0.0,0.0
2,Animal_Land_Pattern_Small,7100,8000,900,pre_recall,1,0,0,0,1,0,0.0,0.0,640.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0
2,Animal_Land_Pattern_Small,7100,8000,900,during_recall,1,0,0,0,1,0,0.0,0.0,564.0,0.0,0.0,0.0,564.0,0.0,0.0,0.0
2,Animal_Land_Pattern_Large,8000,9500,1500,pre_recall,1,0,0,0,1,0,0.0,0.0,640.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0
2,Animal_Land_Pattern_Large,8000,9500,1500,during_recall,3,1,1,0,2,0,1.0,0.0,647.0,43.0,43.0,0.0,604.0,0.0,1.0,0.0
2,Object_Land_Solid_Large,9500,10500,1000,pre_recall,1,0,0,0,1,0,0.0,0.0,640.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0
2,Object_Land_Solid_Large,9500,10500,1000,during_recall,2,1,0,1,1,0,0.0,1.0,665.0,294.0,0.0,294.0,371.0,0.0,0.0,1.0
3,Animal_Land_Solid_Large,2200,3100,900,pre_recall,6,4,0,4,2,0,0.0,1.0,1688.0,904.0,0.0,904.0,784.0,0.0,0.0,1.0
3,Animal_Land_Solid_Large,2200,3100,900,during_recall,4,2,0,2,2,0,0.0,1.0,1154.0,786.0,0.0,786.0,368.0,0.0,0.0,1.0
3,Object_Land_Pattern_Small,3100,4300,1200,pre_recall,6,4,0,4,2,0,0.0,1.0,1688.0,904.0,0.0,904.0,784.0,0.0,0.0,1.0
3,Object_Land_Pattern_Small,3100,4300,1200,during_recall,1,1,1,0,0,0,1.0,0.0,364.0,364.0,364.0,0.0,0.0,0.0,1.0,0.0
3,Animal_Sea_Solid_Large,11100,11900,800,pre_recall,9,7,3,4,2,0,0.42857142857142855,0.5714285714285714,2528.0,1987.0,942.0,1045.0,541.0,0.0,0.47408152994464015,0.5259184700553599
3,Animal_Sea_Solid_Large,11100,11900,800,during_recall,3,0,0,0,3,0,0.0,0.0,789.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0
3,Object_Land_Pattern_Large,14800,15300,500,pre_recall,8,7,2,5,1,0,0.2857142857142857,0.7142857142857143,2570.0,2258.0,614.0,1644.0,312.0,0.0,0.27192205491585475,0.7280779450841453
3,Object_Land_Pattern_Large,14800,15300,500,during_recall,2,2,2,0,0,0,1.0,0.0,573.0,573.0,573.0,0.0,0.0,0.0,1.0,0.0
3,Object_Sea_Pattern_Small,33300,33700,400,pre_recall,4,4,2,2,0,0,0.5,0.5,2560.0,2560.0,1236.0,1324.0,0.0,0.0,0.4828125,0.5171875
3,Object_Sea_Pattern_Small,33300,33700,400,during_recall,2,2,1,1,0,0,0.5,0.5,365.0,365.0,70.0,295.0,0.0,0.0,0.1917808219178082,0.8082191780821918
4,Object_Sea_Solid_Large,2300,3300,1000,pre_recall,4,2,1,1,2,0,0.5,0.5,2038.0,645.0,506.0,139.0,1393.0,0.0,0.7844961240310078,0.21550387596899226
4,Object_Sea_Solid_Large,2300,3300,1000,during_recall,3,2,0,2,1,0,0.0,1.0,1490.0,201.0,0.0,201.0,1289.0,0.0,0.0,1.0
4,Animal_Sea_Pattern_Large,3300,3900,600,pre_recall,4,2,0,2,2,0,0.0,1.0,2038.0,645.0,0.0,645.0,1393.0,0.0,0.0,1.0
4,Animal_Sea_Pattern_Large,3300,3900,600,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Animal_Land_Solid_Small,3900,4700,800,pre_recall,2,1,0,1,1,0,0.0,1.0,630.0,506.0,0.0,506.0,124.0,0.0,0.0,1.0
4,Animal_Land_Solid_Small,3900,4700,800,during_recall,2,2,1,1,0,0,0.5,0.5,852.0,852.0,263.0,589.0,0.0,0.0,0.3086854460093897,0.6913145539906104
4,Object_Sea_Pattern_Large,16300,17100,800,pre_recall,6,5,5,0,1,0,1.0,0.0,1848.0,1507.0,1507.0,0.0,341.0,0.0,1.0,0.0
4,Object_Sea_Pattern_Large,16300,17100,800,during_recall,3,3,2,1,0,0,0.6666666666666666,0.3333333333333333,382.0,382.0,304.0,78.0,0.0,0.0,0.7958115183246073,0.20418848167539266
4,Animal_Land_Pattern_Small,24700,25500,800,pre_recall,9,7,3,4,2,0,0.42857142857142855,0.5714285714285714,2096.0,1602.0,802.0,800.0,494.0,0.0,0.5006242197253433,0.4993757802746567
4,Animal_Land_Pattern_Small,24700,25500,800,during_recall,4,3,0,3,1,0,0.0,1.0,1593.0,293.0,0.0,293.0,1300.0,0.0,0.0,1.0
5,Object_Land_Solid_Large,2500,3300,800,pre_recall,9,6,0,6,3,0,0.0,1.0,2447.0,1278.0,0.0,1278.0,1169.0,0.0,0.0,1.0
5,Object_Land_Solid_Large,2500,3300,800,during_recall,2,0,0,0,2,0,0.0,0.0,1890.0,0.0,0.0,0.0,1890.0,0.0,0.0,0.0
5,Animal_Sea_Pattern_Small,5000,5400,400,pre_recall,3,1,0,1,2,0,0.0,1.0,1212.0,212.0,0.0,212.0,1000.0,0.0,0.0,1.0
