game,original_item,item,onset,offset
1,SUBMARINE,Object_Sea_Solid_Large,3.5,4.6
1,BIRD,Animal_Land_Solid_Small,6.6,7.3
1,BOWTIE,Object_Land_Solid_Small,8.6,9.8
1,LADYBUG,Animal_Land_Pattern_Small,9.8,10.5
1,ZEBRA,Animal_Land_Pattern_Large,10.5,11.9
2,SUBMARINE,Object_Sea_Solid_Large,4.0,5.0
2,LADYBUG,Animal_Land_Pattern_Small,7.1,8.0
2,ZEBRA,Animal_Land_Pattern_Large,8.0,9.5
2,COUCH,Object_Land_Solid_Large,9.5,10.5
2,BIRD,Animal_Land_Solid_Small,13.7,14.7
3,LION,Animal_Land_Solid_Large,2.2,3.1
3,HAT,Object_Land_Pattern_Small,3.1,4.3
3,SEAL,Animal_Sea_Solid_Large,11.1,11.9
3,HOUSE,Object_Land_Pattern_Large,14.8,15.3
3,BOAT,Object_Sea_Pattern_Large,24.8,25.5
3,FLOATIES,Object_Sea_Pattern_Small,33.3,33.7
4,SUBMARINE,Object_Sea_Solid_Large,2.3,3.3
4,WHALE,Animal_Sea_Pattern_Large,3.3,3.9
4,BIRD,Animal_Land_Solid_Small,3.9,4.7
4,FISH,Animal_Sea_Pattern_Small,13.5,14.0
4,BOAT,Object_Sea_Pattern_Large,16.3,17.1
4,LADYBUG,Animal_Land_Pattern_Small,24.7,25.5
5,COUCH,Object_Land_Solid_Large,2.5,3.3
5,FISH,Animal_Sea_Pattern_Small,5.0,5.4
5,SUBMARINE,Object_Sea_Solid_Large,6.4,7.2
5,SNORKEL,Object_Sea_Solid_Small,7.2,8.5
5,ZEBRA,Animal_Land_Pattern_Large,8.5,9.6
5,LADYBUG,Animal_Land_Pattern_Small,17.3,18.1
6,SEAL,Animal_Sea_Solid_Large,2.4,3.7
6,HAT,Object_Land_Pattern_Small,3.7,4.1
6,LION,Animal_Land_Solid_Large,11.5,12.1
6,CRAB,Animal_Sea_Solid_Small,13.7,14.5
6,HOUSE,Object_Land_Pattern_Large,17.0,17.4
6,FLOATIES,Object_Sea_Pattern_Small,19.5,20.1
7,LION,Animal_Land_Solid_Large,2.3,3.1
7,CRAB,Animal_Sea_Solid_Small,4.4,5.1
7,FLOATY,Object_Sea_Pattern_Small,6.1,6.7
7,HAT,Object_Land_Pattern_Small,6.7,7.9
7,HOUSE,Object_Land_Pattern_Large,10.9,11.3
7,SEAL,Animal_Sea_Solid_Large,14.4,14.9
