game,original_item,item,onset,offset
1,SUBMARINE,Object_Sea_Solid_Large,5.7,6.9
1,BIRD,Animal_Land_Solid_Small,9.7,9.7
1,SEAL,Animal_Sea_Solid_Large,9.7,10.7
1,LADYBUG,Animal_Land_Pattern_Small,12.5,13.5
1,BOAT,Object_Sea_Pattern_Large,15.6,16.3
1,HOUSE,Object_Land_Pattern_Large,19.1,19.6
2,LION,Animal_Land_Solid_Large,2.2,3.1
2,BOAT,Object_Sea_Pattern_Large,4.3,5.0
2,HOUSE,Object_Land_Pattern_Large,5.8,6.5
2,CRAB,Animal_Sea_Solid_Small,7.2,8.1
2,BOWTIE,Object_Land_Solid_Small,8.7,9.8
2,FISH,Animal_Sea_Pattern_Small,14.5,14.9
3,LION,Animal_Land_Solid_Large,2.1,3.0
3,SEAL,Animal_Sea_Solid_Large,3.0,4.5
3,FLOATIES,Object_Sea_Pattern_Small,5.3,6.2
3,HOUSE,Object_Land_Pattern_Large,7.4,8.1
3,SNORKEL,Object_Sea_Solid_Small,10.7,11.6
3,BOWTIE,Object_Land_Solid_Small,14.5,15.4
4,SUBMARINE,Object_Sea_Solid_Large,1.7,2.8
4,SEAL,Animal_Sea_Solid_Large,2.8,3.6
4,LADYBUG,Animal_Land_Pattern_Small,3.6,4.8
4,HAT,Object_Land_Pattern_Small,5.7,6.5
4,BOAT,Object_Sea_Pattern_Large,6.5,7.4
4,CRAB,Animal_Sea_Solid_Small,14.2,14.8
5,ZEBRA,Animal_Land_Pattern_Large,2.0,3.1
5,COUCH,Object_Land_Solid_Large,4.3,4.9
5,SNORKEL,Object_Sea_Solid_Small,7.1,8.1
5,HAT,Object_Land_Pattern_Small,8.7,9.6
5,CRAB,Animal_Sea_Solid_Small,10.1,11.0
5,LADYBUG,Animal_Land_Pattern_Small,14.3,15.1
6,HAT,Object_Land_Pattern_Small,1.8,3.3
6,LION,Animal_Land_Solid_Large,3.3,3.6
6,FLOATY,Object_Sea_Pattern_Small,5.2,6.1
6,SNORKEL,Object_Sea_Solid_Small,6.1,7.3
6,HOUSE,Object_Land_Pattern_Large,11.7,12.4
6,SEAL,Animal_Sea_Solid_Large,17.5,18.2
7,LION,Animal_Land_Solid_Large,1.7,2.5
7,CRAB,Animal_Sea_Solid_Small,3.1,3.9
7,HOUSE,Object_Land_Pattern_Large,4.6,5.2
7,BOAT,Object_Sea_Pattern_Large,6.2,6.9
7,FISH,Animal_Sea_Pattern_Small,7.7,8.1
7,BOWTIE,Object_Land_Solid_Small,9.3,10.0
