effect,component,term,estimate,std.error,conf.low,conf.high
fixed,cond,(Intercept),-0.007663356535687604,0.009966617338645012,-0.02752681368779839,0.011751933882863297
fixed,cond,dec_c,0.006323567778328399,0.019633830885926393,-0.03178411784313201,0.04476392065949069
fixed,cond,valence,-0.008202120340682573,0.02389843677397071,-0.05453314156000311,0.03841665229747594
fixed,cond,position,0.0011102151734863717,0.002376652526306053,-0.0035284925191903815,0.005878213936403089
fixed,cond,dec_c:valence,0.03477470507992799,0.038475324564145374,-0.03898336118491611,0.11013033253591914
fixed,cond,dec_c:position,1.006131719839027e-4,0.0043505585578192275,-0.00838002653349713,0.008549053709416303
fixed,cond,valence:position,0.012311189602814573,0.004379427611384773,0.003601286778603737,0.021063544258412444
fixed,cond,dec_c:valence:position,-0.013749000397014644,0.008814444152193625,-0.031082198429140437,0.0031149115913766227
