Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,1.3922978841108782,0.8667068485799689,-0.2833180754427694,3.056444854553047,NA,NA,
