Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,0.01280937844628604,0.01198279527772523,-0.011080689215037522,0.03586980887015801,NA,NA,
