Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,-0.014111673942173844,0.0129998822847804,-0.04030734686081633,0.011490393715186701,NA,NA,
