Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,-0.012777129067110527,0.018347374137319374,-0.04836525241687111,0.022863343424017104,NA,NA,
