human_mean,human_sem,human_ci_lo,human_ci_hi,nn_drop_mean,nn_drop_sem,within_ci
0.60269783259733,0.0090559915388875,0.5849480891811105,0.6204475760135495,0.5953832365464826,0.0005159793606401,True
