Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,1.1078368115018857,0.5625440242231502,-0.010745333984928671,2.1935285827247384,NA,NA,
