game,original_item,item,onset,offset
1,MINUS,MINUS,1.4,2.6
1,2,2,2.6,2.7
1,PLUS,PLUS,10.0,10.9
1,2,2,10.9,11.1
1,MINUS,MINUS,13.6,14.8
1,2,2,14.8,15.1
1,MINUS,MINUS,20.5,21.1
1,3,3,21.1,21.9
1,PLUS,PLUS,23.2,24.0
1,2,2,24.0,24.3
1,PLUS,PLUS,25.7,26.3
1,7,7,26.3,26.7
2,PLUS,PLUS,0.7,1.5
2,6,6,1.5,1.8
2,PLUS,PLUS,7.3,7.8
2,9,9,7.8,8.0
2,MINUS,MINUS,12.8,13.8
2,7,7,15.6,15.8
2,MINUS,MINUS,20.0,20.3
2,9,9,20.3,20.6
2,PLUS,PLUS,22.1,22.9
2,7,7,22.9,23.2
2,MINUS,MINUS,28.8,29.2
2,7,7,30.7,31.0
3,MINUS,MINUS,3.2,4.1
3,4,4,4.1,4.8
3,MINUS,MINUS,9.0,9.7
3,3,3,9.7,9.9
3,MINUS,MINUS,12.2,13.2
3,2,2,13.2,13.5
3,PLUS,PLUS,16.5,17.1
3,7,7,17.1,17.3
3,PLUS,PLUS,20.6,20.8
3,1,1,20.8,21.0
3,MINUS,MINUS,24.1,24.5
3,7,7,24.5,24.9
4,MINUS,MINUS,3.0,3.4
4,2,2,3.4,4.0
4,MINUS,MINUS,7.5,8.3
4,2,2,8.9,9.4
4,+,+,11.4,12.0
4,7,7,12.0,12.1
4,+,+,13.6,14.4
4,9,9,14.4,14.6
4,MINUS,MINUS,15.6,16.9
4,2,2,16.9,17.2
4,MINUS,MINUS,19.2,19.8
4,4,4,19.8,19.9
5,MINUS,MINUS,1.6,2.5
5,7,7,2.5,2.6
5,PLUS,PLUS,6.1,6.5
5,9,9,6.5,6.8
5,PLUS,PLUS,9.1,10.1
5,6,6,10.1,10.4
5,MINUS,MINUS,13.6,14.3
5,9,9,14.3,15.3
5,MINUS,MINUS,18.4,19.0
5,3,3,19.0,19.3
5,MINUS,MINUS,21.3,22.5
5,7,7,22.5,22.6
6,+,+,1.5,2.2
6,7,7,2.2,2.4
6,PLUS,PLUS,6.8,7.3
6,9,9,7.3,7.4
6,PLUS,PLUS,11.8,12.1
6,3,3,12.1,12.4
6,MINUS,MINUS,15.4,16.0
6,3,3,17.7,18.0
6,PLUS,PLUS,20.6,20.8
6,3,3,20.8,21.0
6,MINUS,MINUS,23.4,24.2
6,9,9,24.2,24.6
7,MINUS,MINUS,0.9,1.6
7,2,2,1.6,1.8
7,+,+,4.8,5.6
7,9,9,5.6,5.8
7,PLUS,PLUS,7.4,8.2
7,9,9,8.2,8.4
7,+,+,10.3,10.8
7,3,3,10.8,10.9
7,MINUS,MINUS,12.8,13.9
7,9,9,13.9,14.2
7,PLUS,PLUS,16.0,16.7
7,9,9,16.7,17.0
