game,original_item,item,onset,offset
1,LION,Animal_Land_Solid_Large,6.8,7.2
1,SNORKEL,Object_Sea_Solid_Small,7.2,8.2
1,FISH,Animal_Sea_Pattern_Small,8.8,9.2
1,COUCH,Object_Land_Solid_Large,9.2,10.1
2,LION,Animal_Land_Solid_Large,2.5,3.8
2,HOUSE,Object_Land_Pattern_Large,3.8,4.6
2,LADYBUG,Animal_Land_Pattern_Small,8.4,9.3
2,SUBMARINE,Object_Sea_Solid_Large,12.8,13.6
2,FLOATIES,Object_Sea_Pattern_Small,14.1,14.8
3,BOWTIE,Object_Land_Solid_Small,5.5,6.4
3,BIRD,Animal_Land_Solid_Small,8.5,9.0
3,SEAL,Animal_Sea_Solid_Large,9.0,10.1
3,CRAB,Animal_Sea_Solid_Small,11.7,12.3
3,LION,Animal_Land_Solid_Large,18.7,19.4
4,LION,Animal_Land_Solid_Large,2.1,2.8
4,FLOATIES,Object_Sea_Pattern_Small,4.8,5.6
4,ZEBRA,Animal_Land_Pattern_Large,5.6,6.7
4,SEAL,Animal_Sea_Solid_Large,7.1,7.9
4,FISH,Animal_Sea_Pattern_Small,11.1,11.5
4,SNORKEL,Object_Sea_Solid_Small,12.1,12.7
5,LION,Animal_Land_Solid_Large,2.1,2.9
5,CRAB,Animal_Sea_Solid_Small,5.3,5.9
5,FISH,Animal_Sea_Pattern_Small,6.7,7.2
5,FLOATIES,Object_Sea_Pattern_Small,8.5,9.2
5,SUBMARINE,Object_Sea_Solid_Large,10.5,11.3
5,HOUSE,Object_Land_Pattern_Large,12.0,12.4
6,WELL,Animal_Sea_Pattern_Large,3.6,3.6
6,BOAT,Object_Sea_Pattern_Large,5.6,5.6
6,FISH,Animal_Sea_Pattern_Small,5.6,6.1
6,HAT,Object_Land_Pattern_Small,6.1,6.8
6,SUBMARINE,Object_Sea_Solid_Large,8.6,9.2
6,SEAL,Animal_Sea_Solid_Large,10.2,10.9
7,WHALE,Animal_Sea_Pattern_Large,1.4,2.6
7,HOUSE,Object_Land_Pattern_Large,2.6,2.9
7,CRAB,Animal_Sea_Solid_Small,2.9,4.0
7,BIRD,Animal_Land_Solid_Small,4.0,5.0
7,HAT,Object_Land_Pattern_Small,5.0,5.8
7,SUBMARINE,Object_Sea_Solid_Large,6.7,7.8
