time_col,include_transition,irrelevant_mode,include_center_fixations,center_gaze_mode,center_mode,reward_scale,n_v_bins,rt_bins_max,rt_bins_fixed,min_trials_per_rt_bin,n_sim_per_vbin,alpha,d_min,d_max,theta_min,theta_max,sigma_min,sigma_max,mu_min,mu_max,fix_mu,phi_center_min,phi_center_max,setting,heldout_game,fold,mode,split_by,n_folds,n_train_trials,n_test_trials,d,theta,sigma,mu,phi_center,noise_param,loglik_train,loglik_test,seed
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,3.0,3,fit,subject,10,1792,207,0.000113066162842,1.0,0.0113054230288608,99.98944639743422,1.0,mu,-3134.1887378576894,-339.7350129440171,4001
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,2.0,2,fit,subject,10,1787,212,0.0001138958620992,1.0,0.0113883841982626,99.98944639743422,1.0,mu,-3122.6083591105503,-371.6666220482217,3001
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,8.0,8,fit,subject,10,1815,184,0.0001118278227034,1.0,0.0111827778148074,99.99996015713872,1.0,mu,-3283.4011060768075,-327.27728936336166,9001
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,9.0,9,fit,subject,10,1817,182,0.0001181095952133,1.0,0.0118107587369535,99.99830001632355,1.0,mu,-3281.5056553546956,-316.96162482798195,10001
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,6.0,6,fit,subject,10,1808,191,0.0001268317555889,1.0,0.0126831748922331,99.99999474369876,1.0,mu,-3206.006222410492,-341.4801600171448,7001
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,5.0,5,fit,subject,10,1798,201,0.0001189877209867,1.0,0.011898772098671,99.99999999994816,1.0,mu,-3156.5187279853385,-353.4605361982664,6001
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,7.0,7,fit,subject,10,1811,188,0.0001191958405859,1.0,0.0119120522899112,99.93681181620106,1.0,mu,-3217.6838763264977,-331.00625389686496,8001
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,1.0,1,fit,subject,10,1785,214,0.0001176148619568,1.0,0.0117475306570181,99.88134544873998,1.0,mu,-3165.783843615576,-365.1303967323085,2001
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,0.0,0,fit,subject,10,1782,217,0.0001156348725739,1.0,0.0115471172442671,99.85843359560832,1.0,mu,-3124.3000516885822,-357.77665700059583,1001
rt_ms,1,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,4.0,4,fit,subject,10,1796,203,0.0001038624698837768,1.0,0.010377234454841202,99.9132262736813,1.0,mu,-3146.5332284066876,-361.09712915498227,5001
