Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,0.03701108255828611,0.017546823501160158,0.003441072361627043,0.07137087501455695,NA,NA,*
