Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,0.033291975393365994,0.009694241354129565,0.014162559603159845,0.05192373855449864,NA,NA,*
