Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,0.016243331495117124,0.025207562801314018,-0.033930614905606594,0.06510156791856311,NA,NA,
