Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(relevance) = 0,0.4418358674057491,0.21978527947440987,0.014067604248872745,0.873757752368041,NA,NA,*
