Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(Intercept) = 0,0.013558829607771793,0.012756299916252548,-0.01192753036859992,0.03895537689016668,NA,NA,
