time_col,include_transition,irrelevant_mode,include_center_fixations,center_gaze_mode,center_mode,reward_scale,n_v_bins,rt_bins_max,rt_bins_fixed,min_trials_per_rt_bin,n_sim_per_vbin,alpha,d_min,d_max,theta_min,theta_max,sigma_min,sigma_max,mu_min,mu_max,fix_mu,phi_center_min,phi_center_max,setting,heldout_game,fold,mode,split_by,n_folds,n_train_trials,n_test_trials,d,theta,sigma,mu,phi_center,noise_param,loglik_train,loglik_test,seed
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,0.0,0,fit,subject,10,1782,217,0.0001318298619625,1.0,0.0131815949162824,99.98944639743422,1.0,mu,-3598.353752423535,-423.65948022277,1000
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,9.0,9,fit,subject,10,1817,182,0.0001258952817845,1.0,0.0125881995296844,99.98944639743422,1.0,mu,-3704.475689976106,-374.2854238981497,10000
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,3.0,3,fit,subject,10,1792,207,0.0001293360478191,1.0,0.0129335996287949,99.99996015713872,1.0,mu,-3621.829831013196,-380.2903620433839,4000
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,1.0,1,fit,subject,10,1785,214,0.000133698407855,1.0,0.0133696135003902,99.99830001632355,1.0,mu,-3660.029774962813,-427.3454608350128,2000
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,4.0,4,fit,subject,10,1796,203,0.0001266077769206,1.0,0.0126605624609155,99.99830001632355,1.0,mu,-3580.911056268835,-421.79674280677006,5000
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,7.0,7,fit,subject,10,1811,188,0.000119942512236,1.0,0.0119940473232957,99.99830001632355,1.0,mu,-3737.082083477042,-400.8438456890478,8000
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,8.0,8,fit,subject,10,1815,184,0.0001313190309666,1.0,0.0131319029741497,99.9999990670196,1.0,mu,-3812.41624440462,-366.324688750732,9000
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,2.0,2,fit,subject,10,1787,212,0.0001374845486504,1.0,0.0137484548482251,99.99999987764228,1.0,mu,-3621.85017397174,-407.122312210939,3000
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,5.0,5,fit,subject,10,1798,201,0.0001293900351148,1.0,0.0129390011575619,99.9999818075133,1.0,mu,-3685.456466932929,-406.5747657438329,6000
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,6.0,6,fit,subject,10,1808,191,0.00013065041218914778,1.0,0.013065041218856299,99.9999999995524,1.0,mu,-3673.2725805436357,-392.3868845988596,7000
