subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_relevant,fix_start,fix_end,fix_duration_bounded
101,choice,choice,1,1.0,Animal,2.0,12.338066875003278,Animal_Sea_Pattern_Small,0,1,3702533.0,3703701.0,1168.0
101,choice,choice,1,1.0,Animal,2.0,12.338066875003278,Animal_Sea_Pattern_Large,1,1,3706244.0,3706315.0,71.0
101,choice,choice,1,1.0,Animal,2.0,12.338066875003278,Animal_Sea_Pattern_Small,0,1,3707434.0,3707520.0,86.0
101,choice,choice,1,1.0,Animal,2.0,12.338066875003278,Animal_Sea_Pattern_Large,1,1,3707718.0,3707791.0,73.0
101,choice,choice,4,1.0,Object,1.0,23.057488374994136,Animal_Sea_Pattern_Large,1,0,3752081.0,3752221.0,140.0
101,choice,choice,4,1.0,Object,1.0,23.057488374994136,Object_Land_Solid_Small,2,1,3752824.0,3752981.0,157.0
101,choice,choice,4,1.0,Object,1.0,23.057488374994136,Animal_Sea_Pattern_Large,1,0,3764004.0,3764875.0,871.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Large,1,1,3772297.0,3772413.0,116.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Small,0,1,3772632.0,3772711.0,79.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Large,1,1,3772920.0,3772962.0,42.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Small,0,1,3772977.0,3773555.0,578.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Large,1,1,3775913.0,3776206.0,293.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Small,0,1,3776398.0,3776429.0,31.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Object_Sea_Solid_Small,3,0,3779168.0,3779447.0,279.0
101,choice,choice,6,1.0,Solid,1.0,5.252752249944024,Animal_Sea_Pattern_Small,0,0,3783663.0,3785154.0,1491.0
101,choice,choice,6,1.0,Solid,1.0,5.252752249944024,Animal_Sea_Pattern_Large,1,0,3785374.0,3786329.0,955.0
101,choice,choice,6,1.0,Solid,1.0,5.252752249944024,Animal_Sea_Pattern_Small,0,0,3786672.0,3786827.0,155.0
101,choice,choice,7,1.0,Sea,1.0,1.8111851669382304,Animal_Sea_Pattern_Large,1,1,3792477.0,3792742.0,265.0
101,choice,choice,8,1.0,Small,2.0,2.301793250022456,Animal_Sea_Pattern_Large,1,0,3797948.0,3798413.0,465.0
101,choice,choice,9,2.0,Land,2.0,19.747027875040654,Animal_Land_Solid_Large,0,1,4226237.0,4226602.0,365.0
101,choice,choice,9,2.0,Land,2.0,19.747027875040654,Animal_Land_Pattern_Small,1,1,4234875.0,4235163.0,288.0
101,choice,choice,9,2.0,Land,2.0,19.747027875040654,Animal_Land_Solid_Large,0,1,4236150.0,4236542.0,392.0
101,choice,choice,9,2.0,Land,2.0,19.747027875040654,Animal_Land_Pattern_Small,1,1,4236737.0,4237273.0,536.0
101,choice,choice,9,2.0,Land,2.0,19.747027875040654,Object_Land_Solid_Small,2,1,4237774.0,4239064.0,1290.0
101,choice,choice,9,2.0,Land,2.0,19.747027875040654,Animal_Sea_Solid_Large,3,0,4240828.0,4241179.0,351.0
101,choice,choice,9,2.0,Land,2.0,19.747027875040654,Animal_Land_Solid_Large,0,1,4241198.0,4241566.0,368.0
101,choice,choice,9,2.0,Land,2.0,19.747027875040654,Object_Sea_Pattern_Small,4,0,4241749.0,4243519.0,1770.0
101,choice,choice,10,2.0,Large,2.0,10.80698737502098,Object_Land_Solid_Small,2,0,4250012.0,4250195.0,183.0
101,choice,choice,10,2.0,Large,2.0,10.80698737502098,Animal_Sea_Solid_Large,3,1,4250426.0,4250447.0,21.0
101,choice,choice,10,2.0,Large,2.0,10.80698737502098,Animal_Land_Pattern_Small,1,0,4250455.0,4250704.0,249.0
101,choice,choice,10,2.0,Large,2.0,10.80698737502098,Animal_Sea_Solid_Large,3,1,4251341.0,4251592.0,251.0
101,choice,choice,10,2.0,Large,2.0,10.80698737502098,Object_Sea_Pattern_Small,4,0,4252860.0,4254448.0,1588.0
101,choice,choice,10,2.0,Large,2.0,10.80698737502098,Animal_Land_Pattern_Small,1,0,4256337.0,4256610.0,273.0
101,choice,choice,10,2.0,Large,2.0,10.80698737502098,Object_Sea_Pattern_Small,4,0,4256849.0,4257763.0,914.0
101,choice,choice,10,2.0,Large,2.0,10.80698737502098,Animal_Land_Solid_Large,0,1,4259009.0,4259797.0,788.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Animal_Land_Solid_Large,0,1,4264150.0,4264761.0,611.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Animal_Sea_Solid_Large,3,1,4265114.0,4265333.0,219.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Animal_Land_Pattern_Small,1,1,4267330.0,4268106.0,776.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Animal_Land_Solid_Large,0,1,4268432.0,4268615.0,183.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Object_Land_Solid_Small,2,0,4268641.0,4269035.0,394.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Object_Sea_Pattern_Small,4,0,4269324.0,4269500.0,176.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Animal_Land_Solid_Large,0,1,4269769.0,4270078.0,309.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Object_Sea_Pattern_Small,4,0,4270100.0,4270393.0,293.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Object_Land_Solid_Small,2,0,4270658.0,4271869.0,1211.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Animal_Sea_Solid_Large,3,1,4272778.0,4273023.0,245.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Object_Sea_Pattern_Small,4,0,4274855.0,4275351.0,496.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Animal_Sea_Solid_Large,3,1,4276515.0,4276957.0,442.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Object_Sea_Pattern_Large,5,0,4278329.0,4279779.0,1450.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Object_Land_Solid_Small,2,0,4280832.0,4281083.0,251.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Object_Sea_Pattern_Large,5,0,4281283.0,4281474.0,191.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Object_Land_Solid_Small,2,0,4281486.0,4281888.0,402.0
101,choice,choice,11,2.0,Animal,1.0,21.413059125072323,Object_Sea_Pattern_Small,4,0,4282163.0,4282270.0,107.0
101,choice,choice,13,2.0,Small,2.0,8.690614124992862,Object_Land_Solid_Small,2,1,4301672.0,4301770.0,98.0
101,choice,choice,13,2.0,Small,2.0,8.690614124992862,Object_Sea_Pattern_Small,4,1,4302017.0,4302066.0,49.0
101,choice,choice,13,2.0,Small,2.0,8.690614124992862,Object_Land_Solid_Small,2,1,4303171.0,4304221.0,1050.0
101,choice,choice,13,2.0,Small,2.0,8.690614124992862,Animal_Land_Solid_Large,0,0,4305825.0,4305854.0,29.0
101,choice,choice,13,2.0,Small,2.0,8.690614124992862,Object_Sea_Pattern_Small,4,1,4307514.0,4308061.0,547.0
101,choice,choice,13,2.0,Small,2.0,8.690614124992862,Animal_Sea_Solid_Large,3,0,4308722.0,4309110.0,388.0
101,choice,choice,13,2.0,Small,2.0,8.690614124992862,Animal_Land_Solid_Large,0,0,4309125.0,4309372.0,247.0
101,choice,choice,14,2.0,Object,2.0,6.621130750048906,Object_Sea_Pattern_Small,4,1,4314008.0,4315069.0,1061.0
101,choice,choice,14,2.0,Object,2.0,6.621130750048906,Animal_Land_Solid_Large,0,0,4315992.0,4316261.0,269.0
101,choice,choice,14,2.0,Object,2.0,6.621130750048906,Object_Sea_Pattern_Small,4,1,4316464.0,4317223.0,759.0
101,choice,choice,14,2.0,Object,2.0,6.621130750048906,Animal_Land_Solid_Large,0,0,4317409.0,4317467.0,58.0
101,choice,choice,14,2.0,Object,2.0,6.621130750048906,Animal_Sea_Solid_Large,3,0,4317670.0,4317970.0,300.0
101,choice,choice,14,2.0,Object,2.0,6.621130750048906,Animal_Land_Solid_Large,0,0,4318367.0,4318738.0,371.0
101,choice,choice,15,2.0,Solid,2.0,7.580716666998342,Animal_Land_Solid_Large,0,1,4322919.0,4323551.0,632.0
101,choice,choice,15,2.0,Solid,2.0,7.580716666998342,Animal_Sea_Solid_Large,3,1,4325000.0,4325186.0,186.0
101,choice,choice,15,2.0,Solid,2.0,7.580716666998342,Object_Sea_Pattern_Small,4,0,4325705.0,4326163.0,458.0
