game,original_item,item,onset,offset
1,HORSE,Animal_Land_Pattern_Large,3.6,4.5
1,COUCH,Object_Land_Solid_Large,4.5,5.2
1,FISH,Animal_Sea_Pattern_Small,5.2,5.8
1,BOWTIE,Object_Land_Solid_Small,5.8,7.2
1,SNORKEL,Object_Sea_Solid_Small,7.2,7.8
1,WHALE,Animal_Sea_Pattern_Large,7.8,8.8
2,LION,Animal_Land_Solid_Large,1.9,2.9
2,BOAT,Object_Sea_Pattern_Large,4.2,5.6
2,SEAL,Animal_Sea_Solid_Large,5.6,7.5
2,LADYBUG,Animal_Land_Pattern_Small,7.5,8.2
2,BOWTIE,Object_Land_Solid_Small,8.2,9.6
2,FLOATIES,Object_Sea_Pattern_Small,9.6,10.2
3,HOUSE,Object_Land_Pattern_Large,1.8,2.7
3,CRAB,Animal_Sea_Solid_Small,2.7,4.0
3,BIRD,Animal_Land_Solid_Small,4.0,5.1
3,HAT,Object_Land_Pattern_Small,6.0,6.7
3,SUBMARINE,Object_Sea_Solid_Large,6.7,7.9
3,WHALE,Animal_Sea_Pattern_Large,7.9,8.8
4,FISH,Animal_Sea_Pattern_Small,2.0,2.8
4,COUCH,Object_Land_Solid_Large,2.8,4.0
4,SNORKEL,Object_Sea_Solid_Small,4.7,5.7
4,ZEBRA,Animal_Land_Pattern_Large,6.1,7.0
4,BOWTIE,Object_Land_Solid_Small,7.8,8.7
4,WHALE,Animal_Sea_Pattern_Large,9.3,9.8
5,LION,Animal_Land_Solid_Large,1.5,2.5
5,LADYBUG,Animal_Land_Pattern_Small,3.6,5.1
5,SEAL,Animal_Sea_Solid_Large,5.1,6.2
5,BOAT,Object_Sea_Pattern_Large,6.2,7.2
5,BOWTIE,Object_Land_Solid_Small,8.4,9.7
5,FLOATIES,Object_Sea_Pattern_Small,9.7,10.2
6,HOUSE,Object_Land_Pattern_Large,2.0,3.5
6,CRAB,Animal_Sea_Solid_Small,3.5,4.1
6,BIRD,Animal_Land_Solid_Small,5.4,6.3
6,HAT,Object_Land_Pattern_Small,6.3,7.2
6,SUBMARINE,Object_Sea_Solid_Large,7.2,8.6
6,WHALE,Animal_Sea_Pattern_Large,8.6,9.6
7,FISH,Animal_Sea_Pattern_Small,2.6,3.7
7,COUCH,Object_Land_Solid_Large,3.7,4.5
7,BIRD,Animal_Land_Solid_Small,6.7,7.6
7,ZEBRA,Animal_Land_Pattern_Large,9.4,9.7
7,SUBMARINE,Object_Sea_Solid_Large,11.5,12.7
7,FLOATIES,Object_Sea_Pattern_Small,12.7,13.5
