subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_center,is_relevant,fix_start,fix_end,fix_duration_bounded
101,choice,choice,1,1.0,Animal,2.0,12.338066875003278,Animal_Sea_Pattern_Small,0,0,1,3702533.0,3702724.0,191.0
101,choice,choice,1,1.0,Animal,2.0,12.338066875003278,fixation,-1,1,0,3702746.0,3705082.0,2336.0
101,choice,choice,1,1.0,Animal,2.0,12.338066875003278,Animal_Sea_Pattern_Small,0,0,1,3705095.0,3706072.0,977.0
101,choice,choice,1,1.0,Animal,2.0,12.338066875003278,Animal_Sea_Pattern_Large,1,0,1,3706244.0,3706315.0,71.0
101,choice,choice,1,1.0,Animal,2.0,12.338066875003278,Animal_Sea_Pattern_Small,0,0,1,3707434.0,3707520.0,86.0
101,choice,choice,1,1.0,Animal,2.0,12.338066875003278,Animal_Sea_Pattern_Large,1,0,1,3707718.0,3707791.0,73.0
101,choice,choice,4,1.0,Object,1.0,23.057488374994136,Animal_Sea_Pattern_Large,1,0,0,3752081.0,3752221.0,140.0
101,choice,choice,4,1.0,Object,1.0,23.057488374994136,fixation,-1,1,0,3752248.0,3752575.0,327.0
101,choice,choice,4,1.0,Object,1.0,23.057488374994136,Object_Land_Solid_Small,2,0,1,3752824.0,3752981.0,157.0
101,choice,choice,4,1.0,Object,1.0,23.057488374994136,fixation,-1,1,0,3753017.0,3762191.0,9174.0
101,choice,choice,4,1.0,Object,1.0,23.057488374994136,Animal_Sea_Pattern_Large,1,0,0,3764004.0,3764030.0,26.0
101,choice,choice,4,1.0,Object,1.0,23.057488374994136,fixation,-1,1,0,3764042.0,3766588.0,2546.0
101,choice,choice,4,1.0,Object,1.0,23.057488374994136,Animal_Sea_Pattern_Large,1,0,0,3767512.0,3768357.0,845.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Large,1,0,1,3772297.0,3772413.0,116.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Small,0,0,1,3772632.0,3772711.0,79.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Large,1,0,1,3772920.0,3772962.0,42.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Small,0,0,1,3772977.0,3773555.0,578.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,fixation,-1,1,0,3774312.0,3775243.0,931.0
101,choice,choice,5,1.0,Pattern,2.0,8.188803375000134,Animal_Sea_Pattern_Large,1,0,1,3775913.0,3776206.0,293.0
