game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Land_Pattern_Large,3600,4500,900,pre_recall,9,6,0,6,3,0,0.0,1.0,1257.0,758.0,0.0,758.0,499.0,0.0,0.0,1.0
1,Animal_Land_Pattern_Large,3600,4500,900,during_recall,2,2,0,2,0,0,0.0,1.0,660.0,660.0,0.0,660.0,0.0,0.0,0.0,1.0
1,Object_Land_Solid_Large,4500,5200,700,pre_recall,8,5,2,3,3,0,0.4,0.6,1019.0,520.0,64.0,456.0,499.0,0.0,0.12307692307692308,0.8769230769230769
1,Object_Land_Solid_Large,4500,5200,700,during_recall,1,1,0,1,0,0,0.0,1.0,434.0,434.0,0.0,434.0,0.0,0.0,0.0,1.0
1,Animal_Sea_Pattern_Small,5200,5800,600,pre_recall,7,4,2,2,3,0,0.5,0.5,911.0,412.0,348.0,64.0,499.0,0.0,0.8446601941747572,0.1553398058252427
1,Animal_Sea_Pattern_Small,5200,5800,600,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Object_Land_Solid_Small,5800,7200,1400,pre_recall,5,2,0,2,3,0,0.0,1.0,563.0,64.0,0.0,64.0,499.0,0.0,0.0,1.0
1,Object_Land_Solid_Small,5800,7200,1400,during_recall,1,0,0,0,1,0,0.0,0.0,431.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0
1,Object_Sea_Solid_Small,7200,7800,600,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Object_Sea_Solid_Small,7200,7800,600,during_recall,2,2,0,2,0,0,0.0,1.0,759.0,759.0,0.0,759.0,0.0,0.0,0.0,1.0
1,Animal_Sea_Pattern_Large,7800,8800,1000,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Animal_Sea_Pattern_Large,7800,8800,1000,during_recall,1,1,1,0,0,0,1.0,0.0,324.0,324.0,324.0,0.0,0.0,0.0,1.0,0.0
2,Animal_Land_Solid_Large,1900,2900,1000,pre_recall,3,3,2,1,0,0,0.6666666666666666,0.3333333333333333,1638.0,1638.0,1440.0,198.0,0.0,0.0,0.8791208791208791,0.12087912087912088
2,Animal_Land_Solid_Large,1900,2900,1000,during_recall,2,2,1,1,0,0,0.5,0.5,517.0,517.0,25.0,492.0,0.0,0.0,0.048355899419729204,0.9516441005802708
2,Object_Sea_Pattern_Large,4200,5600,1400,pre_recall,2,2,0,2,0,0,0.0,1.0,542.0,542.0,0.0,542.0,0.0,0.0,0.0,1.0
2,Object_Sea_Pattern_Large,4200,5600,1400,during_recall,1,1,0,1,0,0,0.0,1.0,58.0,58.0,0.0,58.0,0.0,0.0,0.0,1.0
2,Animal_Sea_Solid_Large,5600,7500,1900,pre_recall,1,1,1,0,0,0,1.0,0.0,104.0,104.0,104.0,0.0,0.0,0.0,1.0,0.0
2,Animal_Sea_Solid_Large,5600,7500,1900,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Animal_Land_Pattern_Small,7500,8200,700,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Animal_Land_Pattern_Small,7500,8200,700,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Object_Land_Solid_Small,8200,9600,1400,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Object_Land_Solid_Small,8200,9600,1400,during_recall,2,1,0,1,0,1,0.0,1.0,406.0,355.0,0.0,355.0,0.0,51.0,0.0,1.0
2,Object_Sea_Pattern_Small,9600,10200,600,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Object_Sea_Pattern_Small,9600,10200,600,during_recall,1,1,0,1,0,0,0.0,1.0,170.0,170.0,0.0,170.0,0.0,0.0,0.0,1.0
3,Object_Land_Pattern_Large,1800,2700,900,pre_recall,4,4,4,0,0,0,1.0,0.0,978.0,978.0,978.0,0.0,0.0,0.0,1.0,0.0
3,Object_Land_Pattern_Large,1800,2700,900,during_recall,1,1,0,1,0,0,0.0,1.0,156.0,156.0,0.0,156.0,0.0,0.0,0.0,1.0
3,Animal_Sea_Solid_Small,2700,4000,1300,pre_recall,4,4,0,4,0,0,0.0,1.0,978.0,978.0,0.0,978.0,0.0,0.0,0.0,1.0
3,Animal_Sea_Solid_Small,2700,4000,1300,during_recall,2,2,1,1,0,0,0.5,0.5,642.0,642.0,38.0,604.0,0.0,0.0,0.059190031152647975,0.940809968847352
3,Animal_Land_Solid_Small,4000,5100,1100,pre_recall,3,3,0,3,0,0,0.0,1.0,557.0,557.0,0.0,557.0,0.0,0.0,0.0,1.0
