game,original_item,item,onset,offset
1,PLUS,PLUS,3.1,4.0
1,2,2,4.0,4.3
1,PLUS,PLUS,11.0,11.7
1,9,9,11.7,12.3
1,PLUS,PLUS,23.9,24.1
1,3,3,24.1,25.0
1,PLUS,PLUS,33.6,33.9
1,5,5,33.9,34.1
1,PLUS,PLUS,51.6,51.8
1,2,2,51.8,52.4
1,MINUS,MINUS,57.1,57.7
1,7,7,57.7,60.0
2,-,-,1.8,3.7
2,9,9,3.7,4.0
2,PLUS,PLUS,17.1,17.1
2,6,6,17.1,17.6
2,MINUS,MINUS,26.0,27.0
2,7,7,29.1,30.0
2,MINUS,MINUS,33.9,35.0
2,5,5,37.1,37.4
2,PLUS,PLUS,41.5,41.8
2,6,6,44.7,45.1
2,PLUS,PLUS,48.7,48.9
2,2,2,50.7,50.8
3,MINUS,MINUS,4.9,5.3
3,5,5,5.3,5.6
3,MINUS,MINUS,15.1,16.3
3,5,5,20.6,21.1
3,PLUS,PLUS,24.4,24.8
3,6,6,24.8,26.0
3,PLUS,PLUS,31.0,31.3
3,7,7,31.0,31.3
3,PLUS,PLUS,37.0,37.3
3,4,4,37.3,37.5
3,MINUS,MINUS,40.9,41.8
3,9,9,41.8,41.9
4,MINUS,MINUS,3.8,5.3
4,8,8,5.3,6.2
4,MINUS,MINUS,13.2,14.8
4,6,6,19.4,20.1
4,MINUS,MINUS,25.4,26.1
4,8,8,26.1,26.3
4,MINUS,MINUS,29.3,30.0
4,6,6,30.0,30.1
4,PLUS,PLUS,32.7,33.1
4,8,8,33.1,34.0
4,PLUS,PLUS,37.3,38.1
4,5,5,41.8,42.1
5,PLUS,PLUS,1.6,2.5
5,8,8,4.1,4.1
5,MINUS,MINUS,5.6,7.0
5,5,5,7.0,7.9
5,MINUS,MINUS,11.1,11.7
5,7,7,13.7,14.0
5,PLUS,PLUS,16.9,17.4
5,7,7,19.2,20.0
5,MINUS,MINUS,22.9,23.2
5,8,8,23.2,23.5
5,MINUS,MINUS,26.1,26.8
5,6,6,28.4,28.8
6,PLUS,PLUS,2.6,3.8
6,7,7,3.8,4.1
6,PLUS,PLUS,6.8,7.6
6,2,2,7.6,7.8
6,PLUS,PLUS,14.0,14.0
6,8,8,14.0,14.8
6,PLUS,PLUS,16.6,17.3
6,2,2,17.3,17.4
6,MINUS,MINUS,19.2,20.1
6,9,9,20.1,20.6
6,PLUS,PLUS,22.6,23.4
6,5,5,23.4,24.1
7,PLUS,PLUS,5.8,7.2
7,4,4,8.6,8.8
7,PLUS,PLUS,12.9,13.9
7,9,9,12.9,13.9
7,MINUS,MINUS,16.6,18.1
7,6,6,19.4,20.2
7,MINUS,MINUS,28.6,29.5
7,4,4,29.6,29.8
7,MINUS,MINUS,33.9,34.8
7,5,5,39.2,39.7
7,PLUS,PLUS,46.9,47.7
7,2,2,46.9,47.7
