bin_center,mean_distance,sem_distance,n_samples,chance_level,chance_ci_95
-2975.0,73.0204569907005,2.208074273435306,450,90,12.828026828948234
-2925.0,69.0881205838813,2.4837607809523923,404,90,12.828026828948234
-2875.0,77.1887991488507,2.879284472515026,387,90,12.828026828948234
-2825.0,84.16941667039386,3.012274593864488,350,90,12.828026828948234
-2775.0,88.7718608302629,3.257098586603871,305,90,12.828026828948234
-2725.0,98.40821298332916,2.9318012817788732,262,90,12.828026828948234
-2675.0,77.64076027909013,2.316429533849928,350,90,12.828026828948234
-2625.0,77.43923166572172,2.141088088505401,358,90,12.828026828948234
-2575.0,81.56845934454512,1.9279231811453958,400,90,12.828026828948234
-2525.0,82.53961012985019,1.86821134557938,400,90,12.828026828948234
-2475.0,75.56817905083776,1.9766190711751148,416,90,12.828026828948234
-2425.0,103.51111255942405,2.730993312027019,346,90,12.828026828948234
-2375.0,134.89585675570922,2.1652238372446173,247,90,12.828026828948234
-2325.0,149.69581985780349,1.727398323815364,200,90,12.828026828948234
-2275.0,142.5178068128133,2.4692520537665894,215,90,12.828026828948234
-2225.0,104.47599383207202,3.5203089622595214,267,90,12.828026828948234
-2175.0,105.46687992663487,3.060519363168726,246,90,12.828026828948234
-2125.0,85.89390711723445,2.717614969494553,224,90,12.828026828948234
-2075.0,100.25639060947097,2.7054619034942795,282,90,12.828026828948234
-2025.0,104.25209044018324,2.6636563253910492,253,90,12.828026828948234
-1975.0,110.88646193163676,2.0886410236889406,286,90,12.828026828948234
-1925.0,109.52424039354123,1.9560508185872965,300,90,12.828026828948234
-1875.0,102.44414848147942,2.226666674184988,330,90,12.828026828948234
-1825.0,99.65363635122594,1.9198594204545887,333,90,12.828026828948234
-1775.0,94.77421473877673,1.531225687470658,355,90,12.828026828948234
-1725.0,101.40874770108958,1.2543622731668993,332,90,12.828026828948234
-1675.0,99.80053878599281,1.8075515478305952,216,90,12.828026828948234
-1625.0,97.76227904982746,1.8819127834237384,204,90,12.828026828948234
-1575.0,111.99905307853543,2.158363065929908,352,90,12.828026828948234
-1525.0,98.551083341315,2.531532872004872,321,90,12.828026828948234
-1475.0,102.80950774671778,2.8495596627236144,287,90,12.828026828948234
-1425.0,95.73617518466072,3.1211615327927844,316,90,12.828026828948234
-1375.0,94.01190590316921,3.0509525000399003,350,90,12.828026828948234
-1325.0,83.02637575338612,3.221480972393834,350,90,12.828026828948234
-1275.0,77.43255577479248,2.9166281731502908,399,90,12.828026828948234
-1225.0,88.11160061083488,3.2792888046192403,329,90,12.828026828948234
-1175.0,82.68532154480259,3.55418853646355,246,90,12.828026828948234
-1125.0,96.0513477065604,3.863084038400241,232,90,12.828026828948234
-1075.0,112.17831701005353,4.739053446025958,206,90,12.828026828948234
-1025.0,86.82593227200304,4.320328178551596,230,90,12.828026828948234
-975.0,66.02440848943091,4.0962335615249374,208,90,12.828026828948234
-925.0,62.204044354364605,3.9936789948399016,191,90,12.828026828948234
-875.0,40.451138618030136,2.5195726963199547,150,90,12.828026828948234
-825.0,40.44486856044996,2.456491477912316,150,90,12.828026828948234
-775.0,43.275836404823465,2.667452123911218,138,90,12.828026828948234
-725.0,51.424297406116665,4.176151076715434,104,90,12.828026828948234
-675.0,63.27234471269488,4.510201909473188,150,90,12.828026828948234
-625.0,108.81975022032007,4.418780693245878,189,90,12.828026828948234
-575.0,128.09094286148184,2.298028506655499,206,90,12.828026828948234
-525.0,138.34066337856996,1.4035322472727214,200,90,12.828026828948234
-475.0,137.41486044770056,1.1633652679906472,249,90,12.828026828948234
-425.0,118.50563934652382,2.702795908103515,300,90,12.828026828948234
-375.0,124.24442968347522,2.150015029852813,300,90,12.828026828948234
-325.0,112.46210173233813,2.7110016775014496,273,90,12.828026828948234
-275.0,94.99458122552103,3.1777832037416425,286,90,12.828026828948234
-225.0,83.30322377055542,3.854508912004666,242,90,12.828026828948234
-175.0,68.9243794248955,3.561276637402518,228,90,12.828026828948234
-125.0,82.42671772035432,3.9944615125463767,191,90,12.828026828948234
-75.0,85.84667276404946,4.856221118387167,150,90,12.828026828948234
-25.0,95.73226541197052,4.907375081190836,141,90,12.828026828948234
25.0,117.51483590638514,3.6269286680306307,217,90,12.828026828948234
75.0,61.606065488643345,3.154407528787483,214,90,12.828026828948234
125.0,74.10503400457584,2.9496864487571,225,90,12.828026828948234
175.0,66.62728579037565,2.5050267950935057,245,90,12.828026828948234
225.0,73.18137005828633,2.6860701759800265,289,90,12.828026828948234
275.0,51.07618548912753,2.3586107447956173,300,90,12.828026828948234
325.0,67.3221324720014,2.478043210312479,207,90,12.828026828948234
375.0,59.15325359247425,2.3076052332907273,200,90,12.828026828948234
425.0,12.383566021081275,1.334146545963615,52,90,12.828026828948234
475.0,39.16943882432333,3.5217480080031924,100,90,12.828026828948234
525.0,36.969875347148864,5.303875374709882,70,90,12.828026828948234
575.0,61.18464108282805,4.793062700710988,100,90,12.828026828948234
625.0,64.06854104489301,4.498949619797057,100,90,12.828026828948234
675.0,66.46405037350816,4.301548360450288,100,90,12.828026828948234
725.0,66.38391520678262,4.373891590357327,100,90,12.828026828948234
