game,original_item,item,onset,offset
1,ZEBRA,Animal_Land_Pattern_Large,3.8,4.2
1,LADYBUG,Animal_Land_Pattern_Small,5.5,6.0
1,SNORKEL,Object_Sea_Solid_Small,6.7,7.6
1,FLOATIE,Object_Sea_Pattern_Small,8.9,9.3
1,BOAT,Object_Sea_Pattern_Large,10.3,11.1
1,COUCH,Object_Land_Solid_Large,12.1,13.0
2,LION,Animal_Land_Solid_Large,5.5,5.6
2,BOWTIE,Object_Land_Solid_Small,7.2,7.6
2,BOAT,Object_Sea_Pattern_Large,9.2,9.9
2,LION,Animal_Land_Solid_Large,15.7,15.8
2,SEAL,Animal_Sea_Solid_Large,17.7,18.1
2,SNORKEL,Object_Sea_Solid_Small,18.1,18.5
3,CRAB,Animal_Sea_Solid_Small,2.7,2.9
3,BIRD,Animal_Land_Solid_Small,2.9,4.0
3,BOWTIE,Object_Land_Solid_Small,4.6,5.7
3,BOAT,Object_Sea_Pattern_Large,6.3,7.1
3,HOUSE,Object_Land_Pattern_Large,7.1,8.6
3,HAT,Object_Land_Pattern_Small,13.7,15.0
4,LION,Animal_Land_Solid_Large,3.0,3.4
4,ZEBRA,Animal_Land_Pattern_Large,3.9,4.1
4,LADYBUG,Animal_Land_Pattern_Small,5.0,5.4
4,SNORKEL,Object_Sea_Solid_Small,6.5,6.7
4,BOAT,Object_Sea_Pattern_Large,10.0,10.4
4,HOUSE,Object_Land_Pattern_Large,12.2,12.6
5,HAT,Object_Land_Pattern_Small,2.4,2.6
5,SEAL,Animal_Sea_Solid_Large,3.9,4.2
5,FISH,Animal_Sea_Pattern_Small,4.7,4.8
5,LION,Animal_Land_Solid_Large,6.7,6.8
5,FLOATIE,Object_Sea_Pattern_Small,15.8,16.1
5,BOAT,Object_Sea_Pattern_Large,18.2,18.3
6,HOUSE,Object_Land_Pattern_Large,2.6,2.7
6,CRAB,Animal_Sea_Solid_Small,2.7,3.6
6,FLOATIES,Object_Sea_Pattern_Small,3.6,4.8
6,BIRD,Animal_Land_Solid_Small,9.5,9.9
6,LION,Animal_Land_Solid_Large,17.5,17.7
7,FISH,Animal_Sea_Pattern_Small,4.9,5.1
7,BOWTIE,Object_Land_Solid_Small,6.9,7.5
7,HAT,Object_Land_Pattern_Small,8.3,8.5
7,LION,Animal_Land_Solid_Large,8.5,9.7
7,COUCH,Object_Land_Solid_Large,17.1,17.3
