game,original_item,item,onset,offset
1,+,+,5.4,6.0
1,1,1,6.0,6.1
1,PLUS,PLUS,14.5,14.8
1,5,5,14.8,15.1
1,PLUS,PLUS,21.2,21.8
1,2,2,21.8,21.8
1,PLUS,PLUS,29.3,29.6
1,1,1,29.6,29.8
1,MINUS,MINUS,38.5,39.4
1,9,9,39.4,39.7
1,PLUS,PLUS,44.4,44.7
1,9,9,44.7,44.9
2,MINUS,MINUS,2.7,3.4
2,8,8,3.4,3.6
2,PLUS,PLUS,14.6,15.2
2,5,5,15.2,15.4
2,PLUS,PLUS,18.3,18.9
2,1,1,18.9,19.1
2,MINUS,MINUS,20.7,21.6
2,9,9,21.6,22.0
2,PLUS,PLUS,26.5,26.8
2,8,8,26.8,27.1
2,PLUS,PLUS,28.3,29.3
2,9,9,29.3,29.7
3,MINUS,MINUS,3.5,4.2
3,7,7,4.2,4.4
3,PLUS,PLUS,14.1,14.7
3,9,9,14.7,14.9
3,+,+,19.1,19.8
3,9,9,19.8,19.8
3,MINUS,MINUS,21.6,22.2
3,8,8,22.2,23.9
3,MINUS,MINUS,27.7,28.1
3,1,1,28.1,28.3
3,MINUS,MINUS,32.0,32.3
3,7,7,32.3,32.7
4,+,+,4.3,4.5
4,5,5,4.5,4.6
4,MINUS,MINUS,7.4,8.0
4,1,1,8.0,8.1
4,MINUS,MINUS,11.1,11.7
4,4,4,11.7,11.9
4,MINUS,MINUS,20.0,20.3
4,4,4,20.3,20.6
4,PLUS,PLUS,23.5,23.8
4,2,2,23.8,24.0
4,MINUS,MINUS,26.0,26.4
4,4,4,26.4,26.9
5,PLUS,PLUS,4.1,5.3
5,8,8,8.0,8.2
5,PLUS,PLUS,9.3,9.8
5,1,1,9.8,10.0
5,MINUS,MINUS,12.0,12.6
5,7,7,12.6,12.8
5,PLUS,PLUS,15.2,15.8
5,7,7,15.8,16.0
5,MINUS,MINUS,19.8,20.7
5,7,7,20.7,20.8
5,MINUS,MINUS,23.4,23.7
5,9,9,23.7,24.1
6,MINUS,MINUS,2.0,2.7
6,7,7,2.7,2.9
6,PLUS,PLUS,5.1,6.0
6,1,1,6.0,6.3
6,+,+,10.8,11.7
6,8,8,11.7,11.8
6,PLUS,PLUS,14.7,15.2
6,9,9,15.2,15.4
6,PLUS,PLUS,19.9,20.2
6,4,4,20.2,20.4
6,MINUS,MINUS,22.7,23.4
6,8,8,23.4,24.0
7,MINUS,MINUS,1.3,2.1
7,7,7,2.1,2.3
7,PLUS,PLUS,4.4,5.2
7,9,9,5.2,5.4
7,MINUS,MINUS,9.7,10.3
7,4,4,10.3,10.6
7,PLUS,PLUS,15.9,16.4
7,2,2,16.4,16.6
7,PLUS,PLUS,18.3,19.1
7,1,1,19.1,19.3
7,PLUS,PLUS,23.7,24.1
7,2,2,24.1,24.4
