subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_relevant,fix_start,fix_end,fix_duration_bounded
111,choice,choice,1,1.0,Large,1.0,13.3901272501098,Object_Land_Pattern_Small,0,0,9683391.0,9683521.0,130.0
111,choice,choice,1,1.0,Large,1.0,13.3901272501098,Animal_Sea_Pattern_Large,1,1,9688470.0,9688756.0,286.0
111,choice,choice,3,1.0,Pattern,2.0,2.0823342917719856,Object_Sea_Solid_Large,2,0,9705793.0,9705869.0,76.0
111,choice,choice,3,1.0,Pattern,2.0,2.0823342917719856,Object_Land_Pattern_Small,0,1,9707087.0,9707603.0,516.0
111,choice,choice,4,1.0,Animal,2.0,6.875183500000276,Object_Sea_Solid_Large,2,0,9711428.0,9711746.0,318.0
111,choice,choice,9,2.0,Object,1.0,4.133532000007108,Object_Sea_Solid_Small,0,1,10192466.0,10192901.0,435.0
111,choice,choice,9,2.0,Object,1.0,4.133532000007108,Animal_Sea_Pattern_Small,1,0,10195237.0,10195354.0,117.0
111,choice,choice,10,2.0,Land,1.0,1.8953712083166463,Animal_Sea_Pattern_Small,1,0,10199876.0,10200008.0,132.0
111,choice,choice,11,2.0,Animal,2.0,0.1103119166800752,Animal_Sea_Pattern_Small,1,1,10204068.0,10204072.0,4.0
111,choice,choice,12,2.0,Large,1.0,4.8458697500173,Animal_Sea_Pattern_Small,1,0,10211541.0,10211708.0,167.0
111,choice,choice,13,2.0,Solid,2.0,3.117442833376117,Animal_Sea_Pattern_Small,1,0,10216371.0,10217400.0,1029.0
111,choice,choice,15,2.0,Sea,2.0,1.7771213749656454,Object_Sea_Solid_Small,0,1,10225737.0,10225923.0,186.0
111,choice,choice,16,2.0,Small,2.0,2.76615162496455,Animal_Sea_Pattern_Small,1,1,10230834.0,10230859.0,25.0
111,choice,choice,16,2.0,Small,2.0,2.76615162496455,Animal_Land_Pattern_Large,2,0,10232279.0,10232450.0,171.0
111,choice,choice,17,3.0,Animal,1.0,3.862172416760586,Object_Sea_Solid_Small,0,0,10543562.0,10543913.0,351.0
111,choice,choice,17,3.0,Animal,1.0,3.862172416760586,Animal_Land_Solid_Large,1,1,10545213.0,10546184.0,971.0
111,choice,choice,18,3.0,Solid,1.0,1.7486616666428745,Animal_Land_Pattern_Large,2,0,10550784.0,10551371.0,587.0
111,choice,choice,19,3.0,Large,1.0,5.701709791785106,Object_Sea_Solid_Small,0,0,10556564.0,10556713.0,149.0
111,choice,choice,19,3.0,Large,1.0,5.701709791785106,Animal_Land_Solid_Large,1,1,10560684.0,10560776.0,92.0
111,choice,choice,20,3.0,Pattern,1.0,2.513077416573651,Object_Sea_Solid_Small,0,0,10564734.0,10564919.0,185.0
111,choice,choice,20,3.0,Pattern,1.0,2.513077416573651,Animal_Land_Solid_Large,1,0,10565783.0,10565831.0,48.0
111,choice,choice,22,3.0,Sea,2.0,3.2506585418013856,Animal_Land_Solid_Large,1,0,10572090.0,10572193.0,103.0
111,choice,choice,23,3.0,Land,1.0,6.150202708435245,Animal_Land_Solid_Large,1,1,10580832.0,10580968.0,136.0
111,choice,choice,23,3.0,Land,1.0,6.150202708435245,Animal_Land_Solid_Small,3,1,10582466.0,10582803.0,337.0
111,choice,choice,23,3.0,Land,1.0,6.150202708435245,Object_Sea_Pattern_Small,4,0,10582864.0,10583127.0,263.0
111,choice,choice,23,3.0,Land,1.0,6.150202708435245,Animal_Land_Pattern_Large,2,1,10583181.0,10583386.0,205.0
111,choice,choice,23,3.0,Land,1.0,6.150202708435245,Object_Sea_Solid_Small,0,0,10583852.0,10584024.0,172.0
111,choice,choice,24,3.0,Object,1.0,7.604773791623302,Object_Sea_Solid_Small,0,1,10587117.0,10587685.0,568.0
111,choice,choice,25,4.0,Small,2.0,4.109938166569918,Object_Land_Pattern_Small,0,1,10890981.0,10891179.0,198.0
111,choice,choice,25,4.0,Small,2.0,4.109938166569918,Object_Land_Solid_Small,1,1,10892951.0,10893063.0,112.0
111,choice,choice,25,4.0,Small,2.0,4.109938166569918,Animal_Sea_Solid_Large,2,0,10893077.0,10893700.0,623.0
111,choice,choice,25,4.0,Small,2.0,4.109938166569918,Animal_Sea_Pattern_Large,3,0,10894147.0,10894271.0,124.0
111,choice,choice,26,4.0,Animal,1.0,3.5259957916568965,Object_Land_Pattern_Small,0,0,10900050.0,10900283.0,233.0
111,choice,choice,26,4.0,Animal,1.0,3.5259957916568965,Object_Sea_Solid_Large,4,0,10900342.0,10900475.0,133.0
111,choice,choice,31,4.0,Large,1.0,1.8341373750008645,Object_Sea_Solid_Large,4,1,10920093.0,10921287.0,1194.0
111,choice,choice,33,5.0,Solid,1.0,5.46325174998492,Animal_Sea_Pattern_Small,0,0,11209090.0,11209549.0,459.0
111,choice,choice,34,5.0,Large,1.0,4.570832375087775,Object_Sea_Solid_Small,1,0,11217031.0,11217969.0,938.0
111,choice,choice,36,5.0,Object,1.0,3.4665323750814423,Animal_Land_Pattern_Large,2,0,11232342.0,11232675.0,333.0
111,choice,choice,40,5.0,Land,1.0,3.182679875055328,Animal_Sea_Pattern_Small,0,0,11251527.0,11251557.0,30.0
111,choice,choice,41,6.0,Solid,2.0,6.562879375065677,Animal_Land_Pattern_Large,0,0,11704290.0,11705035.0,745.0
111,choice,choice,41,6.0,Solid,2.0,6.562879375065677,Object_Sea_Solid_Small,1,1,11708820.0,11708978.0,158.0
111,choice,choice,41,6.0,Solid,2.0,6.562879375065677,Animal_Land_Solid_Large,2,1,11708994.0,11709137.0,143.0
111,choice,choice,46,6.0,Animal,1.0,6.167869166587479,Animal_Land_Solid_Large,2,1,11730541.0,11731201.0,660.0
111,choice,choice,46,6.0,Animal,1.0,6.167869166587479,Animal_Land_Pattern_Large,0,1,11731981.0,11732577.0,596.0
111,choice,choice,46,6.0,Animal,1.0,6.167869166587479,Object_Sea_Solid_Small,1,0,11733890.0,11734318.0,428.0
111,choice,choice,48,6.0,Large,1.0,5.639742208411917,Animal_Land_Solid_Large,2,1,11743395.0,11743539.0,144.0
