phase,event,trial_number,eyetracker_onset,eyetracker_offset,fix_start,fix_end,fix_duration_full,fix_duration_bounded,fix_x,fix_y,roi_x,roi_y,roi_content,thisRow.t,notes,onset,offset,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,Unnamed: 20
encoding,image,2,9528891,9529901,9529220.0,9530403.0,1184.0,681.0,2223.2,1187.3,2249.0,891.0,Object_Land_Solid_Small,,,29.55121499998495,30.56051233340986,1.0,Object_Land_Solid_Small,-9.0,,,,,,,,,,,
encoding,value,2,9529901,9535912,9530419.0,9532185.0,1767.0,1767.0,2222.5,1133.3,2249.0,891.0,Object_Land_Solid_Small,,,30.56068850005977,36.57118054176681,1.0,Object_Land_Solid_Small,-9.0,,,,,,,,,,,
encoding,value,2,9529901,9535912,9532195.0,9533314.0,1120.0,1120.0,2233.0,1125.2,2249.0,891.0,Object_Land_Solid_Small,,,30.56068850005977,36.57118054176681,1.0,Object_Land_Solid_Small,-9.0,,,,,,,,,,,
encoding,value,2,9529901,9535912,9533523.0,9534230.0,708.0,708.0,2232.8,1099.5,2249.0,891.0,Object_Land_Solid_Small,,,30.56068850005977,36.57118054176681,1.0,Object_Land_Solid_Small,-9.0,,,,,,,,,,,
encoding,value,2,9529901,9535912,9534242.0,9534563.0,322.0,322.0,2264.6,1188.2,2249.0,891.0,Object_Land_Solid_Small,,,30.56068850005977,36.57118054176681,1.0,Object_Land_Solid_Small,-9.0,,,,,,,,,,,
encoding,value,2,9529901,9535912,9534577.0,9536408.0,1832.0,1335.0,2243.6,1121.5,2249.0,891.0,Object_Land_Solid_Small,,,30.56068850005977,36.57118054176681,1.0,Object_Land_Solid_Small,-9.0,,,,,,,,,,,
encoding,attention,2,9535912,9538926,9536421.0,9537188.0,768.0,768.0,2193.1,1095.4,2249.0,891.0,Object_Land_Solid_Small,,,36.57134945841972,39.58480266679544,1.0,Object_Land_Solid_Small,-9.0,-9.0,1.0,0.8259799584047869,,,,,,,,
encoding,attention,2,9535912,9538926,9537197.0,9537501.0,305.0,305.0,2264.1,1098.9,2249.0,891.0,Object_Land_Solid_Small,,,36.57134945841972,39.58480266679544,1.0,Object_Land_Solid_Small,-9.0,-9.0,1.0,0.8259799584047869,,,,,,,,
encoding,fixation,3,9538926,9539679,9538979.0,9539246.0,268.0,268.0,2199.4,1150.1,2249.0,891.0,Object_Land_Solid_Small,,,39.584969208342955,40.33859495841898,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,fixation,3,9538926,9539679,9539271.0,9539554.0,284.0,284.0,1941.0,1067.0,1920.0,1080.0,fixation,,,39.584969208342955,40.33859495841898,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,image,3,9539679,9540689,9539769.0,9539796.0,28.0,28.0,1908.0,680.7,1920.0,1460.0,Object_Sea_Solid_Large,,,40.338696458376944,41.34848570835311,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,image,3,9539679,9540689,9540047.0,9540153.0,107.0,107.0,1943.8,893.4000000000001,1920.0,1460.0,Object_Sea_Solid_Large,,,40.338696458376944,41.34848570835311,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,image,3,9539679,9540689,9540196.0,9540349.0,154.0,154.0,1934.5,678.7,1920.0,1460.0,Object_Sea_Solid_Large,,,40.338696458376944,41.34848570835311,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,image,3,9539679,9540689,9540366.0,9540943.0,578.0,323.0,1914.6,612.0999999999999,1920.0,1460.0,Object_Sea_Solid_Large,,,40.338696458376944,41.34848570835311,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,value,3,9540689,9546698,9540963.0,9541201.0,239.0,239.0,1922.4,491.70000000000005,,,none,,,41.34858916676603,47.35718058340717,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,value,3,9540689,9546698,9541215.0,9541839.0,625.0,625.0,1933.1,581.7,1920.0,1460.0,Object_Sea_Solid_Large,,,41.34858916676603,47.35718058340717,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,value,3,9540689,9546698,9541855.0,9542181.0,327.0,327.0,1929.7,525.4000000000001,1920.0,1460.0,Object_Sea_Solid_Large,,,41.34858916676603,47.35718058340717,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,value,3,9540689,9546698,9542202.0,9542549.0,348.0,348.0,1934.8,638.9000000000001,1920.0,1460.0,Object_Sea_Solid_Large,,,41.34858916676603,47.35718058340717,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,value,3,9540689,9546698,9542808.0,9544293.0,1486.0,1486.0,1918.5,589.7,1920.0,1460.0,Object_Sea_Solid_Large,,,41.34858916676603,47.35718058340717,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,value,3,9540689,9546698,9544309.0,9544803.0,495.0,495.0,1930.9,494.0999999999999,,,none,,,41.34858916676603,47.35718058340717,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,value,3,9540689,9546698,9544826.0,9545323.0,498.0,498.0,1930.5,670.8,1920.0,1460.0,Object_Sea_Solid_Large,,,41.34858916676603,47.35718058340717,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,value,3,9540689,9546698,9545336.0,9547012.0,1677.0,1362.0,1933.9,588.0999999999999,1920.0,1460.0,Object_Sea_Solid_Large,,,41.34858916676603,47.35718058340717,1.0,Object_Sea_Solid_Large,9.0,,,,,,,,,,,
encoding,attention,3,9546698,9549712,9547027.0,9547285.0,259.0,259.0,1962.5,493.20000000000005,,,none,,,47.35729033336975,50.37112704175525,1.0,Object_Sea_Solid_Large,9.0,9.0,1.0,0.9270596666028724,,,,,,,,
encoding,attention,3,9546698,9549712,9547297.0,9548432.0,1136.0,1136.0,1895.4,498.5,,,none,,,47.35729033336975,50.37112704175525,1.0,Object_Sea_Solid_Large,9.0,9.0,1.0,0.9270596666028724,,,,,,,,
encoding,attention,3,9546698,9549712,9548453.0,9549017.0,565.0,565.0,1951.8,556.9000000000001,1920.0,1460.0,Object_Sea_Solid_Large,,,47.35729033336975,50.37112704175525,1.0,Object_Sea_Solid_Large,9.0,9.0,1.0,0.9270596666028724,,,,,,,,
encoding,fixation,4,9549712,9551216,9550249.0,9550500.0,252.0,252.0,1920.1,1158.7,1920.0,700.0,Animal_Sea_Solid_Large,,,50.371254458324984,51.874825875042006,1.0,Animal_Land_Pattern_Small,1.0,,,,,,,,,,,
encoding,fixation,4,9549712,9551216,9550516.0,9550764.0,249.0,249.0,1936.4,1076.7,1920.0,1080.0,fixation,,,50.371254458324984,51.874825875042006,1.0,Animal_Land_Pattern_Small,1.0,,,,,,,,,,,
encoding,fixation,4,9549712,9551216,9550774.0,9551537.0,764.0,442.0,1925.6,1042.7,1920.0,1080.0,fixation,,,50.371254458324984,51.874825875042006,1.0,Animal_Land_Pattern_Small,1.0,,,,,,,,,,,
encoding,image,4,9551216,9552225,9551570.0,9551844.0,275.0,275.0,2206.2,815.8,2249.0,1269.0,Animal_Land_Pattern_Small,,,51.87495375005528,52.88387387502007,1.0,Animal_Land_Pattern_Small,1.0,,,,,,,,,,,
encoding,image,4,9551216,9552225,9551857.0,9553749.0,1893.0,368.0,2259.3,789.9000000000001,2249.0,1269.0,Animal_Land_Pattern_Small,,,51.87495375005528,52.88387387502007,1.0,Animal_Land_Pattern_Small,1.0,,,,,,,,,,,
encoding,value,4,9552225,9558234,9553768.0,9553987.0,220.0,220.0,2253.3,697.0,2249.0,1269.0,Animal_Land_Pattern_Small,,,52.883997583412565,58.89282033336349,1.0,Animal_Land_Pattern_Small,1.0,,,,,,,,,,,
encoding,value,4,9552225,9558234,9554614.0,9554698.0,85.0,85.0,2319.7,612.3,,,none,,,52.883997583412565,58.89282033336349,1.0,Animal_Land_Pattern_Small,1.0,,,,,,,,,,,
encoding,value,4,9552225,9558234,9554986.0,9555387.0,402.0,402.0,2242.6,697.2,2249.0,1269.0,Animal_Land_Pattern_Small,,,52.883997583412565,58.89282033336349,1.0,Animal_Land_Pattern_Small,1.0,,,,,,,,,,,
encoding,value,4,9552225,9558234,9555395.0,9555828.0,434.0,434.0,2275.5,679.5,2249.0,1269.0,Animal_Land_Pattern_Small,,,52.883997583412565,58.89282033336349,1.0,Animal_Land_Pattern_Small,1.0,,,,,,,,,,,
encoding,value,4,9552225,9558234,9555846.0,9558469.0,2624.0,2388.0,2270.0,791.0,2249.0,1269.0,Animal_Land_Pattern_Small,,,52.883997583412565,58.89282033336349,1.0,Animal_Land_Pattern_Small,1.0,,,,,,,,,,,
encoding,attention,4,9558234,9561251,9558491.0,9559370.0,880.0,880.0,2275.0,715.5,2249.0,1269.0,Animal_Land_Pattern_Small,,,58.89293695834931,61.90901795832906,1.0,Animal_Land_Pattern_Small,1.0,1.0,1.0,0.6851897082524374,,,,,,,,
encoding,attention,4,9558234,9561251,9559603.0,9559982.0,380.0,380.0,1925.0,1020.4000000000001,1920.0,1080.0,fixation,,,58.89293695834931,61.90901795832906,1.0,Animal_Land_Pattern_Small,1.0,1.0,1.0,0.6851897082524374,,,,,,,,
encoding,attention,4,9558234,9561251,9560034.0,9560659.0,626.0,626.0,2253.1,741.0999999999999,2249.0,1269.0,Animal_Land_Pattern_Small,,,58.89293695834931,61.90901795832906,1.0,Animal_Land_Pattern_Small,1.0,1.0,1.0,0.6851897082524374,,,,,,,,
encoding,fixation,5,9561251,9561755,9561458.0,9562207.0,750.0,297.0,1938.3,1014.8,1920.0,1080.0,fixation,,,61.90914858342149,62.41295841673855,1.0,Animal_Sea_Pattern_Large,-5.0,,,,,,,,,,,
encoding,image,5,9561755,9562764,9562236.0,9563024.0,789.0,528.0,1581.2,899.5,1591.0,1269.0,Animal_Sea_Pattern_Large,,,62.413059624959715,63.42244750005193,1.0,Animal_Sea_Pattern_Large,-5.0,,,,,,,,,,,
encoding,value,5,9562764,9568773,9563044.0,9564194.0,1151.0,1151.0,1630.0,760.0,1591.0,1269.0,Animal_Sea_Pattern_Large,,,63.42256262502633,69.43099412496667,1.0,Animal_Sea_Pattern_Large,-5.0,,,,,,,,,,,
encoding,value,5,9562764,9568773,9564508.0,9564624.0,117.0,117.0,1484.3,473.20000000000005,,,none,,,63.42256262502633,69.43099412496667,1.0,Animal_Sea_Pattern_Large,-5.0,,,,,,,,,,,
encoding,value,5,9562764,9568773,9564925.0,9569717.0,4793.0,3848.0,1626.8,709.4000000000001,1591.0,1269.0,Animal_Sea_Pattern_Large,,,63.42256262502633,69.43099412496667,1.0,Animal_Sea_Pattern_Large,-5.0,,,,,,,,,,,
encoding,attention,5,9568773,9571786,9569729.0,9570877.0,1149.0,1149.0,1586.7,708.0,1591.0,1269.0,Animal_Sea_Pattern_Large,,,69.43110575003084,72.4441060833633,1.0,Animal_Sea_Pattern_Large,-5.0,-5.0,1.0,1.5564285416621717,,,,,,,,
encoding,fixation,6,9571786,9572540,9572020.0,9572822.0,803.0,520.0,1911.8,1057.2,1920.0,1080.0,fixation,,,72.44423124997411,73.19796279177535,1.0,Animal_Sea_Solid_Large,-1.0,,,,,,,,,,,
encoding,image,6,9572540,9573549,9572868.0,9573439.0,572.0,572.0,1898.0,1474.5,1920.0,700.0,Animal_Sea_Solid_Large,,,73.19810891675297,74.20707400003448,1.0,Animal_Sea_Solid_Large,-1.0,,,,,,,,,,,
encoding,value,6,9573549,9579558,9573747.0,9574715.0,969.0,969.0,1913.7,1520.2,1920.0,700.0,Animal_Sea_Solid_Large,,,74.20718258339912,80.21582570835017,1.0,Animal_Sea_Solid_Large,-1.0,,,,,,,,,,,
encoding,value,6,9573549,9579558,9574734.0,9575172.0,439.0,439.0,1905.0,1396.6,1920.0,700.0,Animal_Sea_Solid_Large,,,74.20718258339912,80.21582570835017,1.0,Animal_Sea_Solid_Large,-1.0,,,,,,,,,,,
encoding,value,6,9573549,9579558,9575452.0,9576373.0,922.0,922.0,1910.5,1494.0,1920.0,700.0,Animal_Sea_Solid_Large,,,74.20718258339912,80.21582570835017,1.0,Animal_Sea_Solid_Large,-1.0,,,,,,,,,,,
encoding,value,6,9573549,9579558,9576393.0,9577307.0,915.0,915.0,1904.5,1376.4,1920.0,700.0,Animal_Sea_Solid_Large,,,74.20718258339912,80.21582570835017,1.0,Animal_Sea_Solid_Large,-1.0,,,,,,,,,,,
encoding,value,6,9573549,9579558,9577319.0,9578494.0,1176.0,1176.0,1907.2,1398.7,1920.0,700.0,Animal_Sea_Solid_Large,,,74.20718258339912,80.21582570835017,1.0,Animal_Sea_Solid_Large,-1.0,,,,,,,,,,,
encoding,value,6,9573549,9579558,9578752.0,9579572.0,821.0,806.0,1904.7,1377.5,1920.0,700.0,Animal_Sea_Solid_Large,,,74.20718258339912,80.21582570835017,1.0,Animal_Sea_Solid_Large,-1.0,,,,,,,,,,,
encoding,attention,6,9579558,9582573,9579587.0,9579857.0,271.0,271.0,1909.1,1447.8,1920.0,700.0,Animal_Sea_Solid_Large,,,80.21595262503251,83.2299989167368,1.0,Animal_Sea_Solid_Large,-1.0,-1.0,1.0,2.0048614165280014,,,,,,,,
encoding,attention,6,9579558,9582573,9579870.0,9582513.0,2644.0,2644.0,1912.6,1361.9,1920.0,700.0,Animal_Sea_Solid_Large,,,80.21595262503251,83.2299989167368,1.0,Animal_Sea_Solid_Large,-1.0,-1.0,1.0,2.0048614165280014,,,,,,,,
encoding,fixation,7,10036201,10037205,10036438.0,10037026.0,589.0,589.0,1910.9,1076.1,1920.0,1080.0,fixation,,,10.390093250083735,11.393928583478557,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,image,7,10037205,10038214,10037315.0,10037460.0,146.0,146.0,1630.6,1312.6,1591.0,891.0,Animal_Land_Pattern_Large,,,11.394032041775064,12.40341595839709,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,image,7,10037205,10038214,10037486.0,10038304.0,819.0,728.0,1883.9,1475.9,1920.0,700.0,Object_Land_Pattern_Large,,,11.394032041775064,12.40341595839709,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,7,10038214,10044225,10038311.0,10038444.0,134.0,134.0,1925.5,1469.0,1920.0,700.0,Object_Land_Pattern_Large,,,12.403534958371893,18.414067458477803,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,7,10038214,10044225,10038462.0,10038763.0,302.0,302.0,1899.7,1385.6,1920.0,700.0,Object_Land_Pattern_Large,,,12.403534958371893,18.414067458477803,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,7,10038214,10044225,10038967.0,10039203.0,237.0,237.0,1899.9,1413.3,1920.0,700.0,Object_Land_Pattern_Large,,,12.403534958371893,18.414067458477803,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,7,10038214,10044225,10039211.0,10039934.0,724.0,724.0,1914.8,1455.1,1920.0,700.0,Object_Land_Pattern_Large,,,12.403534958371893,18.414067458477803,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,7,10038214,10044225,10039950.0,10040339.0,390.0,390.0,1910.5,1369.3,1920.0,700.0,Object_Land_Pattern_Large,,,12.403534958371893,18.414067458477803,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,7,10038214,10044225,10040517.0,10040793.0,277.0,277.0,1903.8,1357.4,1920.0,700.0,Object_Land_Pattern_Large,,,12.403534958371893,18.414067458477803,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,7,10038214,10044225,10041048.0,10041356.0,309.0,309.0,1903.3,1400.4,1920.0,700.0,Object_Land_Pattern_Large,,,12.403534958371893,18.414067458477803,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,7,10038214,10044225,10041372.0,10041840.0,469.0,469.0,1918.8,1472.6,1920.0,700.0,Object_Land_Pattern_Large,,,12.403534958371893,18.414067458477803,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,7,10038214,10044225,10041858.0,10042560.0,703.0,703.0,1901.9,1381.3,1920.0,700.0,Object_Land_Pattern_Large,,,12.403534958371893,18.414067458477803,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,7,10038214,10044225,10042727.0,10044345.0,1619.0,1498.0,1904.4,1364.3,1920.0,700.0,Object_Land_Pattern_Large,,,12.403534958371893,18.414067458477803,2.0,Object_Land_Pattern_Large,9.0,,,,,,,,,,,
encoding,attention,7,10044225,10047242,10044493.0,10044707.0,215.0,215.0,1869.5,1320.0,1920.0,700.0,Object_Land_Pattern_Large,,,18.414170791744255,21.43057070847135,2.0,Object_Land_Pattern_Large,9.0,9.0,1.0,1.475615624920465,,,,,,,,
encoding,attention,7,10044225,10047242,10044718.0,10044979.0,262.0,262.0,1931.4,1345.1,1920.0,700.0,Object_Land_Pattern_Large,,,18.414170791744255,21.43057070847135,2.0,Object_Land_Pattern_Large,9.0,9.0,1.0,1.475615624920465,,,,,,,,
encoding,attention,7,10044225,10047242,10044993.0,10046137.0,1145.0,1145.0,1857.3,1358.0,1920.0,700.0,Object_Land_Pattern_Large,,,18.414170791744255,21.43057070847135,2.0,Object_Land_Pattern_Large,9.0,9.0,1.0,1.475615624920465,,,,,,,,
encoding,fixation,8,10047242,10048495,10047491.0,10047611.0,121.0,121.0,1931.7,1120.5,1920.0,1080.0,fixation,,,21.430743500008248,22.68407320836559,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,fixation,8,10047242,10048495,10047831.0,10048718.0,888.0,664.0,1916.8,1030.6,1920.0,1080.0,fixation,,,21.430743500008248,22.68407320836559,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,image,8,10048496,10049505,10048753.0,10048980.0,228.0,228.0,1924.2,668.2,1920.0,1460.0,Animal_Sea_Pattern_Small,,,22.684179666801356,23.693240916822106,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,image,8,10048496,10049505,10048994.0,10049530.0,537.0,511.0,1947.4,613.2,1920.0,1460.0,Animal_Sea_Pattern_Small,,,22.684179666801356,23.693240916822106,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,value,8,10049505,10055514,10049733.0,10049951.0,219.0,219.0,1937.8,504.0999999999999,1920.0,1460.0,Animal_Sea_Pattern_Small,,,23.69335920840967,29.702053916756995,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,value,8,10049505,10055514,10049963.0,10050281.0,319.0,319.0,1920.8,530.2,1920.0,1460.0,Animal_Sea_Pattern_Small,,,23.69335920840967,29.702053916756995,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,value,8,10049505,10055514,10050299.0,10051264.0,966.0,966.0,1926.3,643.4000000000001,1920.0,1460.0,Animal_Sea_Pattern_Small,,,23.69335920840967,29.702053916756995,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,value,8,10049505,10055514,10051280.0,10051684.0,405.0,405.0,1926.0,532.9000000000001,1920.0,1460.0,Animal_Sea_Pattern_Small,,,23.69335920840967,29.702053916756995,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,value,8,10049505,10055514,10051947.0,10053791.0,1845.0,1845.0,1927.1,508.29999999999995,1920.0,1460.0,Animal_Sea_Pattern_Small,,,23.69335920840967,29.702053916756995,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,value,8,10049505,10055514,10053799.0,10054466.0,668.0,668.0,1960.5,609.4000000000001,1920.0,1460.0,Animal_Sea_Pattern_Small,,,23.69335920840967,29.702053916756995,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,value,8,10049505,10055514,10054728.0,10055948.0,1221.0,786.0,1936.5,478.79999999999995,,,none,,,23.69335920840967,29.702053916756995,2.0,Animal_Sea_Pattern_Small,-9.0,,,,,,,,,,,
encoding,attention,8,10055514,10058527,10055957.0,10056654.0,698.0,698.0,1875.8,413.4000000000001,,,none,,,29.702187624992803,32.715382708469406,2.0,Animal_Sea_Pattern_Small,-9.0,-9.0,1.0,0.8694858748931438,,,,,,,,
encoding,attention,8,10055514,10058527,10056663.0,10056829.0,167.0,167.0,1954.7,360.9000000000001,,,none,,,29.702187624992803,32.715382708469406,2.0,Animal_Sea_Pattern_Small,-9.0,-9.0,1.0,0.8694858748931438,,,,,,,,
encoding,fixation,9,10058527,10060031,10058749.0,10058794.0,46.0,46.0,1959.1,840.5999999999999,1920.0,1460.0,Animal_Sea_Pattern_Small,,,32.71552291675471,34.21934016677551,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,fixation,9,10058527,10060031,10059314.0,10059549.0,236.0,236.0,1886.7,1276.8,1920.0,700.0,Object_Land_Pattern_Large,,,32.71552291675471,34.21934016677551,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,fixation,9,10058527,10060031,10059573.0,10059853.0,281.0,281.0,1937.5,1112.0,1920.0,1080.0,fixation,,,32.71552291675471,34.21934016677551,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,fixation,9,10058527,10060031,10059862.0,10060312.0,451.0,169.0,1931.5,1072.2,1920.0,1080.0,fixation,,,32.71552291675471,34.21934016677551,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,image,9,10060031,10061039,10060346.0,10061521.0,1176.0,693.0,1634.9,881.7,1591.0,1269.0,Object_Sea_Solid_Small,,,34.21945237508044,35.22746362502221,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,value,9,10061039,10067048,10061538.0,10061800.0,263.0,263.0,1640.0,794.2,1591.0,1269.0,Object_Sea_Solid_Small,,,35.227556041791104,41.23598658340052,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,value,9,10061039,10067048,10062015.0,10062458.0,444.0,444.0,1623.6,777.8,1591.0,1269.0,Object_Sea_Solid_Small,,,35.227556041791104,41.23598658340052,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,value,9,10061039,10067048,10062476.0,10062748.0,273.0,273.0,1644.2,798.9000000000001,1591.0,1269.0,Object_Sea_Solid_Small,,,35.227556041791104,41.23598658340052,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,value,9,10061039,10067048,10062759.0,10063468.0,710.0,710.0,1638.8,875.3,1591.0,1269.0,Object_Sea_Solid_Small,,,35.227556041791104,41.23598658340052,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,value,9,10061039,10067048,10063487.0,10063677.0,191.0,191.0,1652.2,817.5999999999999,1591.0,1269.0,Object_Sea_Solid_Small,,,35.227556041791104,41.23598658340052,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,value,9,10061039,10067048,10063942.0,10065666.0,1725.0,1725.0,1640.7,869.4000000000001,1591.0,1269.0,Object_Sea_Solid_Small,,,35.227556041791104,41.23598658340052,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,value,9,10061039,10067048,10065685.0,10066321.0,637.0,637.0,1649.5,799.3,1591.0,1269.0,Object_Sea_Solid_Small,,,35.227556041791104,41.23598658340052,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,value,9,10061039,10067048,10066607.0,10067247.0,641.0,441.0,1644.2,775.8,1591.0,1269.0,Object_Sea_Solid_Small,,,35.227556041791104,41.23598658340052,2.0,Object_Sea_Solid_Small,1.0,,,,,,,,,,,
encoding,attention,9,10067048,10070062,10067262.0,10067573.0,312.0,312.0,1671.7,787.7,1591.0,1269.0,Object_Sea_Solid_Small,,,41.23611337505281,44.24967162508983,2.0,Object_Sea_Solid_Small,1.0,1.0,1.0,1.110049750073813,,,,,,,,
encoding,attention,9,10067048,10070062,10067586.0,10068466.0,881.0,881.0,1600.6,720.0999999999999,1591.0,1269.0,Object_Sea_Solid_Small,,,41.23611337505281,44.24967162508983,2.0,Object_Sea_Solid_Small,1.0,1.0,1.0,1.110049750073813,,,,,,,,
encoding,attention,9,10067048,10070062,10068482.0,10069018.0,537.0,537.0,1693.7,710.4000000000001,1591.0,1269.0,Object_Sea_Solid_Small,,,41.23611337505281,44.24967162508983,2.0,Object_Sea_Solid_Small,1.0,1.0,1.0,1.110049750073813,,,,,,,,
encoding,attention,9,10067048,10070062,10069033.0,10069673.0,641.0,641.0,1647.2,901.0999999999999,1591.0,1269.0,Object_Sea_Solid_Small,,,41.23611337505281,44.24967162508983,2.0,Object_Sea_Solid_Small,1.0,1.0,1.0,1.110049750073813,,,,,,,,
