thisRow.t,notes,phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
,,memory,spatial_recall,275.14258008333854,276.83169091667514,36,6,Animal_Land_Pattern_Large,,,1,1.6837932500056922,,,,,,"[-329, 190]","[-329, 190]",
,,memory,spatial_recall,277.9140620416729,279.20397712499835,36,6,Object_Sea_Pattern_Small,,,1,1.2864067499758676,,,,,,"[0, 380]","[0, 380]",
,,memory,spatial_recall,280.52634724997915,281.40296820830554,36,6,Object_Sea_Pattern_Large,,,1,0.8708545416593552,,,,,,"[329, -190]","[329, -190]",
,,encoding,fixation,4.19030274997931,5.692636916646734,37,7,Animal_Land_Pattern_Small,8,,,,,,,,,,,
,,encoding,image,5.692737416597083,6.702972791623324,37,7,Animal_Land_Pattern_Small,8,,,,,,,,,,,
,,encoding,value,6.703146583400667,12.71331320842728,37,7,Animal_Land_Pattern_Small,8,,,,,,,,,,,
,,encoding,attention,12.713481416576542,15.728195666684769,37,7,Animal_Land_Pattern_Small,8,+8,1,1.8565197917632759,,,,,,,,
,,encoding,fixation,15.728341916576028,16.98183491663076,38,7,Object_Sea_Solid_Large,8,,,,,,,,,,,
,,encoding,image,16.981944958330132,17.99183104163967,38,7,Object_Sea_Solid_Large,8,,,,,,,,,,,
,,encoding,value,17.991964833345264,24.001267416635528,38,7,Object_Sea_Solid_Large,8,,,,,,,,,,,
,,encoding,attention,24.001395083381794,27.015961541677825,38,7,Object_Sea_Solid_Large,8,+8,1,1.6006327499635518,,,,,,,,
,,encoding,fixation,27.016108999960124,28.019899750011973,39,7,Animal_Sea_Pattern_Large,-6,,,,,,,,,,,
,,encoding,image,28.019997874973342,29.028185708331876,39,7,Animal_Sea_Pattern_Large,-6,,,,,,,,,,,
,,encoding,value,29.028282291605137,35.040141333360225,39,7,Animal_Sea_Pattern_Large,-6,,,,,,,,,,,
,,encoding,attention,35.0403064583661,38.0545855415985,39,7,Animal_Sea_Pattern_Large,-6,-6,1,1.0352379999822006,,,,,,,,
,,encoding,fixation,38.05475408339407,39.308311083354056,40,7,Object_Land_Pattern_Small,-3,,,,,,,,,,,
,,encoding,image,39.308420583372936,40.31757504167035,40,7,Object_Land_Pattern_Small,-3,,,,,,,,,,,
,,encoding,value,40.31766912504099,46.32688262499869,40,7,Object_Land_Pattern_Small,-3,,,,,,,,,,,
,,encoding,attention,46.32698945840821,49.34158716665115,40,7,Object_Land_Pattern_Small,-3,-3,1,1.9173440834274516,,,,,,,,
,,encoding,fixation,49.34173162502702,50.845062208361924,41,7,Object_Land_Solid_Small,-4,,,,,,,,,,,
,,encoding,image,50.84517224994488,51.854111208347604,41,7,Object_Land_Solid_Small,-4,,,,,,,,,,,
,,encoding,value,51.85423787496984,57.86349245836027,41,7,Object_Land_Solid_Small,-4,,,,,,,,,,,
,,encoding,attention,57.86361100000795,60.878824374987744,41,7,Object_Land_Solid_Small,-4,-4,1,1.3172028332483023,,,,,,,,
,,encoding,fixation,60.878972374950536,62.1328942499822,42,7,Animal_Sea_Solid_Large,-1,,,,,,,,,,,
,,encoding,image,62.13299945835024,63.14114641665947,42,7,Animal_Sea_Solid_Large,-1,,,,,,,,,,,
,,encoding,value,63.14126320835203,69.15057912503835,42,7,Animal_Sea_Solid_Large,-1,,,,,,,,,,,
,,encoding,attention,69.15070179163013,72.16562754160259,42,7,Animal_Sea_Solid_Large,-1,-1,1,1.4197379582328722,,,,,,,,
,,n-back,,,,181,7,,,,1,None,N,False,None,,,,,
,,n-back,,,,182,7,,,,0,None,B,True,None,,,,,
,,n-back,,,,183,7,,,,1,None,X,False,None,,,,,
,,n-back,,,,184,7,,,,1,None,Z,False,None,,,,,
,,n-back,,,,185,7,,,,1,1.1516479999991134,X,True,1,,,,,
,,n-back,,,,186,7,,,,1,None,C,False,None,,,,,
,,n-back,,,,187,7,,,,0,None,X,True,None,,,,,
,,n-back,,,,188,7,,,,1,None,X,False,None,,,,,
,,n-back,,,,189,7,,,,1,0.385463000042364,X,True,1,,,,,
,,n-back,,,,190,7,,,,1,None,V,False,None,,,,,
,,n-back,,,,191,7,,,,1,None,V,False,None,,,,,
,,n-back,,,,192,7,,,,0,0.705605624942109,B,False,1,,,,,
,,n-back,,,,193,7,,,,1,None,Z,False,None,,,,,
,,n-back,,,,194,7,,,,1,None,N,False,None,,,,,
,,n-back,,,,195,7,,,,1,None,N,False,None,,,,,
,,n-back,,,,196,7,,,,1,None,V,False,None,,,,,
,,n-back,,,,197,7,,,,1,None,Z,False,None,,,,,
,,n-back,,,,198,7,,,,1,None,Z,False,None,,,,,
,,n-back,,,,199,7,,,,1,0.7040064583998173,Z,True,1,,,,,
,,n-back,,,,200,7,,,,1,None,N,False,None,,,,,
,,n-back,,,,201,7,,,,1,None,V,False,None,,,,,
,,n-back,,,,202,7,,,,0,None,N,True,None,,,,,
,,n-back,,,,203,7,,,,0,None,V,True,None,,,,,
,,n-back,,,,204,7,,,,1,1.263610458234325,N,True,1,,,,,
,,n-back,,,,205,7,,,,1,1.0340996666345745,V,True,1,,,,,
,,n-back,,,,206,7,,,,1,None,V,False,None,,,,,
,,n-back,,,,207,7,,,,1,0.6196208334295079,V,True,1,,,,,
,,n-back,,,,208,7,,,,1,None,C,False,None,,,,,
,,n-back,,,,209,7,,,,1,None,X,False,None,,,,,
,,n-back,,,,210,7,,,,1,None,V,False,None,,,,,
,,choice,fixation,150.20048758341,151.70566808339208,49,7,,,,,,,,,Land,,,,
,,choice,option,151.7112549584126,152.73700379161164,49,7,,,,,,,,,Land,,,,
,,choice,choice,152.73717995837796,156.209742166684,49,7,,,1,1,2.4643684583716094,,,,Land,,,,
,,choice,fixation,156.20986008341424,156.71355324995238,50,7,,,,,,,,,Large,,,,
,,choice,option,156.72013762500137,157.74429416668136,50,7,,,,,,,,,Large,,,,
,,choice,choice,157.74439862498548,160.12974383332767,50,7,,,1,1,1.3777499999850988,,,,Large,,,,
,,choice,fixation,160.12991391657852,160.88361775001977,51,7,,,,,,,,,Animal,,,,
,,choice,option,160.8904081666842,161.91564987495076,51,7,,,,,,,,,Animal,,,,
,,choice,choice,161.91578679159284,171.22862762503792,51,7,,,1,1,8.304406374925748,,,,Animal,,,,
,,choice,fixation,171.22873612504918,172.7320767500205,52,7,,,,,,,,,Sea,,,,
,,choice,option,172.73798791668378,173.7625218334142,52,7,,,,,,,,,Sea,,,,
,,choice,choice,173.76262754166964,175.6492887500208,52,7,,,2,0,0.8789148334180936,,,,Sea,,,,
,,choice,fixation,175.64941737498157,177.15278237499297,53,7,,,,,,,,,Solid,,,,
,,choice,option,177.15946487500332,178.1832847916521,53,7,,,,,,,,,Solid,,,,
,,choice,choice,178.18337137496565,180.0411708749598,53,7,,,1,1,0.850149208214134,,,,Solid,,,,
,,choice,fixation,180.0412831666181,181.29461420839652,54,7,,,,,,,,,Pattern,,,,
,,choice,option,181.3004896249622,182.32498829159886,54,7,,,,,,,,,Pattern,,,,
,,choice,choice,182.3251105833333,184.71077662496828,54,7,,,2,1,1.3714927915716544,,,,Pattern,,,,
,,choice,fixation,184.71090291661676,185.46427541656885,55,7,,,,,,,,,Small,,,,
,,choice,option,185.4702966666082,186.493938583415,55,7,,,,,,,,,Small,,,,
,,choice,choice,186.49403670837637,188.16077449999284,55,7,,,1,1,0.6594347916543484,,,,Small,,,,
,,choice,fixation,188.16092483338434,188.91423883335665,56,7,,,,,,,,,Object,,,,
,,choice,option,188.92016283341218,189.94439358334057,56,7,,,,,,,,,Object,,,,
,,choice,choice,189.94454325002152,191.81009891664144,56,7,,,1,1,0.8582783750025555,,,,Object,,,,
,,memory,free_recall,200.39044320839457,227.75699649995659,36,7,,,,,,,,,,,,,
,,memory,value_recall,236.98171858338173,239.69370354164857,37,7,Animal_Sea_Pattern_Large,,,,2.7082546249730512,,,,,-6,,,
,,memory,value_recall,240.73375133343507,242.7485739584081,38,7,Object_Sea_Solid_Large,,,,2.009482791647315,,,,,8,,,
,,memory,value_recall,244.54010429163463,247.1012258749688,39,7,Object_Land_Pattern_Small,,,,2.5576052082469687,,,,,-3,,,
,,memory,value_recall,248.6461094999686,253.60614745842759,40,7,Object_Land_Solid_Small,,,,4.956575958407484,,,,,-4,,,
,,memory,value_recall,254.8956388749648,256.47252774995286,41,7,Animal_Land_Pattern_Small,,,,1.57338141661603,,,,,8,,,
,,memory,value_recall,258.26122933335137,262.8246262916364,42,7,Animal_Sea_Solid_Large,,,,4.559988250024617,,,,,-1,,,
,,memory,spatial_recall,269.43998024996836,271.5140467915917,42,7,Animal_Sea_Solid_Large,,,1,2.070632916642353,,,,,,"[0, 380]","[0, 380]",
,,memory,spatial_recall,272.58875779167283,275.2453170834342,42,7,Animal_Land_Pattern_Small,,,1,2.654485500068404,,,,,,"[329, -190]","[329, -190]",
,,memory,spatial_recall,276.815474333358,278.46018499997444,42,7,Animal_Sea_Pattern_Large,,,1,1.64088325004559,,,,,,"[-329, -190]","[-329, -190]",
,,memory,spatial_recall,280.53910870838445,282.7249353333609,42,7,Object_Sea_Solid_Large,,,1,2.182383833336644,,,,,,"[0, -380]","[0, -380]",
,,memory,spatial_recall,284.552283625002,285.74592808343004,42,7,Object_Land_Pattern_Small,,,1,1.1900125833926722,,,,,,"[-329, 190]","[-329, 190]",
,,memory,spatial_recall,287.81730229163077,288.893437416642,42,7,Object_Land_Solid_Small,,,1,1.0693799167638645,,,,,,"[329, 189]","[329, 189]",
