game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Sea_Solid_Large,3000,3700,700,pre_recall,5,4,1,3,1,0,0.25,0.75,1749.0,1579.0,271.0,1308.0,170.0,0.0,0.17162761241291957,0.8283723875870804
1,Animal_Sea_Solid_Large,3000,3700,700,during_recall,1,0,0,0,0,1,0.0,0.0,183.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0
1,Animal_Sea_Pattern_Small,3700,3800,100,pre_recall,4,4,0,4,0,0,0.0,1.0,1579.0,1579.0,0.0,1579.0,0.0,0.0,0.0,1.0
1,Animal_Sea_Pattern_Small,3700,3800,100,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Object_Sea_Solid_Large,3800,4700,900,pre_recall,4,4,3,1,0,0,0.75,0.25,1579.0,1579.0,1308.0,271.0,0.0,0.0,0.8283723875870804,0.17162761241291957
1,Object_Sea_Solid_Large,3800,4700,900,during_recall,5,0,0,0,0,5,0.0,0.0,544.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0
1,Animal_Land_Pattern_Small,4700,5400,700,pre_recall,3,3,0,3,0,0,0.0,1.0,1308.0,1308.0,0.0,1308.0,0.0,0.0,0.0,1.0
1,Animal_Land_Pattern_Small,4700,5400,700,during_recall,1,1,0,1,0,0,0.0,1.0,88.0,88.0,0.0,88.0,0.0,0.0,0.0,1.0
1,Object_Land_Solid_Large,5400,5900,500,pre_recall,1,1,0,1,0,0,0.0,1.0,495.0,495.0,0.0,495.0,0.0,0.0,0.0,1.0
1,Object_Land_Solid_Large,5400,5900,500,during_recall,1,0,0,0,0,1,0.0,0.0,216.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0
2,Animal_Sea_Pattern_Large,4100,4100,0,pre_recall,6,6,1,5,0,0,0.16666666666666666,0.8333333333333334,2029.0,2029.0,308.0,1721.0,0.0,0.0,0.15179891572203055,0.8482010842779695
2,Animal_Sea_Pattern_Large,4100,4100,0,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Object_Land_Solid_Small,6200,7100,900,pre_recall,5,3,0,3,0,2,0.0,1.0,1223.0,1047.0,0.0,1047.0,0.0,176.0,0.0,1.0
2,Object_Land_Solid_Small,6200,7100,900,during_recall,4,2,0,2,0,2,0.0,1.0,579.0,437.0,0.0,437.0,0.0,142.0,0.0,1.0
2,Object_Land_Pattern_Large,8700,9000,300,pre_recall,5,3,3,0,0,2,1.0,0.0,1440.0,1264.0,1264.0,0.0,0.0,176.0,1.0,0.0
2,Object_Land_Pattern_Large,8700,9000,300,during_recall,1,1,0,1,0,0,0.0,1.0,294.0,294.0,0.0,294.0,0.0,0.0,0.0,1.0
2,Animal_Sea_Solid_Small,9000,10000,1000,pre_recall,4,3,0,3,0,1,0.0,1.0,1358.0,1264.0,0.0,1264.0,0.0,94.0,0.0,1.0
2,Animal_Sea_Solid_Small,9000,10000,1000,during_recall,2,2,0,2,0,0,0.0,1.0,553.0,553.0,0.0,553.0,0.0,0.0,0.0,1.0
2,Animal_Land_Solid_Small,10000,10500,500,pre_recall,3,3,0,3,0,0,0.0,1.0,1264.0,1264.0,0.0,1264.0,0.0,0.0,0.0,1.0
2,Animal_Land_Solid_Small,10000,10500,500,during_recall,1,1,0,1,0,0,0.0,1.0,107.0,107.0,0.0,107.0,0.0,0.0,0.0,1.0
3,Animal_Land_Solid_Large,1700,2600,900,pre_recall,4,4,3,1,0,0,0.75,0.25,1024.0,1024.0,695.0,329.0,0.0,0.0,0.6787109375,0.3212890625
3,Animal_Land_Solid_Large,1700,2600,900,during_recall,2,2,0,2,0,0,0.0,1.0,318.0,318.0,0.0,318.0,0.0,0.0,0.0,1.0
3,Object_Sea_Pattern_Small,2600,3500,900,pre_recall,4,4,0,4,0,0,0.0,1.0,1024.0,1024.0,0.0,1024.0,0.0,0.0,0.0,1.0
3,Object_Sea_Pattern_Small,2600,3500,900,during_recall,3,2,1,1,0,1,0.5,0.5,969.0,690.0,288.0,402.0,0.0,279.0,0.41739130434782606,0.5826086956521739
3,Animal_Land_Solid_Small,3500,4200,700,pre_recall,3,3,0,3,0,0,0.0,1.0,808.0,808.0,0.0,808.0,0.0,0.0,0.0,1.0
3,Animal_Land_Solid_Small,3500,4200,700,during_recall,2,2,0,2,0,0,0.0,1.0,258.0,258.0,0.0,258.0,0.0,0.0,0.0,1.0
3,Object_Sea_Pattern_Large,4200,4800,600,pre_recall,2,2,0,2,0,0,0.0,1.0,507.0,507.0,0.0,507.0,0.0,0.0,0.0,1.0
3,Object_Sea_Pattern_Large,4200,4800,600,during_recall,1,1,0,1,0,0,0.0,1.0,521.0,521.0,0.0,521.0,0.0,0.0,0.0,1.0
3,Animal_Land_Pattern_Large,4800,5500,700,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Animal_Land_Pattern_Large,4800,5500,700,during_recall,1,1,0,1,0,0,0.0,1.0,30.0,30.0,0.0,30.0,0.0,0.0,0.0,1.0
3,Object_Sea_Solid_Small,5500,5900,400,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Object_Sea_Solid_Small,5500,5900,400,during_recall,2,1,0,1,0,1,0.0,1.0,230.0,134.0,0.0,134.0,0.0,96.0,0.0,1.0
4,Animal_Sea_Solid_Large,1400,2400,1000,pre_recall,2,2,2,0,0,0,1.0,0.0,777.0,777.0,777.0,0.0,0.0,0.0,1.0,0.0
4,Animal_Sea_Solid_Large,1400,2400,1000,during_recall,1,1,0,1,0,0,0.0,1.0,543.0,543.0,0.0,543.0,0.0,0.0,0.0,1.0
4,Object_Sea_Solid_Large,2400,2900,500,pre_recall,2,2,0,2,0,0,0.0,1.0,777.0,777.0,0.0,777.0,0.0,0.0,0.0,1.0
4,Object_Sea_Solid_Large,2400,2900,500,during_recall,3,3,0,3,0,0,0.0,1.0,432.0,432.0,0.0,432.0,0.0,0.0,0.0,1.0
4,Animal_Sea_Pattern_Small,2900,3400,500,pre_recall,2,2,0,2,0,0,0.0,1.0,777.0,777.0,0.0,777.0,0.0,0.0,0.0,1.0
4,Animal_Sea_Pattern_Small,2900,3400,500,during_recall,1,1,0,1,0,0,0.0,1.0,68.0,68.0,0.0,68.0,0.0,0.0,0.0,1.0
4,Object_Land_Pattern_Small,3400,4600,1200,pre_recall,2,2,0,2,0,0,0.0,1.0,777.0,777.0,0.0,777.0,0.0,0.0,0.0,1.0
4,Object_Land_Pattern_Small,3400,4600,1200,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Animal_Land_Pattern_Small,5500,6200,700,pre_recall,4,0,0,0,0,4,0.0,0.0,823.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0
