time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.0,0.0,4,2,100,25,0.16666666666666666
-2925.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2900.0,0.0,0.0,6,5,100,25,0.16666666666666666
-2875.0,0.0,0.0,5,5,100,25,0.16666666666666666
-2850.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2825.0,0.0,0.0,2,2,100,25,0.16666666666666666
-2800.0,,,0,0,100,25,0.16666666666666666
-2775.0,,,1,0,100,25,0.16666666666666666
-2750.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2725.0,0.0,0.0,4,2,100,25,0.16666666666666666
-2700.0,0.0,0.0,6,4,100,25,0.16666666666666666
-2675.0,0.0,0.0,6,4,100,25,0.16666666666666666
-2650.0,0.0,0.0,6,5,100,25,0.16666666666666666
-2625.0,0.0,0.0,7,6,100,25,0.16666666666666666
-2600.0,0.0,0.0,5,4,100,25,0.16666666666666666
-2575.0,0.0,0.0,4,4,100,25,0.16666666666666666
-2550.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2525.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2500.0,0.0,0.0,4,4,100,25,0.16666666666666666
-2475.0,0.0,0.0,5,5,100,25,0.16666666666666666
-2450.0,0.16666666666666666,0.03117505995203837,6,6,100,25,0.16666666666666666
-2425.0,0.2,0.0401854714064915,5,5,100,25,0.16666666666666666
-2400.0,0.25,0.04436860068259386,4,4,100,25,0.16666666666666666
-2375.0,0.3333333333333333,0.21226415094339623,6,6,100,25,0.16666666666666666
-2350.0,0.25,0.22367465504720407,4,4,100,25,0.16666666666666666
-2325.0,0.25,0.2558139534883721,5,4,100,25,0.16666666666666666
-2300.0,0.2,0.17391304347826086,6,5,100,25,0.16666666666666666
-2275.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2250.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2225.0,0.5,0.07504078303425775,2,2,100,25,0.16666666666666666
-2200.0,0.6666666666666666,0.5291005291005291,3,3,100,25,0.16666666666666666
-2175.0,0.5,0.32362459546925565,4,4,100,25,0.16666666666666666
-2150.0,0.5,0.32362459546925565,4,4,100,25,0.16666666666666666
-2125.0,0.2,0.1346153846153846,5,5,100,25,0.16666666666666666
-2100.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2075.0,0.0,0.0,4,4,100,25,0.16666666666666666
-2050.0,0.2,0.20069504778453517,5,5,100,25,0.16666666666666666
-2025.0,0.2,0.1793478260869565,5,5,100,25,0.16666666666666666
-2000.0,0.2857142857142857,0.23,7,7,100,25,0.16666666666666666
-1975.0,0.4,0.28512396694214875,5,5,100,25,0.16666666666666666
