game,original_item,item,onset,offset
1,MINUS,MINUS,1.2,1.9
1,2,2,1.9,2.0
1,PLUS,PLUS,4.0,4.8
1,3,3,4.8,5.1
1,MINUS,MINUS,7.4,8.2
1,7,7,8.2,8.3
1,PLUS,PLUS,11.0,11.1
1,5,5,11.1,11.4
1,MINUS,MINUS,14.0,14.9
1,2,2,14.9,15.2
1,PLUS,PLUS,17.2,17.9
1,2,2,17.9,18.1
2,MINUS,MINUS,2.0,2.6
2,7,7,2.6,2.8
2,PLUS,PLUS,4.7,5.4
2,1,1,5.4,5.6
2,PLUS,PLUS,10.3,10.6
2,9,9,10.6,10.9
2,PLUS,PLUS,14.3,14.5
2,1,1,14.5,14.7
2,MINUS,MINUS,17.6,18.0
2,7,7,18.0,18.3
2,MINUS,MINUS,21.1,21.4
2,9,9,21.4,21.7
3,PLUS,PLUS,0.5,1.5
3,9,9,1.5,1.8
3,MINUS,MINUS,3.5,4.7
3,6,6,4.7,4.9
3,PLUS,PLUS,7.6,8.5
3,8,8,8.5,8.8
3,MINUS,MINUS,11.0,12.0
3,6,6,12.0,12.3
3,MINUS,MINUS,14.1,14.8
3,1,1,14.8,15.0
3,MINUS,MINUS,17.0,17.7
3,1,1,17.7,17.8
4,PLUS,PLUS,2.2,2.8
4,6,6,2.8,2.9
4,PLUS,PLUS,7.1,7.3
4,4,4,7.3,7.5
4,PLUS,PLUS,9.4,10.3
4,1,1,10.3,10.5
4,PLUS,PLUS,12.9,13.4
4,1,1,13.4,13.5
4,MINUS,MINUS,15.6,16.2
4,6,6,16.2,16.4
4,MINUS,MINUS,18.1,19.2
4,8,8,19.2,19.4
5,,,0.0,0.4
5,MINUS,MINUS,8.0,8.7
5,6,6,8.7,8.9
5,PLUS,PLUS,14.1,14.2
5,6,6,14.2,14.6
5,PLUS,PLUS,20.6,21.1
5,2,2,21.1,21.1
5,MINUS,MINUS,27.2,27.8
5,9,9,27.8,27.9
5,MINUS,MINUS,30.9,31.2
5,1,1,31.2,31.3
6,MINUS,MINUS,2.0,2.7
6,1,1,2.7,2.9
6,MINUS,MINUS,7.2,7.4
6,8,8,7.4,7.6
6,PLUS,PLUS,10.6,10.7
6,6,6,10.7,12.2
6,PLUS,PLUS,16.2,16.9
6,8,8,16.9,17.1
6,MINUS,MINUS,20.0,21.0
6,6,6,21.0,21.5
6,PLUS,PLUS,26.3,26.4
6,6,6,26.4,26.9
7,MINUS,MINUS,11.7,12.0
7,2,2,12.0,12.1
7,PLUS,PLUS,14.5,15.2
7,1,1,15.2,15.4
7,PLUS,PLUS,17.1,17.6
7,2,2,17.6,17.9
7,MINUS,MINUS,21.3,21.9
7,7,7,21.9,22.1
7,MINUS,MINUS,26.2,26.6
7,1,1,26.6,26.8
7,PLUS,PLUS,29.9,30.1
7,7,7,30.1,30.6
