phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,8.936141959042288,9.696943000075407,1,1,Animal_Sea_Solid_Large,2,,,,,,,,,,,
encoding,image,9.697065792046487,10.714676875039004,1,1,Animal_Sea_Solid_Large,2,,,,,,,,,,,
encoding,value,10.714786250027828,16.73016945901327,1,1,Animal_Sea_Solid_Large,2,,,,,,,,,,,
encoding,attention,16.730289375060238,19.74852612509858,1,1,Animal_Sea_Solid_Large,2,+2,1,1.974790042033419,,,,,,,,
encoding,fixation,19.7486985840369,21.003942209063098,2,1,Animal_Land_Pattern_Small,-7,,,,,,,,,,,
encoding,image,21.004053250071593,22.015297459089197,2,1,Animal_Land_Pattern_Small,-7,,,,,,,,,,,
encoding,value,22.01541991706472,28.02765325002838,2,1,Animal_Land_Pattern_Small,-7,,,,,,,,,,,
encoding,attention,28.0277640420245,31.045603167032823,2,1,Animal_Land_Pattern_Small,-7,-7,1,0.4832925000227988,,,,,,,,
encoding,fixation,31.045759542030282,32.300883000018075,3,1,Animal_Sea_Pattern_Small,3,,,,,,,,,,,
encoding,image,32.30101300007664,33.31255133403465,3,1,Animal_Sea_Pattern_Small,3,,,,,,,,,,,
encoding,value,33.312680250033736,39.32515141705517,3,1,Animal_Sea_Pattern_Small,3,,,,,,,,,,,
encoding,attention,39.325292584020644,42.342054667067714,3,1,Animal_Sea_Pattern_Small,3,+3,1,0.5954086249694228,,,,,,,,
encoding,fixation,42.34221416700166,42.84740829200018,4,1,Object_Sea_Solid_Large,-2,,,,,,,,,,,
encoding,image,42.84753120900132,43.859090667101555,4,1,Object_Sea_Solid_Large,-2,,,,,,,,,,,
encoding,value,43.859217500081286,49.871063084108755,4,1,Object_Sea_Solid_Large,-2,,,,,,,,,,,
encoding,attention,49.871202834066935,52.888469250057824,4,1,Object_Sea_Solid_Large,-2,-2,1,0.8014429159229621,,,,,,,,
encoding,fixation,52.88861979206558,53.893576417001896,5,1,Object_Land_Solid_Large,-2,,,,,,,,,,,
encoding,image,53.89369429205544,54.90401991701219,5,1,Object_Land_Solid_Large,-2,,,,,,,,,,,
encoding,value,54.90412962506525,60.91513029206544,5,1,Object_Land_Solid_Large,-2,,,,,,,,,,,
encoding,attention,60.9152397090802,63.96886625001207,5,1,Object_Land_Solid_Large,-2,-2,1,1.5428308339323848,,,,,,,,
encoding,fixation,63.969078750000335,65.47402270906605,6,1,Object_Land_Pattern_Small,5,,,,,,,,,,,
encoding,image,65.47415204206482,66.48540383402724,6,1,Object_Land_Pattern_Small,5,,,,,,,,,,,
encoding,value,66.4855227090884,72.49820175010245,6,1,Object_Land_Pattern_Small,5,,,,,,,,,,,
encoding,attention,72.49831825005822,75.51626829209272,6,1,Object_Land_Pattern_Small,5,+5,1,0.6268358340021223,,,,,,,,
n-back,,,,1,1,,,,0,None,C,True,None,,,,,
n-back,,,,2,1,,,,1,None,Z,False,None,,,,,
n-back,,,,3,1,,,,1,None,N,False,None,,,,,
n-back,,,,4,1,,,,1,1.3526774580823258,Z,True,1,,,,,
n-back,,,,5,1,,,,1,None,V,False,None,,,,,
n-back,,,,6,1,,,,0,1.2812163339694962,N,False,1,,,,,
n-back,,,,7,1,,,,1,None,C,False,None,,,,,
n-back,,,,8,1,,,,1,1.0925112089607865,N,True,1,,,,,
n-back,,,,9,1,,,,1,None,N,False,None,,,,,
n-back,,,,10,1,,,,1,None,X,False,None,,,,,
n-back,,,,11,1,,,,1,0.7485675419447944,N,True,1,,,,,
n-back,,,,12,1,,,,1,None,C,False,None,,,,,
n-back,,,,13,1,,,,1,None,X,False,None,,,,,
n-back,,,,14,1,,,,1,None,B,False,None,,,,,
n-back,,,,15,1,,,,1,0.8614822090603411,X,True,1,,,,,
n-back,,,,16,1,,,,0,None,B,True,None,,,,,
n-back,,,,17,1,,,,1,None,V,False,None,,,,,
n-back,,,,18,1,,,,1,None,N,False,None,,,,,
n-back,,,,19,1,,,,1,None,C,False,None,,,,,
n-back,,,,20,1,,,,0,0.8190992090385407,B,False,1,,,,,
n-back,,,,21,1,,,,1,None,X,False,None,,,,,
n-back,,,,22,1,,,,0,None,B,True,None,,,,,
n-back,,,,23,1,,,,1,0.7821969580836594,X,True,1,,,,,
n-back,,,,24,1,,,,1,None,Z,False,None,,,,,
n-back,,,,25,1,,,,1,None,Z,False,None,,,,,
n-back,,,,26,1,,,,1,None,C,False,None,,,,,
n-back,,,,27,1,,,,1,0.5637147499946877,Z,True,1,,,,,
n-back,,,,28,1,,,,1,None,Z,False,None,,,,,
n-back,,,,29,1,,,,0,None,Z,True,None,,,,,
n-back,,,,30,1,,,,1,None,V,False,None,,,,,
choice,fixation,156.20924608409405,156.7154921250185,1,1,,,,,,,,,Solid,,,,
choice,option,156.72508716699667,157.83626229211222,1,1,,,,,,,,,Solid,,,,
choice,choice,157.83637579204515,163.0088270000415,1,1,,,1,0,4.162718583014794,,,,Solid,,,,
choice,fixation,163.00895654200576,164.01437854208052,2,1,,,,,,,,,Small,,,,
choice,option,164.02355312509462,165.051706459024,2,1,,,,,,,,,Small,,,,
choice,choice,165.0518269590102,197.28554358403198,2,1,,,1,1,31.218469833023846,,,,Small,,,,
choice,fixation,197.28567629202735,198.04062812507618,3,1,,,,,,,,,Animal,,,,
choice,option,198.05018220900092,199.077454292099,3,1,,,,,,,,,Animal,,,,
choice,choice,199.0775709170848,211.5293804591056,3,1,,,2,1,11.440919917076826,,,,Animal,,,,
choice,fixation,211.52953587507363,212.28453216701746,4,1,,,,,,,,,Sea,,,,
choice,option,212.2927822500933,213.32004087499809,4,1,,,,,,,,,Sea,,,,
choice,choice,213.3201600840548,223.09677016700152,4,1,,,1,1,8.766483458108269,,,,Sea,,,,
choice,fixation,223.09697354200762,223.85199629201088,5,1,,,,,,,,,Large,,,,
choice,option,223.86080404208042,224.88835945900064,5,1,,,,,,,,,Large,,,,
choice,choice,224.8884788340656,245.96789712505415,5,1,,,1,0,20.06888000003528,,,,Large,,,,
choice,fixation,245.9680484170094,247.47302458400372,6,1,,,,,,,,,Pattern,,,,
choice,option,247.48252833401784,248.5102512500016,6,1,,,,,,,,,Pattern,,,,
choice,choice,248.51039079204202,251.6061825840734,6,1,,,2,0,2.0861965420190245,,,,Pattern,,,,
choice,fixation,251.60630533401854,253.1113234590739,7,1,,,,,,,,,Object,,,,
choice,option,253.12108579208143,254.1486567920074,7,1,,,,,,,,,Object,,,,
choice,choice,254.14877575007267,262.1129051670432,7,1,,,2,0,6.953980624908581,,,,Object,,,,
choice,fixation,262.11305954202544,262.618181167054,8,1,,,,,,,,,Land,,,,
choice,option,262.62686658406164,263.65418599999975,8,1,,,,,,,,,Land,,,,
choice,choice,263.65436854201835,272.7290407920955,8,1,,,2,1,8.064403916941956,,,,Land,,,,
memory,free_recall,336.906071000034,345.0269756250782,0,1,,,,,,,,,,,,,
memory,value_recall,386.9652159590041,389.10575787501875,1,1,Object_Land_Solid_Large,,,,2.1373706669546664,,,,,-2,,,
memory,value_recall,390.65272041701246,392.0538237920264,2,1,Animal_Sea_Pattern_Small,,,,1.396642166073434,,,,,3,,,
memory,value_recall,393.8499172090087,395.2988791250391,3,1,Animal_Land_Pattern_Small,,,,1.4449481250485405,,,,,-7,,,
memory,value_recall,396.8453890840756,398.4572602499975,4,1,Object_Land_Pattern_Small,,,,1.6078677909681574,,,,,5,,,
memory,value_recall,400.5058535001008,402.2987925420748,5,1,Object_Sea_Solid_Large,,,,1.7885199169395491,,,,,-2,,,
memory,value_recall,403.84611170901917,405.29105687502306,6,1,Animal_Sea_Solid_Large,,,,1.4407163750147447,,,,,2,,,
memory,spatial_recall,430.2672719170805,434.55486900010146,6,1,Object_Land_Solid_Large,,,1,4.283608708065003,,,,,,"[-329, 190]","[-329, 190]",
memory,spatial_recall,435.6178186670877,438.4054185000714,6,1,Animal_Land_Pattern_Small,,,1,2.78461850003805,,,,,,"[0, -380]","[0, -380]",
memory,spatial_recall,440.2211889590835,442.53754337504506,6,1,Object_Sea_Solid_Large,,,1,2.312209542025812,,,,,,"[329, 189]","[329, 189]",
memory,spatial_recall,444.10288395907264,446.8195910000941,6,1,Animal_Sea_Pattern_Small,,,1,2.712919250014238,,,,,,"[329, -190]","[329, -190]",
memory,spatial_recall,448.12711758411024,449.499006500002,6,1,Object_Land_Pattern_Small,,,1,1.3678485840791836,,,,,,"[-329, -190]","[-329, -190]",
memory,spatial_recall,451.05415991705377,456.8070285420399,6,1,Animal_Sea_Solid_Large,,,1,5.74878454208374,,,,,,"[0, 380]","[0, 380]",
encoding,fixation,8.684533249936067,10.189763124915771,7,2,Object_Land_Solid_Small,-9,,,,,,,,,,,
encoding,image,10.189882541890256,11.201442666933872,7,2,Object_Land_Solid_Small,-9,,,,,,,,,,,
encoding,value,11.201556541956961,17.2147610419197,7,2,Object_Land_Solid_Small,-9,,,,,,,,,,,
encoding,attention,17.214898583944887,20.232133208890446,7,2,Object_Land_Solid_Small,-9,-9,1,0.8165788749465719,,,,,,,,
encoding,fixation,20.232291499967687,20.98763354192488,8,2,Animal_Sea_Solid_Small,1,,,,,,,,,,,
encoding,image,20.98774395894725,21.998321041930467,8,2,Animal_Sea_Solid_Small,1,,,,,,,,,,,
encoding,value,21.998432541964576,28.01201266690623,8,2,Animal_Sea_Solid_Small,1,,,,,,,,,,,
encoding,attention,28.012128416914493,31.0301977499621,8,2,Animal_Sea_Solid_Small,1,+1,1,0.8826759580988437,,,,,,,,
encoding,fixation,31.030344416969456,32.53553429199383,9,2,Object_Land_Pattern_Large,9,,,,,,,,,,,
encoding,image,32.53565491689369,33.54692520899698,9,2,Object_Land_Pattern_Large,9,,,,,,,,,,,
encoding,value,33.54703974991571,39.55891191691626,9,2,Object_Land_Pattern_Large,9,,,,,,,,,,,
encoding,attention,39.55902991699986,42.57819537492469,9,2,Object_Land_Pattern_Large,9,+9,1,0.7189148749457672,,,,,,,,
encoding,fixation,42.578479958930984,43.583600624930114,10,2,Animal_Land_Solid_Small,1,,,,,,,,,,,
encoding,image,43.58371091692243,44.59441804199014,10,2,Animal_Land_Solid_Small,1,,,,,,,,,,,
encoding,value,44.59453191689681,50.605733749922365,10,2,Animal_Land_Solid_Small,1,,,,,,,,,,,
encoding,attention,50.60592720890418,53.62374895892572,10,2,Animal_Land_Solid_Small,1,+1,1,0.7774475420592353,,,,,,,,
encoding,fixation,53.623896042001434,54.37896037497558,11,2,Object_Sea_Pattern_Large,-7,,,,,,,,,,,
encoding,image,54.37907220888883,55.39053241699003,11,2,Object_Sea_Pattern_Large,-7,,,,,,,,,,,
encoding,value,55.390682916971855,61.40277295897249,11,2,Object_Sea_Pattern_Large,-7,,,,,,,,,,,
encoding,attention,61.40290012490004,64.4204171668971,11,2,Object_Sea_Pattern_Large,-7,-7,1,0.5972836249275133,,,,,,,,
encoding,fixation,64.42057858395856,65.92570829193573,12,2,Animal_Sea_Pattern_Large,-8,,,,,,,,,,,
encoding,image,65.92583024990745,66.93617066694424,12,2,Animal_Sea_Pattern_Large,-8,,,,,,,,,,,
encoding,value,66.93635129195172,72.94713866699021,12,2,Animal_Sea_Pattern_Large,-8,,,,,,,,,,,
encoding,attention,72.94726204196922,75.96774166694377,12,2,Animal_Sea_Pattern_Large,-8,-8,1,0.62424649996683,,,,,,,,
n-back,,,,31,2,,,,0,None,B,True,None,,,,,
n-back,,,,32,2,,,,1,None,Z,False,None,,,,,
n-back,,,,33,2,,,,1,None,C,False,None,,,,,
n-back,,,,34,2,,,,1,1.0034442079486325,Z,True,1,,,,,
n-back,,,,35,2,,,,1,None,Z,False,None,,,,,
n-back,,,,36,2,,,,0,None,Z,True,None,,,,,
n-back,,,,37,2,,,,1,None,X,False,None,,,,,
n-back,,,,38,2,,,,1,None,C,False,None,,,,,
n-back,,,,39,2,,,,1,None,B,False,None,,,,,
n-back,,,,40,2,,,,1,None,V,False,None,,,,,
n-back,,,,41,2,,,,1,0.6674522499088198,B,True,1,,,,,
n-back,,,,42,2,,,,1,1.0591377090895548,V,True,1,,,,,
n-back,,,,43,2,,,,1,None,V,False,None,,,,,
n-back,,,,44,2,,,,1,None,C,False,None,,,,,
