effect,component,term,estimate,std.error,conf.low,conf.high
fixed,cond,(Intercept),0.39483308462979716,0.024031663705459914,0.3463990541079902,0.4420517726355392
fixed,cond,game_c,0.004871797155774091,0.005218001416006953,-0.0055173236878550596,0.015095669887371273
