game,original_item,item,onset,offset
1,MINUS,MINUS,2.0,2.7
1,2,2,2.7,2.9
1,PLUS,PLUS,5.8,6.5
1,6,6,6.5,6.6
1,MINUS,MINUS,9.1,10.2
1,9,9,10.2,10.4
1,PLUS,PLUS,12.7,13.2
1,2,2,13.2,13.4
1,MINUS,MINUS,16.6,17.2
1,6,6,17.2,17.4
1,PLUS,PLUS,19.9,20.2
1,9,9,20.2,20.5
2,PLUS,PLUS,1.8,2.3
2,7,7,2.3,2.6
2,MINUS,MINUS,4.8,6.0
2,1,1,6.0,6.2
2,MINUS,MINUS,8.9,10.0
2,6,6,10.0,10.1
2,PLUS,PLUS,11.6,12.4
2,8,8,12.4,12.7
2,PLUS,PLUS,15.1,15.3
2,3,3,15.3,15.6
2,MINUS,MINUS,17.2,18.0
2,9,9,18.0,18.3
3,PLUS,PLUS,1.5,2.0
3,3,3,2.0,2.2
3,PLUS,PLUS,5.9,6.4
3,9,9,6.4,6.5
3,PLUS,PLUS,9.1,9.9
3,1,1,9.9,10.1
3,MINUS,MINUS,12.4,13.1
3,9,9,13.1,13.3
3,MINUS,MINUS,15.3,16.2
3,9,9,16.2,16.4
3,MINUS,MINUS,18.0,18.4
3,7,7,18.4,18.8
4,MINUS,MINUS,4.5,5.4
4,2,2,5.4,5.6
4,MINUS,MINUS,7.9,8.7
4,6,6,8.7,8.9
4,PLUS,PLUS,10.7,11.5
4,4,4,11.5,11.8
4,PLUS,PLUS,14.1,14.8
4,6,6,14.8,15.2
4,MINUS,MINUS,16.6,17.5
4,6,6,17.5,17.8
4,PLUS,PLUS,19.9,20.3
4,9,9,20.3,20.7
5,+,+,0.4,1.8
5,9,9,1.8,1.9
5,PLUS,PLUS,4.6,5.0
5,4,4,5.0,5.2
5,PLUS,PLUS,7.0,7.4
5,4,4,7.4,7.5
5,MINUS,MINUS,9.6,10.6
5,9,9,10.6,10.7
5,PLUS,PLUS,12.3,12.6
5,4,4,12.6,12.9
5,MINUS,MINUS,14.7,15.2
5,9,9,15.2,15.5
6,MINUS,MINUS,1.1,1.7
6,1,1,1.7,1.9
6,PLUS,PLUS,5.6,6.0
6,9,9,6.0,6.3
6,MINUS,MINUS,8.9,9.6
6,7,7,9.6,9.7
6,MINUS,MINUS,12.2,12.6
6,4,4,12.6,12.8
6,PLUS,PLUS,15.5,15.7
6,7,7,15.7,16.1
6,PLUS,PLUS,21.9,22.2
6,9,9,22.2,22.4
7,PLUS,PLUS,1.5,2.1
7,2,2,2.1,2.3
7,MINUS,MINUS,4.8,5.4
7,8,8,5.4,5.5
7,PLUS,PLUS,7.2,8.2
7,1,1,8.2,8.4
7,PLUS,PLUS,10.6,11.1
7,1,1,11.1,11.4
7,PLUS,PLUS,13.5,14.4
7,4,4,14.4,14.8
7,MINUS,MINUS,16.1,16.8
7,9,9,16.8,17.2
