phase,event,trial_number,eyetracker_onset,eyetracker_offset,fix_start,fix_end,fix_duration_full,fix_duration_bounded,fix_x,fix_y,roi_x,roi_y,roi_content,onset,offset,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,Unnamed: 18
encoding,fixation,1,17086854,17087866,17087065.0,17087267.0,203.0,203.0,1904.9,1096.4,1920.0,1080.0,fixation,8.498822416877374,9.510207541985435,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,fixation,1,17086854,17087866,17087454.0,17087572.0,119.0,119.0,1947.3,1049.4,1920.0,1080.0,fixation,8.498822416877374,9.510207541985435,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,fixation,1,17086854,17087866,17087582.0,17087763.0,182.0,182.0,1914.5,1073.6,1920.0,1080.0,fixation,8.498822416877374,9.510207541985435,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,fixation,1,17086854,17087866,17087787.0,17087941.0,155.0,79.0,2115.6,1222.6,2249.0,891.0,Object_Sea_Pattern_Large,8.498822416877374,9.510207541985435,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,image,1,17087866,17088883,17087967.0,17088059.0,93.0,93.0,1939.6,1124.1,1920.0,1080.0,fixation,9.510342207970098,10.527942499844356,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,image,1,17087866,17088883,17088105.0,17088482.0,378.0,378.0,1606.2,1250.1,1591.0,891.0,Animal_Sea_Pattern_Large,9.510342207970098,10.527942499844356,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,image,1,17087866,17088883,17088493.0,17088707.0,215.0,215.0,1629.8,1180.4,1591.0,891.0,Animal_Sea_Pattern_Large,9.510342207970098,10.527942499844356,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,image,1,17087866,17088883,17088716.0,17089101.0,386.0,167.0,1595.2,1177.6,1591.0,891.0,Animal_Sea_Pattern_Large,9.510342207970098,10.527942499844356,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17089111.0,17089394.0,284.0,284.0,1600.8,1153.4,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17089567.0,17089703.0,137.0,137.0,1602.4,1221.8,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17089720.0,17090041.0,322.0,322.0,1607.1,1152.2,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17090261.0,17090757.0,497.0,497.0,1611.4,1148.5,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17090776.0,17090988.0,213.0,213.0,1591.6,1234.2,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17091183.0,17091260.0,78.0,78.0,1603.9,1183.0,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17091271.0,17092240.0,970.0,970.0,1612.4,1139.7,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17092440.0,17092946.0,507.0,507.0,1612.1,1136.2,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17093195.0,17093487.0,293.0,293.0,1617.3,1126.5,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17093644.0,17093892.0,249.0,249.0,1594.6,1219.1,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17094233.0,17094256.0,24.0,24.0,1456.1,1371.5,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17094276.0,17094603.0,328.0,328.0,1587.8,1143.8,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,value,1,17088883,17094899,17094823.0,17094975.0,153.0,76.0,1586.1,1201.9,1591.0,891.0,Animal_Sea_Pattern_Large,10.528131749946624,16.54370812489651,1.0,Animal_Sea_Pattern_Large,9.0,,,,,,,,,,,
encoding,attention,1,17094899,17097917,17094987.0,17095169.0,183.0,183.0,1592.4,1135.5,1591.0,891.0,Animal_Sea_Pattern_Large,16.54386741691269,19.560981082962822,1.0,Animal_Sea_Pattern_Large,9.0,9.0,1.0,0.9486130001023412,,,,,,,,
encoding,attention,1,17094899,17097917,17095177.0,17095343.0,167.0,167.0,1638.6,1131.7,1591.0,891.0,Animal_Sea_Pattern_Large,16.54386741691269,19.560981082962822,1.0,Animal_Sea_Pattern_Large,9.0,9.0,1.0,0.9486130001023412,,,,,,,,
encoding,attention,1,17094899,17097917,17095357.0,17096279.0,923.0,923.0,1562.6,1130.7,1591.0,891.0,Animal_Sea_Pattern_Large,16.54386741691269,19.560981082962822,1.0,Animal_Sea_Pattern_Large,9.0,9.0,1.0,0.9486130001023412,,,,,,,,
encoding,attention,1,17094899,17097917,17097190.0,17097271.0,82.0,82.0,1624.3,1188.3,1591.0,891.0,Animal_Sea_Pattern_Large,16.54386741691269,19.560981082962822,1.0,Animal_Sea_Pattern_Large,9.0,9.0,1.0,0.9486130001023412,,,,,,,,
encoding,attention,1,17094899,17097917,17097280.0,17097609.0,330.0,330.0,1565.3,1161.7,1591.0,891.0,Animal_Sea_Pattern_Large,16.54386741691269,19.560981082962822,1.0,Animal_Sea_Pattern_Large,9.0,9.0,1.0,0.9486130001023412,,,,,,,,
encoding,attention,1,17094899,17097917,17097628.0,17097901.0,274.0,274.0,1567.2,1272.2,1591.0,891.0,Animal_Sea_Pattern_Large,16.54386741691269,19.560981082962822,1.0,Animal_Sea_Pattern_Large,9.0,9.0,1.0,0.9486130001023412,,,,,,,,
encoding,fixation,2,17097917,17098422,17098111.0,17098278.0,168.0,168.0,1913.0,1084.3,1920.0,1080.0,fixation,19.56114595802501,20.066227667033672,1.0,Object_Land_Pattern_Large,-2.0,,,,,,,,,,,
encoding,image,2,17098422,17099434,17098481.0,17098763.0,283.0,283.0,1900.8,1084.2,1920.0,1080.0,fixation,20.066344207851216,21.078205083031207,1.0,Object_Land_Pattern_Large,-2.0,,,,,,,,,,,
encoding,image,2,17098422,17099434,17098800.0,17099295.0,496.0,496.0,2239.9,898.4000000000001,2249.0,1269.0,Object_Land_Pattern_Large,20.066344207851216,21.078205083031207,1.0,Object_Land_Pattern_Large,-2.0,,,,,,,,,,,
encoding,image,2,17098422,17099434,17099305.0,17099541.0,237.0,129.0,2223.4,863.7,2249.0,1269.0,Object_Land_Pattern_Large,20.066344207851216,21.078205083031207,1.0,Object_Land_Pattern_Large,-2.0,,,,,,,,,,,
encoding,value,2,17099434,17105451,17099548.0,17099611.0,64.0,64.0,2238.1,895.5999999999999,2249.0,1269.0,Object_Land_Pattern_Large,21.07831833302043,27.094450624892488,1.0,Object_Land_Pattern_Large,-2.0,,,,,,,,,,,
encoding,value,2,17099434,17105451,17099624.0,17099767.0,144.0,144.0,2257.1,832.7,2249.0,1269.0,Object_Land_Pattern_Large,21.07831833302043,27.094450624892488,1.0,Object_Land_Pattern_Large,-2.0,,,,,,,,,,,
encoding,value,2,17099434,17105451,17099775.0,17100061.0,287.0,287.0,2257.7,791.2,2249.0,1269.0,Object_Land_Pattern_Large,21.07831833302043,27.094450624892488,1.0,Object_Land_Pattern_Large,-2.0,,,,,,,,,,,
encoding,value,2,17099434,17105451,17100075.0,17100243.0,169.0,169.0,2255.7,865.3,2249.0,1269.0,Object_Land_Pattern_Large,21.07831833302043,27.094450624892488,1.0,Object_Land_Pattern_Large,-2.0,,,,,,,,,,,
encoding,value,2,17099434,17105451,17100440.0,17100460.0,21.0,21.0,1665.6,1535.8,1920.0,700.0,Object_Land_Solid_Small,21.07831833302043,27.094450624892488,1.0,Object_Land_Pattern_Large,-2.0,,,,,,,,,,,
encoding,value,2,17099434,17105451,17100482.0,17100642.0,161.0,161.0,1785.7,1380.2,1920.0,700.0,Object_Land_Solid_Small,21.07831833302043,27.094450624892488,1.0,Object_Land_Pattern_Large,-2.0,,,,,,,,,,,
