game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Object_Land_Solid_Small,2200,3000,800,pre_recall,7,3,2,1,3,1,0.6666666666666666,0.3333333333333333,1257.0,371.0,315.0,56.0,856.0,30.0,0.8490566037735849,0.1509433962264151
1,Object_Land_Solid_Small,2200,3000,800,during_recall,3,0,0,0,0,3,0.0,0.0,428.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0
1,Object_Sea_Pattern_Large,3000,3600,600,pre_recall,7,3,0,3,3,1,0.0,1.0,1257.0,371.0,0.0,371.0,856.0,30.0,0.0,1.0
1,Object_Sea_Pattern_Large,3000,3600,600,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Object_Land_Pattern_Large,3600,4300,700,pre_recall,4,2,0,2,1,1,0.0,1.0,731.0,170.0,0.0,170.0,531.0,30.0,0.0,1.0
1,Object_Land_Pattern_Large,3600,4300,700,during_recall,3,2,0,2,1,0,0.0,1.0,537.0,336.0,0.0,336.0,201.0,0.0,0.0,1.0
1,Animal_Sea_Solid_Small,4300,5300,1000,pre_recall,3,2,0,2,0,1,0.0,1.0,200.0,170.0,0.0,170.0,0.0,30.0,0.0,1.0
1,Animal_Sea_Solid_Small,4300,5300,1000,during_recall,3,2,0,2,1,0,0.0,1.0,660.0,475.0,0.0,475.0,185.0,0.0,0.0,1.0
1,Animal_Land_Solid_Small,5300,5800,500,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Animal_Land_Solid_Small,5300,5800,500,during_recall,1,0,0,0,0,1,0.0,0.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0
1,Animal_Sea_Pattern_Large,5800,7000,1200,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Animal_Sea_Pattern_Large,5800,7000,1200,during_recall,1,1,1,0,0,0,1.0,0.0,216.0,216.0,216.0,0.0,0.0,0.0,1.0,0.0
2,Object_Land_Solid_Small,2300,3500,1200,pre_recall,8,3,3,0,3,2,1.0,0.0,1713.0,497.0,497.0,0.0,925.0,291.0,1.0,0.0
2,Object_Land_Solid_Small,2300,3500,1200,during_recall,3,2,1,1,1,0,0.5,0.5,472.0,339.0,173.0,166.0,133.0,0.0,0.5103244837758112,0.4896755162241888
2,Animal_Land_Solid_Large,3500,4300,800,pre_recall,5,2,0,2,1,2,0.0,1.0,737.0,246.0,0.0,246.0,200.0,291.0,0.0,1.0
2,Animal_Land_Solid_Large,3500,4300,800,during_recall,3,3,2,1,0,0,0.6666666666666666,0.3333333333333333,403.0,403.0,173.0,230.0,0.0,0.0,0.4292803970223325,0.5707196029776674
2,Animal_Sea_Pattern_Small,4900,5400,500,pre_recall,4,2,2,0,0,2,1.0,0.0,577.0,286.0,286.0,0.0,0.0,291.0,1.0,0.0
2,Animal_Sea_Pattern_Small,4900,5400,500,during_recall,1,0,0,0,1,0,0.0,0.0,427.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0
