game,original_item,item,onset,offset
1,HAT,Object_Land_Pattern_Small,3.0,4.8
1,LION,Animal_Land_Solid_Large,4.8,5.2
1,BOWTIE,Object_Land_Solid_Small,6.6,7.6
1,WHALE,Animal_Sea_Pattern_Large,7.6,8.9
1,FLOATIES,Object_Sea_Pattern_Small,11.2,12.2
1,SEAL,Animal_Sea_Solid_Large,17.1,17.8
2,HOUSE,Object_Land_Pattern_Large,5.0,5.5
2,SNORKEL,Object_Sea_Solid_Small,7.9,9.0
2,COUCH,Object_Land_Solid_Large,15.9,16.5
2,WHALE,Animal_Sea_Pattern_Large,18.3,19.2
2,FISH,Animal_Sea_Pattern_Small,24.6,25.0
2,BIRD,Animal_Land_Solid_Small,35.2,35.7
3,SUBMARINE,Object_Sea_Solid_Large,2.2,3.5
3,LADYBUG,Animal_Land_Pattern_Small,3.5,4.7
3,BIRD,Animal_Land_Solid_Small,8.5,9.1
3,BOWTIE,Object_Land_Solid_Small,10.1,11.0
3,WHALE,Animal_Sea_Pattern_Large,11.7,12.5
3,SNORKEL,Object_Sea_Solid_Small,18.9,19.7
4,SEAL,Animal_Sea_Solid_Large,2.5,4.8
4,HAT,Object_Land_Pattern_Small,4.8,5.1
4,FLOATY,Object_Sea_Pattern_Small,14.3,15.1
4,BOWTIE,Object_Land_Solid_Small,15.1,16.2
4,WHALE,Animal_Sea_Pattern_Large,16.2,17.0
5,HOUSE,Object_Land_Pattern_Large,2.9,3.9
5,CRAB,Animal_Sea_Solid_Small,3.9,5.1
5,SNORKEL,Object_Sea_Solid_Small,5.1,6.4
5,COUCH,Object_Land_Solid_Large,9.3,9.8
5,FISH,Animal_Sea_Pattern_Small,10.7,11.1
5,WHALE,Animal_Sea_Pattern_Large,11.8,12.4
6,SUBMARINE,Object_Sea_Solid_Large,2.7,4.1
6,CRAB,Animal_Sea_Solid_Small,5.7,6.6
6,BOAT,Object_Sea_Pattern_Large,10.8,11.9
6,BIRD,Animal_Land_Solid_Small,16.7,18.0
6,BOWTIE,Object_Land_Solid_Small,19.7,20.6
6,WHALE,Animal_Sea_Pattern_Large,24.6,25.2
7,SEAL,Animal_Sea_Solid_Large,3.1,4.3
7,HAT,Object_Land_Pattern_Small,4.3,5.6
7,SNORKEL,Object_Sea_Solid_Small,7.1,8.0
7,COUCH,Object_Land_Solid_Large,13.2,13.8
7,FISH,Animal_Sea_Pattern_Small,18.0,18.4
7,ZEBRA,Animal_Land_Pattern_Large,19.3,20.0
