phase,event,trial_number,eyetracker_onset,eyetracker_offset,fix_start,fix_end,fix_duration_full,fix_duration_bounded,fix_x,fix_y,roi_x,roi_y,roi_content,onset,offset,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,Unnamed: 18
encoding,fixation,1,17301998,17303509,17302229.0,17302512.0,284.0,284.0,1903.3,1151.5,1920.0,700.0,Animal_Sea_Solid_Large,7.916741790948436,9.427466082968747,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,fixation,1,17301998,17303509,17302555.0,17302847.0,293.0,293.0,1962.8,1427.9,1920.0,700.0,Animal_Sea_Solid_Large,7.916741790948436,9.427466082968747,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,fixation,1,17301998,17303509,17302858.0,17303659.0,802.0,651.0,1895.4,1466.5,1920.0,700.0,Animal_Sea_Solid_Large,7.916741790948436,9.427466082968747,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,image,1,17303509,17304527,17303707.0,17303800.0,94.0,94.0,1924.7,976.3,1920.0,1460.0,Object_Sea_Pattern_Small,9.427631041035056,10.44484074995853,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,image,1,17303509,17304527,17303846.0,17303972.0,127.0,127.0,1932.0,1270.7,1920.0,700.0,Animal_Sea_Solid_Large,9.427631041035056,10.44484074995853,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,image,1,17303509,17304527,17304011.0,17304719.0,709.0,516.0,1911.9,831.9000000000001,1920.0,1460.0,Object_Sea_Pattern_Small,9.427631041035056,10.44484074995853,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17304738.0,17305087.0,350.0,350.0,1914.4,709.9000000000001,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17305396.0,17306609.0,1214.0,1214.0,1905.7,807.4000000000001,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17306793.0,17306806.0,14.0,14.0,1890.1,934.3,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17306843.0,17307014.0,172.0,172.0,1908.4,790.4000000000001,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17307233.0,17307267.0,35.0,35.0,1893.6,952.9000000000001,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17307288.0,17307350.0,63.0,63.0,1910.0,785.2,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17307607.0,17307658.0,52.0,52.0,1894.6,943.0,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17307678.0,17307996.0,319.0,319.0,1917.0,801.5,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17308367.0,17308420.0,54.0,54.0,1865.0,952.5999999999999,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17308439.0,17308545.0,107.0,107.0,1884.9,801.0,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17308564.0,17308855.0,292.0,292.0,1918.2,723.5,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17309062.0,17309149.0,88.0,88.0,1891.6,948.4000000000001,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17309397.0,17309451.0,55.0,55.0,1891.2,950.0,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17309479.0,17310266.0,788.0,788.0,1916.2,793.8,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17310442.0,17310506.0,65.0,65.0,1887.2,934.2,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,value,1,17304527,17310542,17310534.0,17310808.0,275.0,8.0,1909.8,802.0999999999999,1920.0,1460.0,Object_Sea_Pattern_Small,10.44496049999725,16.45943204103969,1.0,Object_Sea_Pattern_Small,-8.0,,,,,,,,,,,
encoding,attention,1,17310542,17313560,17310831.0,17311333.0,503.0,503.0,1873.2,677.7,1920.0,1460.0,Object_Sea_Pattern_Small,16.459557499969378,19.477470290963534,1.0,Object_Sea_Pattern_Small,-8.0,-8.0,1.0,2.449351750081405,,,,,,,,
