game,original_item,item,onset,offset
1,+,+,2.0,2.9
1,8,8,2.9,3.1
1,+,+,7.3,7.9
1,2,2,7.9,8.1
1,MINUS,MINUS,17.0,18.5
1,2,2,18.5,18.7
1,PLUS,PLUS,23.2,23.5
1,8,8,23.5,23.9
1,MINUS,MINUS,29.2,31.5
1,1,1,31.5,32.3
1,MINUS,MINUS,36.7,37.0
1,8,8,37.0,37.5
2,MINUS,MINUS,2.8,3.7
2,6,6,3.7,3.9
2,MINUS,MINUS,9.6,10.2
2,1,1,10.2,10.4
2,MINUS,MINUS,16.9,18.7
2,2,2,18.7,19.6
2,PLUS,PLUS,27.1,27.6
2,3,3,31.1,31.5
2,PLUS,PLUS,42.6,42.9
2,1,1,42.9,43.1
2,PLUS,PLUS,46.9,47.2
2,3,3,47.2,47.4
3,+,+,2.8,4.6
3,5,5,4.6,4.7
3,PLUS,PLUS,8.7,9.3
3,9,9,9.3,9.5
3,MINUS,MINUS,14.2,15.8
3,2,2,15.8,16.0
3,MINUS,MINUS,18.7,19.1
3,1,1,19.1,19.3
3,-,-,21.5,22.1
3,9,9,22.1,22.3
3,PLUS,PLUS,25.4,25.6
3,8,8,25.6,25.9
4,PLUS,PLUS,3.0,4.2
4,5,5,4.2,4.5
4,PLUS,PLUS,7.4,8.0
4,3,3,8.0,8.2
4,PLUS,PLUS,10.3,10.9
4,3,3,10.9,10.9
4,MINUS,MINUS,13.5,13.8
4,7,7,13.8,14.2
4,MINUS,MINUS,18.1,18.5
4,9,9,18.5,18.8
4,PLUS,PLUS,21.3,21.5
4,3,3,21.5,21.7
5,MINUS,MINUS,9.8,10.6
5,4,4,10.6,10.7
5,PLUS,PLUS,16.2,16.6
5,7,7,16.6,16.9
5,MINUS,MINUS,20.5,21.1
5,5,5,21.1,21.4
5,MINUS,MINUS,27.0,27.3
5,6,6,27.3,27.6
5,PLUS,PLUS,31.4,31.6
5,6,6,31.6,32.3
5,MINUS,MINUS,35.7,36.1
5,3,3,36.1,36.8
6,PLUS,PLUS,3.6,4.4
6,5,5,4.4,4.8
6,MINUS,MINUS,11.3,12.3
6,1,1,12.3,12.9
6,MINUS,MINUS,16.3,17.0
6,4,4,17.0,17.1
6,MINUS,MINUS,19.6,20.3
6,2,2,20.3,20.9
6,PLUS,PLUS,23.7,24.4
6,4,4,24.4,24.5
6,MINUS,MINUS,29.9,30.6
6,3,3,30.6,30.7
7,MINUS,MINUS,1.2,2.2
7,5,5,2.2,2.5
7,MINUS,MINUS,4.6,5.7
7,4,4,5.7,5.9
7,PLUS,PLUS,11.0,11.3
7,1,1,11.3,11.7
7,PLUS,PLUS,15.6,16.0
7,2,2,16.0,16.4
7,PLUS,PLUS,19.2,19.5
7,2,2,19.5,20.0
7,PLUS,PLUS,23.4,23.6
7,1,1,23.6,23.9
