subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_center,is_relevant,fix_start,fix_end,fix_duration_bounded
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Animal_Sea_Solid_Large,0,0,1,17445983.0,17446548.0,565.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Animal_Sea_Pattern_Large,1,0,1,17446749.0,17446770.0,21.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Animal_Sea_Solid_Large,0,0,1,17447330.0,17447856.0,526.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Animal_Sea_Pattern_Large,1,0,1,17448888.0,17450341.0,1453.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Animal_Sea_Solid_Large,0,0,1,17450712.0,17451535.0,823.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Animal_Sea_Pattern_Large,1,0,1,17451817.0,17452409.0,592.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Animal_Sea_Solid_Large,0,0,1,17452960.0,17454875.0,1915.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,fixation,-1,1,0,17456001.0,17456199.0,198.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Object_Land_Solid_Small,2,0,0,17456214.0,17456667.0,453.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Animal_Sea_Pattern_Large,1,0,1,17456963.0,17457248.0,285.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Object_Sea_Pattern_Small,3,0,1,17457288.0,17457745.0,457.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Animal_Sea_Pattern_Large,1,0,1,17457785.0,17458615.0,830.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Animal_Sea_Solid_Large,0,0,1,17458936.0,17459284.0,348.0
103,choice,choice,1,1.0,Sea,2.0,14.062734958017243,Object_Land_Solid_Small,2,0,0,17459324.0,17459806.0,482.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Solid_Large,0,0,1,17462767.0,17463322.0,555.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Pattern_Large,1,0,1,17463342.0,17464280.0,938.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Solid_Large,0,0,1,17464921.0,17465163.0,242.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Pattern_Large,1,0,1,17465370.0,17465584.0,214.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Solid_Large,0,0,1,17465598.0,17465981.0,383.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Object_Land_Pattern_Small,4,0,0,17466437.0,17466936.0,499.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Solid_Large,0,0,1,17466957.0,17466978.0,21.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Object_Land_Pattern_Small,4,0,0,17467309.0,17467859.0,550.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Land_Solid_Large,5,0,1,17468157.0,17468376.0,219.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Solid_Large,0,0,1,17468818.0,17468954.0,136.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,fixation,-1,1,0,17468997.0,17469230.0,233.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Solid_Large,0,0,1,17471180.0,17471438.0,258.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Object_Sea_Pattern_Small,3,0,0,17473758.0,17475011.0,1253.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Pattern_Large,1,0,1,17476949.0,17477210.0,261.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Solid_Large,0,0,1,17477238.0,17477769.0,531.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Pattern_Large,1,0,1,17478009.0,17478326.0,317.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Solid_Large,0,0,1,17478657.0,17482099.0,3442.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Pattern_Large,1,0,1,17483617.0,17485076.0,1459.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Object_Land_Solid_Small,2,0,0,17485318.0,17485640.0,322.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Animal_Sea_Pattern_Large,1,0,1,17485938.0,17486999.0,1061.0
103,choice,choice,2,1.0,Large,1.0,24.833274999982677,Object_Land_Solid_Small,2,0,0,17487031.0,17487196.0,165.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,Animal_Sea_Solid_Large,0,0,0,17491276.0,17491532.0,256.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,fixation,-1,1,0,17491551.0,17492870.0,1319.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,Animal_Sea_Pattern_Large,1,0,0,17493044.0,17493134.0,90.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,fixation,-1,1,0,17493335.0,17494587.0,1252.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,Object_Land_Pattern_Small,4,0,1,17494807.0,17495359.0,552.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,fixation,-1,1,0,17495371.0,17496677.0,1306.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,Object_Land_Solid_Small,2,0,1,17497343.0,17497763.0,420.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,fixation,-1,1,0,17498191.0,17498230.0,39.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,Object_Sea_Pattern_Small,3,0,0,17498246.0,17498681.0,435.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,Object_Land_Solid_Small,2,0,1,17498694.0,17500282.0,1588.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,Animal_Sea_Pattern_Large,1,0,0,17500676.0,17500700.0,24.0
103,choice,choice,3,1.0,Land,2.0,12.0465518750716,Object_Land_Solid_Small,2,0,1,17500706.0,17502322.0,1616.0
103,choice,choice,4,1.0,Object,1.0,10.608763040974736,Animal_Sea_Solid_Large,0,0,0,17505588.0,17506844.0,1256.0
103,choice,choice,4,1.0,Object,1.0,10.608763040974736,Object_Land_Pattern_Small,4,0,1,17507201.0,17507369.0,168.0
103,choice,choice,4,1.0,Object,1.0,10.608763040974736,Animal_Sea_Solid_Large,0,0,0,17507634.0,17508146.0,512.0
103,choice,choice,4,1.0,Object,1.0,10.608763040974736,Animal_Sea_Pattern_Large,1,0,0,17508203.0,17508818.0,615.0
103,choice,choice,4,1.0,Object,1.0,10.608763040974736,fixation,-1,1,0,17509265.0,17509506.0,241.0
103,choice,choice,4,1.0,Object,1.0,10.608763040974736,Animal_Sea_Pattern_Large,1,0,0,17509545.0,17509936.0,391.0
103,choice,choice,4,1.0,Object,1.0,10.608763040974736,fixation,-1,1,0,17510230.0,17511505.0,1275.0
103,choice,choice,4,1.0,Object,1.0,10.608763040974736,Animal_Sea_Pattern_Large,1,0,0,17511519.0,17512932.0,1413.0
103,choice,choice,4,1.0,Object,1.0,10.608763040974736,Object_Land_Solid_Small,2,0,1,17513559.0,17514620.0,1061.0
103,choice,choice,4,1.0,Object,1.0,10.608763040974736,Animal_Sea_Pattern_Large,1,0,0,17514633.0,17515614.0,981.0
103,choice,choice,5,1.0,Solid,2.0,10.133375832927412,Animal_Sea_Solid_Large,0,0,1,17519802.0,17521692.0,1890.0
103,choice,choice,5,1.0,Solid,2.0,10.133375832927412,Object_Land_Pattern_Small,4,0,0,17522808.0,17524990.0,2182.0
103,choice,choice,5,1.0,Solid,2.0,10.133375832927412,Animal_Sea_Solid_Large,0,0,1,17525843.0,17525865.0,22.0
103,choice,choice,5,1.0,Solid,2.0,10.133375832927412,Object_Land_Pattern_Small,4,0,0,17525888.0,17526060.0,172.0
103,choice,choice,5,1.0,Solid,2.0,10.133375832927412,fixation,-1,1,0,17526074.0,17526342.0,268.0
103,choice,choice,5,1.0,Solid,2.0,10.133375832927412,Animal_Sea_Pattern_Large,1,0,0,17526511.0,17526872.0,361.0
103,choice,choice,5,1.0,Solid,2.0,10.133375832927412,fixation,-1,1,0,17526907.0,17527207.0,300.0
103,choice,choice,5,1.0,Solid,2.0,10.133375832927412,Animal_Sea_Pattern_Large,1,0,0,17527603.0,17528084.0,481.0
103,choice,choice,5,1.0,Solid,2.0,10.133375832927412,Animal_Sea_Solid_Large,0,0,1,17528510.0,17528993.0,483.0
103,choice,choice,5,1.0,Solid,2.0,10.133375832927412,Object_Land_Pattern_Small,4,0,0,17528999.0,17529184.0,185.0
103,choice,choice,6,1.0,Small,1.0,5.040337499929592,Object_Land_Pattern_Small,4,0,1,17532698.0,17532910.0,212.0
103,choice,choice,6,1.0,Small,1.0,5.040337499929592,Animal_Sea_Solid_Large,0,0,0,17533361.0,17534429.0,1068.0
103,choice,choice,6,1.0,Small,1.0,5.040337499929592,Animal_Sea_Pattern_Large,1,0,0,17534703.0,17535142.0,439.0
103,choice,choice,6,1.0,Small,1.0,5.040337499929592,Animal_Sea_Solid_Large,0,0,0,17535183.0,17535404.0,221.0
103,choice,choice,6,1.0,Small,1.0,5.040337499929592,Animal_Sea_Pattern_Large,1,0,0,17535621.0,17535647.0,26.0
103,choice,choice,6,1.0,Small,1.0,5.040337499929592,Animal_Sea_Solid_Large,0,0,0,17535665.0,17536319.0,654.0
