bin_center,mean_distance,sem_distance,n_samples,chance_level,chance_ci_95
-2975.0,69.08274968663049,1.5619113421258117,903,90,6.188748630368717
-2925.0,69.17163306383999,1.529231736401276,900,90,6.188748630368717
-2875.0,64.99926109798143,1.567304449265178,943,90,6.188748630368717
-2825.0,63.76138116876968,1.4933707348838803,832,90,6.188748630368717
-2775.0,67.23290026000339,1.4769077402802646,866,90,6.188748630368717
-2725.0,67.8507234773633,1.2998573767013817,909,90,6.188748630368717
-2675.0,70.88825622945244,1.3965793784315017,1016,90,6.188748630368717
-2625.0,63.18334502847029,1.2272840635317874,1057,90,6.188748630368717
-2575.0,57.11063023260088,1.3154219475817803,1123,90,6.188748630368717
-2525.0,53.338798488431635,1.515704217561571,1086,90,6.188748630368717
-2475.0,53.405886318475844,1.5231591358076413,1137,90,6.188748630368717
-2425.0,55.298367664479635,1.5809960896902329,1112,90,6.188748630368717
-2375.0,52.684990668427815,1.3679724851692832,1217,90,6.188748630368717
-2325.0,53.4203385742548,1.2761624610218836,1296,90,6.188748630368717
-2275.0,59.131181242977824,1.42752616402445,1193,90,6.188748630368717
-2225.0,59.846908895574316,1.4567002727461182,1179,90,6.188748630368717
-2175.0,57.38682545635558,1.3352820845026168,1111,90,6.188748630368717
-2125.0,57.467143036263664,1.358417340528712,1034,90,6.188748630368717
-2075.0,57.76580353515481,1.535507094141316,1038,90,6.188748630368717
-2025.0,54.00885128039286,1.4124744270284721,1123,90,6.188748630368717
-1975.0,56.94480085287416,1.3783740191419738,1159,90,6.188748630368717
-1925.0,48.98570300314299,1.334474827127219,1135,90,6.188748630368717
-1875.0,40.30913113612468,1.208555008574025,1116,90,6.188748630368717
-1825.0,40.70248235697447,0.9656883458999697,1083,90,6.188748630368717
-1775.0,39.84938122447662,1.002316317572785,942,90,6.188748630368717
-1725.0,45.67409698962382,1.1329126612841418,950,90,6.188748630368717
-1675.0,47.27206021654942,1.0976886076812347,1071,90,6.188748630368717
-1625.0,43.938130938016805,1.105286105352344,1100,90,6.188748630368717
-1575.0,46.76246327112509,1.200586332865461,1050,90,6.188748630368717
-1525.0,48.272875167875945,1.1974425884716946,1157,90,6.188748630368717
-1475.0,42.675208903398584,1.0776666729632853,1155,90,6.188748630368717
-1425.0,42.74060335242636,1.069137944248825,1078,90,6.188748630368717
-1375.0,52.281740176709114,1.3248073800321287,999,90,6.188748630368717
-1325.0,53.896577969245406,1.3607796268447874,1020,90,6.188748630368717
-1275.0,59.50915755644019,1.3808197189039144,934,90,6.188748630368717
-1225.0,58.39696575288902,1.5956382330047425,862,90,6.188748630368717
-1175.0,59.764124177289446,1.714410960016738,898,90,6.188748630368717
-1125.0,51.529365040804706,1.5933994495300474,950,90,6.188748630368717
-1075.0,41.6099665323061,1.4074646383397877,930,90,6.188748630368717
-1025.0,38.77776836365933,1.4153125627681449,907,90,6.188748630368717
-975.0,32.780198674701154,1.2109822889817756,930,90,6.188748630368717
-925.0,31.60777339980976,1.1314532202879097,945,90,6.188748630368717
-875.0,32.09549311894121,1.0460027339312388,1047,90,6.188748630368717
-825.0,29.523498751707187,0.962195136338642,1050,90,6.188748630368717
-775.0,33.185036810927066,1.0434088751402135,1032,90,6.188748630368717
-725.0,31.78952768587315,1.000062753750346,1056,90,6.188748630368717
-675.0,28.512566348526352,0.8654735624626585,1164,90,6.188748630368717
-625.0,28.236343719732027,0.8260138764479906,1209,90,6.188748630368717
-575.0,29.56601181423703,0.8981294212992232,1212,90,6.188748630368717
-525.0,30.48225888028956,0.8938034743770832,1150,90,6.188748630368717
-475.0,32.894890728875154,1.0597269581245388,943,90,6.188748630368717
-425.0,37.243966564944614,1.241632335465325,853,90,6.188748630368717
-375.0,42.4611289453208,1.4882912172458052,914,90,6.188748630368717
-325.0,41.16757961431863,1.443392772828829,909,90,6.188748630368717
-275.0,45.05871130401485,1.4318840344224957,946,90,6.188748630368717
-225.0,44.489699461137114,1.3025339852476714,1046,90,6.188748630368717
-175.0,47.20827582549309,1.4923635395475143,1111,90,6.188748630368717
-125.0,42.39948158715059,1.3840337889328493,1175,90,6.188748630368717
-75.0,38.56301643023455,1.1665617203119538,1269,90,6.188748630368717
-25.0,38.460296382748325,1.0207894963098254,1295,90,6.188748630368717
25.0,39.899568009114596,0.9506018409746212,1439,90,6.188748630368717
75.0,44.112767717065516,1.1707690103334942,1323,90,6.188748630368717
125.0,43.167078249527925,1.202974714048505,1200,90,6.188748630368717
175.0,40.243637288113746,1.0253266521348254,1236,90,6.188748630368717
225.0,36.64501187134701,0.8572804311039335,1347,90,6.188748630368717
275.0,38.39920233818434,0.9848475963775112,1381,90,6.188748630368717
325.0,43.69914160964482,1.1933193111955225,1342,90,6.188748630368717
375.0,40.09497735775509,1.0009655487527955,1350,90,6.188748630368717
425.0,39.28370980344967,1.056145516227363,1280,90,6.188748630368717
475.0,44.23232297180326,1.2628122714702492,1329,90,6.188748630368717
525.0,48.00751670698625,1.3688026710221037,1198,90,6.188748630368717
575.0,46.00990860565905,1.2385960095088708,1185,90,6.188748630368717
625.0,39.46729811222764,1.3170289023917319,969,90,6.188748630368717
675.0,44.144733307018214,1.285349775396779,950,90,6.188748630368717
725.0,59.21704854925604,1.6274300002863142,852,90,6.188748630368717
