game,original_item,item,onset,offset
1,PLUS,PLUS,5.7,6.6
1,7,7,6.6,7.6
1,MINUS,MINUS,14.7,15.5
1,2,2,15.5,16.2
1,PLUS,PLUS,19.6,20.3
1,9,9,20.3,20.4
1,PLUS,PLUS,22.1,23.2
1,9,9,23.2,24.2
1,MINUS,MINUS,26.5,27.2
1,2,2,27.2,27.3
1,MINUS,MINUS,31.9,32.3
1,1,1,32.3,33.0
2,PLUS,PLUS,3.8,4.4
2,2,2,4.4,4.6
2,PLUS,PLUS,10.4,10.4
2,9,9,10.4,11.2
2,MINUS,MINUS,14.5,15.5
2,2,2,15.5,16.0
2,PLUS,PLUS,20.5,20.8
2,2,2,20.8,21.3
2,PLUS,PLUS,28.3,29.0
2,2,2,29.0,29.0
2,MINUS,MINUS,33.2,34.4
2,9,9,34.4,35.4
3,MINUS,MINUS,2.3,3.7
3,2,2,4.4,4.6
3,PLUS,PLUS,9.1,11.0
3,7,7,10.5,11.0
3,MINUS,MINUS,16.8,17.7
3,2,2,17.7,17.8
3,PLUS,PLUS,22.2,22.8
3,2,2,22.8,22.9
3,PLUS,PLUS,25.5,26.0
3,9,9,26.0,26.2
3,MINUS,MINUS,28.6,29.1
3,2,2,29.1,29.4
4,PLUS,PLUS,2.2,3.4
4,2,2,3.4,3.6
4,MINUS,MINUS,7.6,8.3
4,8,8,8.3,8.6
4,PLUS,PLUS,13.7,14.4
4,2,2,14.4,15.6
4,PLUS,PLUS,19.0,19.5
4,8,8,19.5,19.6
4,MINUS,MINUS,25.1,25.6
4,2,2,25.6,26.3
4,PLUS,PLUS,28.8,29.1
4,5,5,30.7,31.2
5,MINUS,MINUS,1.4,2.2
5,9,9,2.2,2.4
5,-,-,4.9,5.5
5,2,2,5.5,5.6
5,PLUS,PLUS,8.5,8.8
5,2,2,8.8,9.4
5,PLUS,PLUS,11.7,12.0
5,8,8,12.0,12.5
5,MINUS,MINUS,17.6,18.5
5,1,1,18.5,19.1
5,PLUS,PLUS,22.1,22.3
5,2,2,22.3,22.9
6,PLUS,PLUS,3.1,3.8
6,2,2,3.8,4.1
6,MINUS,MINUS,7.0,7.7
6,8,8,7.7,8.0
6,MINUS,MINUS,10.9,11.7
6,2,2,11.7,11.9
6,PLUS,PLUS,15.6,16.1
6,7,7,18.0,18.5
6,PLUS,PLUS,22.8,23.4
6,2,2,23.4,23.7
6,MINUS,MINUS,25.2,26.4
6,2,2,26.4,26.7
7,MINUS,MINUS,3.9,4.8
7,1,1,4.8,5.0
7,MINUS,MINUS,7.8,8.5
7,4,4,8.5,8.7
7,+,+,11.2,11.8
7,8,8,11.8,12.0
7,MINUS,MINUS,14.5,15.2
7,2,2,15.2,15.4
7,PLUS,PLUS,17.5,18.1
7,8,8,18.1,18.2
7,MINUS,MINUS,21.7,22.3
7,3,3,22.3,23.4
