game,original_item,item,onset,offset
1,MINUS,MINUS,2.0,3.0
1,8,8,3.0,3.2
1,PLUS,PLUS,7.0,7.7
1,2,2,7.7,8.1
1,MINUS,MINUS,14.2,14.9
1,5,5,14.9,15.1
1,PLUS,PLUS,20.3,20.5
1,5,5,20.5,20.9
1,PLUS,PLUS,24.8,25.0
1,8,8,25.0,25.4
1,MINUS,MINUS,31.0,32.0
1,3,3,33.7,34.0
2,MINUS,MINUS,3.5,4.4
2,1,1,4.4,4.7
2,MINUS,MINUS,11.5,12.3
2,3,3,12.3,12.4
2,PLUS,PLUS,16.4,16.8
2,5,5,16.8,17.3
2,MINUS,MINUS,20.0,20.6
2,3,3,20.6,21.0
2,PLUS,PLUS,25.8,26.1
2,5,5,26.1,26.4
2,PLUS,PLUS,28.5,29.3
2,9,9,29.3,29.6
3,PLUS,PLUS,3.0,3.6
3,2,2,3.6,4.7
3,MINUS,MINUS,7.3,7.5
3,9,9,7.6,8.5
3,PLUS,PLUS,14.7,15.3
3,2,2,18.2,18.6
3,PLUS,PLUS,21.2,21.6
3,6,6,21.6,22.0
3,MINUS,MINUS,24.1,24.8
3,6,6,24.8,25.2
3,MINUS,MINUS,27.2,27.8
3,6,6,27.8,28.2
4,MINUS,MINUS,1.3,2.7
4,7,7,2.7,2.9
4,MINUS,MINUS,6.2,7.2
4,5,5,7.2,7.6
4,PLUS,PLUS,9.8,10.3
4,2,2,10.3,11.6
4,MINUS,MINUS,13.9,15.3
4,3,3,15.3,15.8
4,MINUS,MINUS,21.5,22.5
4,5,5,22.5,22.7
4,PLUS,PLUS,25.9,26.4
4,9,9,26.4,27.6
5,MINUS,MINUS,1.3,1.5
5,9,9,1.5,2.5
5,PLUS,PLUS,5.1,5.7
5,3,3,5.7,5.8
5,+,+,7.9,9.0
5,5,5,9.0,9.1
5,MINUS,MINUS,12.4,12.6
5,7,7,12.6,13.2
5,PLUS,PLUS,16.5,17.0
5,3,3,17.0,17.2
5,PLUS,PLUS,20.4,20.6
5,5,5,20.6,20.9
6,PLUS,PLUS,3.2,4.2
6,5,5,4.2,4.7
6,MINUS,MINUS,7.5,8.6
6,2,2,8.6,9.2
6,MINUS,MINUS,11.6,12.4
6,2,2,12.4,12.7
6,PLUS,PLUS,16.1,16.4
6,3,3,16.4,17.0
6,PLUS,PLUS,21.1,21.4
6,8,8,21.4,21.9
6,MINUS,MINUS,25.4,26.0
6,3,3,27.2,27.6
7,PLUS,PLUS,2.8,3.4
7,5,5,3.4,4.4
7,PLUS,PLUS,9.6,10.1
7,5,5,10.1,10.6
7,MINUS,MINUS,13.4,14.5
7,5,5,14.5,14.9
7,MINUS,MINUS,16.6,17.5
7,9,9,17.5,17.8
7,PLUS,PLUS,20.3,20.6
7,6,6,21.9,22.3
7,PLUS,PLUS,23.7,24.2
7,2,2,24.2,24.5
