time_col,include_transition,irrelevant_mode,include_center_fixations,center_gaze_mode,center_mode,reward_scale,n_v_bins,rt_bins_max,rt_bins_fixed,min_trials_per_rt_bin,n_sim_per_vbin,alpha,d_min,d_max,theta_min,theta_max,sigma_min,sigma_max,mu_min,mu_max,fix_mu,phi_center_min,phi_center_max,setting,heldout_game,fold,mode,split_by,n_folds,n_train_trials,n_test_trials,d,theta,sigma,mu,phi_center,noise_param,loglik_train,loglik_test,seed
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,4.0,4,fit,subject,10,1796,203,0.0001341635370815,1.0,0.013414937799505,99.98944639743422,1.0,mu,-3567.516845988221,-417.5393173613821,5003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,1.0,1,fit,subject,10,1785,214,0.0001331861935239,1.0,0.0133172137582429,99.98944639743422,1.0,mu,-3603.108936542599,-426.28810773455194,2003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,2.0,2,fit,subject,10,1787,212,0.0001274640184504,1.0,0.0127461851582987,99.99830001632355,1.0,mu,-3608.1147725708142,-406.19320662502673,3003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,5.0,5,fit,subject,10,1798,201,0.0001306305278181,1.0,0.0130616741591456,99.98944639743422,1.0,mu,-3650.8220260875514,-409.28250436994335,6003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,8.0,8,fit,subject,10,1815,184,0.0001194154510614,1.0,0.0119415403482875,99.99996015713872,1.0,mu,-3854.840316678122,-369.82850220849343,9003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,0.0,0,fit,subject,10,1782,217,0.0001252575186932,1.0,0.0125257512109376,99.99999474369876,1.0,mu,-3610.259930604098,-423.7774125794095,1003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,9.0,9,fit,subject,10,1817,182,0.0001293859316029,1.0,0.012938593109507,99.99999960743476,1.0,mu,-3673.7808933366614,-370.3539497836539,10003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,3.0,3,fit,subject,10,1792,207,0.0001305406637264,1.0,0.0130540663698958,99.99999997897012,1.0,mu,-3567.642435114256,-373.10446942108223,4003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,7.0,7,fit,subject,10,1811,188,0.0001303457625672,1.0,0.0130345762055547,99.99999960743476,1.0,mu,-3635.378435559699,-390.7275402189397,8003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,1.0,1e-05,0.1,1.0,100.0,,0.0,10.0,theta1-rtTrans,6.0,6,fit,subject,10,1808,191,0.00013337512850641883,1.0,0.013337490545224661,99.99983276179395,1.0,mu,-3669.5443205864913,-394.2629595579542,7003
