time_col,include_transition,irrelevant_mode,include_center_fixations,center_gaze_mode,center_mode,reward_scale,n_v_bins,rt_bins_max,rt_bins_fixed,min_trials_per_rt_bin,n_sim_per_vbin,alpha,d_min,d_max,theta_min,theta_max,sigma_min,sigma_max,mu_min,mu_max,fix_mu,phi_center_min,phi_center_max,setting,heldout_game,fold,mode,split_by,n_folds,n_train_trials,n_test_trials,d,theta,sigma,mu,phi_center,noise_param,loglik_train,loglik_test,seed
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,6.0,6,fit,subject,10,1808,191,0.0002955657072743,0.0295950712345289,0.0002955657104213,1.0000000106476403,1.0,mu,-3234.953403798387,-340.7615347403897,7003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,1.0,1,fit,subject,10,1785,214,0.0002453772428882,0.0100000656004319,0.0002453810009195,1.0000153153211953,1.0,mu,-3234.5641405226816,-371.59648210887144,2003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,5.0,5,fit,subject,10,1798,201,0.000305114144902,0.0658850213319202,0.0003051141745329,1.0000000971140646,1.0,mu,-3176.842026390707,-362.3275622181827,6003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,4.0,4,fit,subject,10,1796,203,0.0002532644112916,0.0100001068438138,0.0002534099518618,1.0005746585927555,1.0,mu,-3135.442491237414,-362.207225717848,5003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,8.0,8,fit,subject,10,1815,184,0.0003030896380098,0.0100269607418246,0.0011590668287185,3.8241717411688,1.0,mu,-3358.033475575839,-327.40629489118146,9003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,2.0,2,fit,subject,10,1787,212,0.0002966885070356,0.0186595915913899,0.0003244457099047,1.0935567176037857,1.0,mu,-3174.119253949517,-372.238311892516,3003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,9.0,9,fit,subject,10,1817,182,0.0002730034444438,0.1591679771711367,0.0003777830809864,1.383803350013167,1.0,mu,-3318.7360704737903,-334.5596456601471,10003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,3.0,3,fit,subject,10,1792,207,0.0002951208781951,0.0115365338455717,0.0002951208813374,1.0000000106476403,1.0,mu,-3168.6440091804466,-343.88172044988545,4003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,0.0,0,fit,subject,10,1782,217,0.0002637513938999,0.1079076077709212,0.0003252902770154,1.2333215464969358,1.0,mu,-3107.6598463831374,-367.88278620806886,1003
fix_ms,0,zero,0,separate,same_as_irrelevant,1.0,7,15,0,25,1000,1.0,1e-05,0.001,0.01,0.99,1e-05,0.1,1.0,100.0,,0.0,10.0,free3-rtTrans,7.0,7,fit,subject,10,1811,188,0.00028536512443222536,0.08754786745208588,0.0002974338516629758,1.0422922291389423,1.0,mu,-3179.493494561978,-341.35901314319534,8003
