game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Land_Pattern_Large,4500,6400,1900,pre_recall,8,5,5,0,0,3,1.0,0.0,2436.0,2146.0,2146.0,0.0,0.0,290.0,1.0,0.0
1,Animal_Land_Pattern_Large,4500,6400,1900,during_recall,2,2,1,1,0,0,0.5,0.5,291.0,291.0,205.0,86.0,0.0,0.0,0.7044673539518901,0.29553264604810997
1,Object_Land_Pattern_Large,6400,6900,500,pre_recall,4,2,0,2,0,2,0.0,1.0,807.0,723.0,0.0,723.0,0.0,84.0,0.0,1.0
1,Object_Land_Pattern_Large,6400,6900,500,during_recall,1,1,0,1,0,0,0.0,1.0,56.0,56.0,0.0,56.0,0.0,0.0,0.0,1.0
1,Animal_Sea_Solid_Small,8900,9400,500,pre_recall,10,10,0,10,0,0,0.0,1.0,1252.0,1252.0,0.0,1252.0,0.0,0.0,0.0,1.0
1,Animal_Sea_Solid_Small,8900,9400,500,during_recall,2,2,0,2,0,0,0.0,1.0,276.0,276.0,0.0,276.0,0.0,0.0,0.0,1.0
1,Object_Land_Pattern_Small,9400,10400,1000,pre_recall,10,10,3,7,0,0,0.3,0.7,1252.0,1252.0,450.0,802.0,0.0,0.0,0.35942492012779553,0.6405750798722045
1,Object_Land_Pattern_Small,9400,10400,1000,during_recall,2,2,0,2,0,0,0.0,1.0,171.0,171.0,0.0,171.0,0.0,0.0,0.0,1.0
1,Object_Sea_Solid_Small,12800,13300,500,pre_recall,5,5,1,4,0,0,0.2,0.8,1762.0,1762.0,102.0,1660.0,0.0,0.0,0.05788876276958002,0.94211123723042
1,Object_Sea_Solid_Small,12800,13300,500,during_recall,3,3,1,2,0,0,0.3333333333333333,0.6666666666666666,266.0,266.0,38.0,228.0,0.0,0.0,0.14285714285714285,0.8571428571428571
1,Animal_Sea_Solid_Large,15800,22300,6500,pre_recall,5,4,2,2,1,0,0.5,0.5,1733.0,838.0,481.0,357.0,895.0,0.0,0.5739856801909308,0.42601431980906923
1,Animal_Sea_Solid_Large,15800,22300,6500,during_recall,2,1,0,1,0,1,0.0,1.0,295.0,195.0,0.0,195.0,0.0,100.0,0.0,1.0
2,Object_Sea_Solid_Large,6200,7300,1100,pre_recall,3,3,0,3,0,0,0.0,1.0,2109.0,2109.0,0.0,2109.0,0.0,0.0,0.0,1.0
2,Object_Sea_Solid_Large,6200,7300,1100,during_recall,1,1,0,1,0,0,0.0,1.0,74.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0
2,Animal_Sea_Pattern_Small,9600,10200,600,pre_recall,5,5,5,0,0,0,1.0,0.0,1407.0,1407.0,1407.0,0.0,0.0,0.0,1.0,0.0
2,Animal_Sea_Pattern_Small,9600,10200,600,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Animal_Land_Solid_Large,10200,11300,1100,pre_recall,5,5,0,5,0,0,0.0,1.0,1407.0,1407.0,0.0,1407.0,0.0,0.0,0.0,1.0
2,Animal_Land_Solid_Large,10200,11300,1100,during_recall,1,1,0,1,0,0,0.0,1.0,348.0,348.0,0.0,348.0,0.0,0.0,0.0,1.0
2,Object_Land_Solid_Large,12500,13200,700,pre_recall,2,2,0,2,0,0,0.0,1.0,1116.0,1116.0,0.0,1116.0,0.0,0.0,0.0,1.0
2,Object_Land_Solid_Large,12500,13200,700,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Object_Sea_Pattern_Small,17800,18400,600,pre_recall,6,6,0,6,0,0,0.0,1.0,2223.0,2223.0,0.0,2223.0,0.0,0.0,0.0,1.0
2,Object_Sea_Pattern_Small,17800,18400,600,during_recall,1,1,0,1,0,0,0.0,1.0,279.0,279.0,0.0,279.0,0.0,0.0,0.0,1.0
3,Object_Sea_Pattern_Large,3000,4200,1200,pre_recall,4,2,2,0,1,1,1.0,0.0,2366.0,1143.0,1143.0,0.0,901.0,322.0,1.0,0.0
