phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,19.64887479203753,20.910318417008966,1,1,Animal_Sea_Solid_Small,-3,,,,,,,,,,,
encoding,image,20.910452917101793,21.927266792044975,1,1,Animal_Sea_Solid_Small,-3,,,,,,,,,,,
encoding,value,21.927380292094313,27.942025125026703,1,1,Animal_Sea_Solid_Small,-3,,,,,,,,,,,
encoding,attention,27.942159250029363,30.960014750016853,1,1,Animal_Sea_Solid_Small,-3,-3,1,1.4656926250318065,,,,,,,,
encoding,fixation,30.96018804202322,31.96514325006865,2,1,Object_Land_Pattern_Large,2,,,,,,,,,,,
encoding,image,31.96532516705338,32.97699808399193,2,1,Object_Land_Pattern_Large,2,,,,,,,,,,,
encoding,value,32.97711754206102,38.99024266703054,2,1,Object_Land_Pattern_Large,2,,,,,,,,,,,
encoding,attention,38.990348124993034,42.00941879209131,2,1,Object_Land_Pattern_Large,2,+2,1,1.3677532500587404,,,,,,,,
encoding,fixation,42.009589791996405,42.51459254208021,3,1,Object_Land_Pattern_Small,-9,,,,,,,,,,,
encoding,image,42.51470100006554,43.52569041703828,3,1,Object_Land_Pattern_Small,-9,,,,,,,,,,,
encoding,value,43.52587474999018,49.53833900007885,3,1,Object_Land_Pattern_Small,-9,,,,,,,,,,,
encoding,attention,49.53845633403398,52.556559042073786,3,1,Object_Land_Pattern_Small,-9,-9,1,1.4207928749965504,,,,,,,,
encoding,fixation,52.55672133399639,53.56159487506375,4,1,Animal_Land_Pattern_Large,5,,,,,,,,,,,
encoding,image,53.56172350002453,54.57239208405372,4,1,Animal_Land_Pattern_Large,5,,,,,,,,,,,
encoding,value,54.572503584087826,60.58911045908462,4,1,Animal_Land_Pattern_Large,5,,,,,,,,,,,
encoding,attention,60.58929662499577,63.60632325010374,4,1,Animal_Land_Pattern_Large,5,+5,1,1.0193749170284718,,,,,,,,
encoding,fixation,63.606479084002785,64.361438833992,5,1,Object_Sea_Solid_Small,8,,,,,,,,,,,
encoding,image,64.3615420840215,65.37153212504927,5,1,Object_Sea_Solid_Small,8,,,,,,,,,,,
encoding,value,65.3716472920496,71.3826714589959,5,1,Object_Sea_Solid_Small,8,,,,,,,,,,,
encoding,attention,71.38281154201832,74.43266829208005,5,1,Object_Sea_Solid_Small,8,+8,1,1.6484322920441628,,,,,,,,
encoding,fixation,74.43282212503254,75.18937679205555,6,1,Animal_Sea_Solid_Large,-3,,,,,,,,,,,
encoding,image,75.18948795902543,76.2006738340715,6,1,Animal_Sea_Solid_Large,-3,,,,,,,,,,,
encoding,value,76.20078795903828,82.21235525002703,6,1,Animal_Sea_Solid_Large,-3,,,,,,,,,,,
encoding,attention,82.21248533402104,85.22981295909267,6,1,Animal_Sea_Solid_Large,-3,-3,1,1.2626872910186648,,,,,,,,
n-back,,,,1,1,,,,1,None,Z,False,None,,,,,
n-back,,,,2,1,,,,0,None,N,True,None,,,,,
n-back,,,,3,1,,,,1,None,B,False,None,,,,,
n-back,,,,4,1,,,,1,None,C,False,None,,,,,
n-back,,,,5,1,,,,0,None,B,True,None,,,,,
n-back,,,,6,1,,,,1,None,X,False,None,,,,,
n-back,,,,7,1,,,,1,None,Z,False,None,,,,,
n-back,,,,8,1,,,,1,None,Z,False,None,,,,,
n-back,,,,9,1,,,,1,None,N,False,None,,,,,
n-back,,,,10,1,,,,1,0.4847096250159666,Z,True,1,,,,,
