game,original_item,item,onset,offset
1,MINUS,MINUS,1.2,2.0
1,2,2,2.0,2.2
1,PLUS,PLUS,8.4,9.1
1,7,7,9.1,9.2
1,MINUS,MINUS,12.3,13.2
1,9,9,13.2,13.4
1,PLUS,PLUS,20.8,21.4
1,7,7,21.4,21.5
1,PLUS,PLUS,25.5,25.7
1,4,4,25.7,26.4
1,PLUS,PLUS,29.9,30.2
1,2,2,30.2,30.5
2,MINUS,MINUS,1.1,2.0
2,1,1,2.0,2.1
2,+,+,9.5,10.1
2,9,9,10.1,10.2
2,+,+,16.0,16.7
2,4,4,16.7,16.8
2,-,-,23.2,23.7
2,9,9,23.7,23.9
2,MINUS,MINUS,27.8,28.2
2,1,1,28.2,28.6
2,+,+,31.1,31.4
2,9,9,31.4,31.7
3,+,+,2.5,3.5
3,9,9,3.5,3.7
3,+,+,8.2,8.8
3,2,2,8.8,8.9
3,-,-,12.4,13.2
3,9,9,13.2,13.3
3,MINUS,MINUS,18.8,19.4
3,8,8,19.4,19.9
3,+,+,23.0,23.5
3,3,3,23.5,23.6
3,MINUS,MINUS,30.2,30.6
3,9,9,30.6,31.5
4,PLUS,PLUS,8.8,9.5
4,7,7,9.5,9.8
4,PLUS,PLUS,15.4,16.1
4,2,2,16.9,17.3
4,MINUS,MINUS,25.9,26.4
4,7,7,26.4,26.7
4,PLUS,PLUS,31.5,32.0
4,2,2,32.0,32.1
4,PLUS,PLUS,36.4,36.7
4,4,4,36.7,36.9
4,PLUS,PLUS,43.2,43.4
4,7,7,45.2,45.3
5,MINUS,MINUS,3.9,5.0
5,4,4,6.2,6.6
5,MINUS,MINUS,10.2,10.9
5,2,2,10.9,11.1
5,PLUS,PLUS,14.8,15.6
5,7,7,15.6,15.8
5,MINUS,MINUS,19.5,20.1
5,8,8,21.3,21.6
5,MINUS,MINUS,24.7,25.4
5,5,5,25.4,25.5
5,PLUS,PLUS,31.0,31.3
5,8,8,31.3,31.6
6,MINUS,MINUS,5.1,7.0
6,3,3,7.0,7.2
6,PLUS,PLUS,14.9,15.5
6,5,5,15.5,15.7
6,PLUS,PLUS,20.2,20.8
6,9,9,20.8,20.9
6,MINUS,MINUS,23.3,23.9
6,1,1,23.9,24.4
6,PLUS,PLUS,27.8,28.4
6,4,4,28.4,28.4
6,MINUS,MINUS,32.5,32.9
6,1,1,34.7,35.0
7,MINUS,MINUS,4.4,4.7
7,9,9,4.7,5.6
7,-,-,10.7,11.4
7,9,9,11.4,11.5
7,+,+,14.8,15.4
7,1,1,15.4,15.4
7,+,+,19.7,20.3
7,4,4,20.3,20.4
7,+,+,25.1,25.7
7,2,2,25.7,25.7
7,+,+,30.2,30.8
7,7,7,30.8,30.9
