time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.5,0.5077484047402006,4,4,100,25,0.16666666666666666
-2925.0,0.3333333333333333,0.4062671797691039,3,3,100,25,0.16666666666666666
-2900.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2875.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2850.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2825.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2800.0,0.3333333333333333,0.35222052067381315,3,3,100,25,0.16666666666666666
-2775.0,0.3333333333333333,0.35222052067381315,3,3,100,25,0.16666666666666666
-2750.0,1.0,1.0,1,1,100,25,0.16666666666666666
-2725.0,0.6666666666666666,0.42144302090357383,3,3,100,25,0.16666666666666666
-2700.0,0.25,0.2435265104808878,4,4,100,25,0.16666666666666666
-2675.0,0.25,0.2435265104808878,4,4,100,25,0.16666666666666666
-2650.0,0.16666666666666666,0.1306216931216931,7,6,100,25,0.16666666666666666
-2625.0,0.16666666666666666,0.2135314822057098,7,6,100,25,0.16666666666666666
-2600.0,0.2,0.19004524886877827,6,5,100,25,0.16666666666666666
-2575.0,0.25,0.14208558371416702,9,8,100,25,0.16666666666666666
-2550.0,0.42857142857142855,0.2664694810432912,7,7,100,25,0.16666666666666666
-2525.0,0.42857142857142855,0.21356521739130435,8,7,100,25,0.16666666666666666
-2500.0,0.42857142857142855,0.2375701296188818,9,7,100,25,0.16666666666666666
-2475.0,0.5,0.33767038413878564,7,4,100,25,0.16666666666666666
-2450.0,0.25,0.23083726415094338,7,4,100,25,0.16666666666666666
-2425.0,0.0,0.0,4,2,100,25,0.16666666666666666
-2400.0,0.5,0.5005302226935313,3,2,100,25,0.16666666666666666
-2375.0,0.3333333333333333,0.3933333333333333,3,3,100,25,0.16666666666666666
-2350.0,0.2857142857142857,0.13726307019370965,7,7,100,25,0.16666666666666666
