game,original_item,item,onset,offset
1,CRAB,Animal_Sea_Solid_Small,12.8,13.7
1,HOUSE,Object_Land_Pattern_Large,15.3,16.0
1,FISH,Animal_Sea_Pattern_Small,17.8,18.2
1,BOAT,Object_Sea_Pattern_Large,20.2,20.7
1,BIRD,Animal_Land_Solid_Small,44.9,45.5
1,LION,Animal_Land_Solid_Large,45.5,46.6
2,ZEBRA,Animal_Land_Pattern_Large,5.1,6.2
2,LION,Animal_Land_Solid_Large,6.2,7.5
2,BOWTIE,Object_Land_Solid_Small,8.5,9.6
2,FLOATIES,Object_Sea_Pattern_Small,22.4,23.1
2,SNORKEL,Object_Sea_Solid_Small,27.3,28.2
2,WHALE,Animal_Sea_Pattern_Large,41.8,42.5
3,LION,Animal_Land_Solid_Large,5.7,6.7
3,FLOATIES,Object_Sea_Pattern_Small,7.5,8.4
3,LADYBUG,Animal_Land_Pattern_Small,9.9,11.0
3,SEAL,Animal_Sea_Solid_Large,11.9,12.6
3,SUBMARINE,Object_Sea_Solid_Large,12.6,14.3
3,SNORKEL,Object_Sea_Solid_Small,14.3,15.8
4,CRAB,Animal_Sea_Solid_Small,6.8,7.7
4,COUCH,Object_Land_Solid_Large,11.3,12.0
4,FLOATING,Object_Sea_Pattern_Small,12.9,13.8
4,FISH,Animal_Sea_Pattern_Small,15.1,15.5
4,HOUSE,Object_Land_Pattern_Large,20.2,20.8
4,BIRD,Animal_Land_Solid_Small,27.0,27.7
4,SUBMARINE,Object_Sea_Solid_Large,31.1,32.0
5,LION,Animal_Land_Solid_Large,3.2,4.2
5,ZEBRA,Animal_Land_Pattern_Large,4.8,5.7
5,WHALE,Animal_Sea_Pattern_Large,7.1,7.9
5,FLOATIES,Object_Sea_Pattern_Small,9.1,9.9
5,SNORKEL,Object_Sea_Solid_Small,11.0,12.0
5,BOWTIE,Object_Land_Solid_Small,12.0,13.5
6,LION,Animal_Land_Solid_Large,3.9,4.9
6,FLOATY,Object_Sea_Pattern_Small,4.9,6.2
6,SUBMARINE,Object_Sea_Solid_Large,6.2,7.6
6,HAT,Object_Land_Pattern_Small,9.5,9.9
6,SEAL,Animal_Sea_Solid_Large,9.9,10.4
6,LADYBUG,Animal_Land_Pattern_Small,20.1,21.0
7,BIRD,Animal_Land_Solid_Small,2.8,3.8
7,HOUSE,Object_Land_Pattern_Large,4.7,5.3
7,CRAB,Animal_Sea_Solid_Small,6.2,7.0
7,FLOATING,Object_Sea_Pattern_Small,10.1,10.8
7,SUBMARINE,Object_Sea_Solid_Large,20.5,21.6
7,COUCH,Object_Land_Solid_Large,24.3,24.9
