game,original_item,item,onset,offset
1,PLUS,PLUS,7.1,8.1
1,8,8,10.2,10.3
1,MINUS,MINUS,23.2,24.1
1,4,4,24.1,24.3
1,MINUS,MINUS,28.8,29.5
1,3,3,29.5,29.7
1,MINUS,MINUS,33.2,33.6
1,2,2,33.6,33.9
1,PLUS,PLUS,37.6,37.9
1,9,9,37.9,38.3
1,PLUS,PLUS,43.3,43.6
1,4,4,43.6,44.0
2,PLUS,PLUS,2.7,3.3
2,2,2,3.3,3.7
2,PLUS,PLUS,10.4,11.2
2,6,6,11.2,11.3
2,+,+,16.0,16.6
2,1,1,16.6,16.8
2,PLUS,PLUS,21.0,21.4
2,6,6,21.4,21.9
2,MINUS,MINUS,24.4,25.4
2,6,6,25.4,25.9
2,PLUS,PLUS,32.6,32.9
2,8,8,32.9,33.3
3,MINUS,MINUS,11.0,11.9
3,1,1,11.9,12.1
3,MINUS,MINUS,17.8,18.6
3,2,2,18.6,18.7
3,PLUS,PLUS,25.8,26.3
3,6,6,26.3,26.9
3,PLUS,PLUS,40.8,41.1
3,8,8,41.1,41.7
3,PLUS,PLUS,47.4,47.6
3,2,2,47.6,48.0
3,MINUS,MINUS,52.2,52.7
3,2,2,52.7,53.0
4,+,+,3.9,4.8
4,4,4,4.8,5.0
4,MINUS,MINUS,16.7,17.6
4,8,8,17.6,17.9
4,PLUS,PLUS,23.5,23.9
4,2,2,23.9,24.2
4,PLUS,PLUS,28.6,29.1
4,8,8,29.1,29.7
4,MINUS,MINUS,34.2,34.7
4,4,4,34.7,35.0
4,MINUS,MINUS,40.5,41.0
4,7,7,41.0,41.3
5,+,+,5.6,6.6
5,9,9,6.6,6.8
5,MINUS,MINUS,14.1,15.2
5,2,2,15.2,15.8
5,+,+,20.0,20.3
5,9,9,20.3,20.7
5,PLUS,PLUS,23.3,23.6
5,5,5,23.6,24.0
5,MINUS,MINUS,27.9,28.4
5,9,9,28.4,28.9
5,MINUS,MINUS,31.6,32.0
5,4,4,32.0,32.3
6,+,+,7.3,8.1
6,9,9,8.1,8.3
6,MINUS,MINUS,11.2,12.0
6,5,5,12.0,12.2
6,+,+,16.2,16.9
6,9,9,16.9,17.1
6,MINUS,MINUS,20.1,20.8
6,5,5,20.8,21.0
6,MINUS,MINUS,23.5,24.2
6,3,3,24.2,24.2
6,+,+,28.3,28.9
6,9,9,28.9,29.0
7,MINUS,MINUS,6.3,7.4
7,4,4,6.3,7.4
7,MINUS,MINUS,9.9,10.9
7,6,6,9.9,10.9
7,MINUS,MINUS,14.2,15.1
7,1,1,14.2,15.1
7,PLUS,PLUS,18.4,18.8
7,8,8,18.8,19.1
7,MINUS,MINUS,21.8,22.6
7,4,4,21.8,22.6
7,PLUS,PLUS,25.5,25.8
7,4,4,25.8,26.2
