phase,event,trial_number,eyetracker_onset,eyetracker_offset,fix_start,fix_end,fix_duration_full,fix_duration_bounded,fix_x,fix_y,roi_x,roi_y,roi_content,onset,offset,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,Unnamed: 18
encoding,fixation,1,2399380,2400649,2399685.0,2400423.0,739.0,739.0,1911.9,1055.4,1920.0,1080.0,fixation,11.68284775002394,12.950991999998225,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,fixation,1,2399380,2400649,2400471.0,2400832.0,362.0,178.0,2098.6,1271.6,2249.0,891.0,Object_Sea_Pattern_Large,11.68284775002394,12.950991999998225,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,image,1,2400649,2401667,2400872.0,2401023.0,152.0,152.0,1894.7,1433.7,1920.0,700.0,Animal_Sea_Solid_Small,12.95112462498946,13.9698245000327,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,image,1,2400649,2401667,2401043.0,2401838.0,796.0,624.0,1911.4,1478.4,1920.0,700.0,Animal_Sea_Solid_Small,12.95112462498946,13.9698245000327,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,value,1,2401668,2407684,2401863.0,2402274.0,412.0,412.0,1920.2,1359.1,1920.0,700.0,Animal_Sea_Solid_Small,13.9699524170137,19.98611554200761,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,value,1,2401668,2407684,2402296.0,2402877.0,582.0,582.0,1914.8,1483.1,1920.0,700.0,Animal_Sea_Solid_Small,13.9699524170137,19.98611554200761,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,value,1,2401668,2407684,2402898.0,2403908.0,1011.0,1011.0,1950.9,1470.7,1920.0,700.0,Animal_Sea_Solid_Small,13.9699524170137,19.98611554200761,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,value,1,2401668,2407684,2403940.0,2404102.0,163.0,163.0,1922.4,1368.0,1920.0,700.0,Animal_Sea_Solid_Small,13.9699524170137,19.98611554200761,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,value,1,2401668,2407684,2404109.0,2404843.0,735.0,735.0,1907.1,1360.1,1920.0,700.0,Animal_Sea_Solid_Small,13.9699524170137,19.98611554200761,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,value,1,2401668,2407684,2404870.0,2405728.0,859.0,859.0,1904.4,1490.5,1920.0,700.0,Animal_Sea_Solid_Small,13.9699524170137,19.98611554200761,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,value,1,2401668,2407684,2405751.0,2406362.0,612.0,612.0,1946.0,1471.4,1920.0,700.0,Animal_Sea_Solid_Small,13.9699524170137,19.98611554200761,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,value,1,2401668,2407684,2406382.0,2407013.0,632.0,632.0,1893.9,1474.6,1920.0,700.0,Animal_Sea_Solid_Small,13.9699524170137,19.98611554200761,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,value,1,2401668,2407684,2407163.0,2407538.0,376.0,376.0,1908.1,1371.1,1920.0,700.0,Animal_Sea_Solid_Small,13.9699524170137,19.98611554200761,1.0,Animal_Sea_Solid_Small,-3.0,,,,,,,,,,,
encoding,attention,1,2407684,2410704,2407714.0,2407938.0,225.0,225.0,1887.2,1469.4,1920.0,700.0,Animal_Sea_Solid_Small,19.986245709005743,23.0059406250366,1.0,Animal_Sea_Solid_Small,-3.0,-3.0,1.0,2.808798000041861,,,,,,,,
encoding,attention,1,2407684,2410704,2407977.0,2408142.0,166.0,166.0,1890.1,1351.0,1920.0,700.0,Animal_Sea_Solid_Small,19.986245709005743,23.0059406250366,1.0,Animal_Sea_Solid_Small,-3.0,-3.0,1.0,2.808798000041861,,,,,,,,
