subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_relevant,fix_start,fix_end,fix_duration_bounded
132,choice,choice,1,1.0,Solid,1.0,8.927651290985523,Object_Sea_Pattern_Small,0,0,17555753.0,17557266.0,1513.0
132,choice,choice,1,1.0,Solid,1.0,8.927651290985523,Animal_Sea_Pattern_Large,1,0,17557283.0,17557994.0,711.0
132,choice,choice,1,1.0,Solid,1.0,8.927651290985523,Object_Sea_Pattern_Small,0,0,17558718.0,17560836.0,2118.0
132,choice,choice,6,1.0,Large,2.0,3.3712786250107456,Object_Sea_Pattern_Small,0,0,17602339.0,17604155.0,1816.0
132,choice,choice,7,1.0,Sea,1.0,4.161452000000281,Object_Sea_Pattern_Small,0,1,17608474.0,17608948.0,474.0
132,choice,choice,7,1.0,Sea,1.0,4.161452000000281,Animal_Land_Solid_Large,2,0,17609353.0,17609540.0,187.0
132,choice,choice,7,1.0,Sea,1.0,4.161452000000281,Object_Sea_Pattern_Small,0,1,17609674.0,17610086.0,412.0
132,choice,choice,7,1.0,Sea,1.0,4.161452000000281,Object_Land_Solid_Large,3,0,17610282.0,17610521.0,239.0
132,choice,choice,7,1.0,Sea,1.0,4.161452000000281,Animal_Sea_Pattern_Small,4,1,17610531.0,17611784.0,1253.0
132,choice,choice,8,1.0,Pattern,2.0,4.935394583008019,Animal_Land_Solid_Large,2,0,17614859.0,17617406.0,2547.0
132,choice,choice,8,1.0,Pattern,2.0,4.935394583008019,Animal_Sea_Pattern_Small,4,1,17617894.0,17618065.0,171.0
132,choice,choice,8,1.0,Pattern,2.0,4.935394583008019,Animal_Land_Solid_Large,2,0,17618491.0,17618705.0,214.0
132,choice,choice,8,1.0,Pattern,2.0,4.935394583008019,Animal_Sea_Pattern_Small,4,1,17618721.0,17619379.0,658.0
132,choice,choice,9,2.0,Land,2.0,43.790628041984746,Animal_Land_Solid_Small,0,1,18045426.0,18046428.0,1002.0
132,choice,choice,9,2.0,Land,2.0,43.790628041984746,Animal_Sea_Pattern_Large,1,0,18046565.0,18047340.0,775.0
132,choice,choice,9,2.0,Land,2.0,43.790628041984746,Animal_Land_Solid_Small,0,1,18047366.0,18047585.0,219.0
132,choice,choice,9,2.0,Land,2.0,43.790628041984746,Object_Sea_Pattern_Large,2,0,18047765.0,18049268.0,1503.0
132,choice,choice,9,2.0,Land,2.0,43.790628041984746,Object_Land_Pattern_Small,3,1,18049300.0,18050023.0,723.0
132,choice,choice,9,2.0,Land,2.0,43.790628041984746,Animal_Sea_Solid_Large,4,0,18050231.0,18052955.0,2724.0
132,choice,choice,9,2.0,Land,2.0,43.790628041984746,Object_Land_Solid_Small,5,1,18053468.0,18055191.0,1723.0
132,choice,choice,9,2.0,Land,2.0,43.790628041984746,Animal_Sea_Pattern_Large,1,0,18055771.0,18056056.0,285.0
132,choice,choice,9,2.0,Land,2.0,43.790628041984746,Animal_Land_Solid_Small,0,1,18056082.0,18058039.0,1957.0
132,choice,choice,9,2.0,Land,2.0,43.790628041984746,Animal_Sea_Pattern_Large,1,0,18058448.0,18060612.0,2164.0
