game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Land_Solid_Large,4700,5400,700,pre_recall,7,6,0,6,0,1,0.0,1.0,1679.0,1606.0,0.0,1606.0,0.0,73.0,0.0,1.0
1,Animal_Land_Solid_Large,4700,5400,700,during_recall,1,1,0,1,0,0,0.0,1.0,904.0,904.0,0.0,904.0,0.0,0.0,0.0,1.0
1,Object_Land_Solid_Small,6000,6500,500,pre_recall,5,4,0,4,0,1,0.0,1.0,1725.0,1652.0,0.0,1652.0,0.0,73.0,0.0,1.0
1,Object_Land_Solid_Small,6000,6500,500,during_recall,1,0,0,0,1,0,0.0,0.0,161.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0
1,Animal_Sea_Pattern_Large,6500,7500,1000,pre_recall,4,3,0,3,0,1,0.0,1.0,1533.0,1460.0,0.0,1460.0,0.0,73.0,0.0,1.0
1,Animal_Sea_Pattern_Large,6500,7500,1000,during_recall,2,2,0,2,0,0,0.0,1.0,687.0,687.0,0.0,687.0,0.0,0.0,0.0,1.0
1,Object_Land_Solid_Large,8300,8900,600,pre_recall,4,3,0,3,0,1,0.0,1.0,1022.0,995.0,0.0,995.0,0.0,27.0,0.0,1.0
1,Object_Land_Solid_Large,8300,8900,600,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Animal_Sea_Pattern_Small,8900,9600,700,pre_recall,4,3,1,2,0,1,0.3333333333333333,0.6666666666666666,1022.0,995.0,505.0,490.0,0.0,27.0,0.507537688442211,0.49246231155778897
1,Animal_Sea_Pattern_Small,8900,9600,700,during_recall,3,3,1,2,0,0,0.3333333333333333,0.6666666666666666,727.0,727.0,75.0,652.0,0.0,0.0,0.1031636863823934,0.8968363136176066
1,Object_Sea_Pattern_Small,15200,15800,600,pre_recall,7,6,6,0,0,1,1.0,0.0,2869.0,2738.0,2738.0,0.0,0.0,131.0,1.0,0.0
1,Object_Sea_Pattern_Small,15200,15800,600,during_recall,1,1,1,0,0,0,1.0,0.0,918.0,918.0,918.0,0.0,0.0,0.0,1.0,0.0
2,Animal_Land_Solid_Small,7700,8300,600,pre_recall,9,9,7,2,0,0,0.7777777777777778,0.2222222222222222,2122.0,2122.0,1847.0,275.0,0.0,0.0,0.8704052780395853,0.12959472196041472
2,Animal_Land_Solid_Small,7700,8300,600,during_recall,1,1,1,0,0,0,1.0,0.0,820.0,820.0,820.0,0.0,0.0,0.0,1.0,0.0
2,Animal_Sea_Solid_Large,10100,10800,700,pre_recall,6,6,0,6,0,0,0.0,1.0,1195.0,1195.0,0.0,1195.0,0.0,0.0,0.0,1.0
2,Animal_Sea_Solid_Large,10100,10800,700,during_recall,2,2,0,2,0,0,0.0,1.0,683.0,683.0,0.0,683.0,0.0,0.0,0.0,1.0
2,Object_Land_Solid_Small,12500,14100,1600,pre_recall,4,4,0,4,0,0,0.0,1.0,1741.0,1741.0,0.0,1741.0,0.0,0.0,0.0,1.0
2,Object_Land_Solid_Small,12500,14100,1600,during_recall,2,2,0,2,0,0,0.0,1.0,588.0,588.0,0.0,588.0,0.0,0.0,0.0,1.0
3,Object_Land_Pattern_Large,4700,5700,1000,pre_recall,6,6,6,0,0,0,1.0,0.0,1874.0,1874.0,1874.0,0.0,0.0,0.0,1.0,0.0
3,Object_Land_Pattern_Large,4700,5700,1000,during_recall,2,2,1,1,0,0,0.5,0.5,2074.0,2074.0,167.0,1907.0,0.0,0.0,0.08052073288331726,0.9194792671166827
3,Animal_Land_Pattern_Small,6900,8500,1600,pre_recall,1,1,0,1,0,0,0.0,1.0,539.0,539.0,0.0,539.0,0.0,0.0,0.0,1.0
3,Animal_Land_Pattern_Small,6900,8500,1600,during_recall,1,0,0,0,1,0,0.0,0.0,582.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0
3,Animal_Land_Pattern_Large,8500,10000,1500,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Animal_Land_Pattern_Large,8500,10000,1500,during_recall,1,1,0,1,0,0,0.0,1.0,556.0,556.0,0.0,556.0,0.0,0.0,0.0,1.0
3,Object_Sea_Solid_Large,10000,10900,900,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Object_Sea_Solid_Large,10000,10900,900,during_recall,1,1,0,1,0,0,0.0,1.0,418.0,418.0,0.0,418.0,0.0,0.0,0.0,1.0
3,Object_Land_Pattern_Large,14900,15700,800,pre_recall,5,4,2,2,1,0,0.5,0.5,2681.0,2056.0,1030.0,1026.0,625.0,0.0,0.5009727626459144,0.4990272373540856
3,Object_Land_Pattern_Large,14900,15700,800,during_recall,1,1,0,1,0,0,0.0,1.0,164.0,164.0,0.0,164.0,0.0,0.0,0.0,1.0
3,Object_Sea_Solid_Large,15700,17700,2000,pre_recall,4,4,0,4,0,0,0.0,1.0,2056.0,2056.0,0.0,2056.0,0.0,0.0,0.0,1.0
3,Object_Sea_Solid_Large,15700,17700,2000,during_recall,4,3,1,2,1,0,0.3333333333333333,0.6666666666666666,1067.0,828.0,570.0,258.0,239.0,0.0,0.6884057971014492,0.3115942028985507
4,Object_Sea_Pattern_Small,1900,2800,900,pre_recall,3,3,3,0,0,0,1.0,0.0,1434.0,1434.0,1434.0,0.0,0.0,0.0,1.0,0.0
4,Object_Sea_Pattern_Small,1900,2800,900,during_recall,2,2,2,0,0,0,1.0,0.0,430.0,430.0,430.0,0.0,0.0,0.0,1.0,0.0
4,Animal_Land_Solid_Large,2800,3400,600,pre_recall,3,3,0,3,0,0,0.0,1.0,1434.0,1434.0,0.0,1434.0,0.0,0.0,0.0,1.0
4,Animal_Land_Solid_Large,2800,3400,600,during_recall,2,2,0,2,0,0,0.0,1.0,247.0,247.0,0.0,247.0,0.0,0.0,0.0,1.0
4,Object_Land_Solid_Large,3400,4000,600,pre_recall,2,2,0,2,0,0,0.0,1.0,1340.0,1340.0,0.0,1340.0,0.0,0.0,0.0,1.0
4,Object_Land_Solid_Large,3400,4000,600,during_recall,2,0,0,0,2,0,0.0,0.0,573.0,0.0,0.0,0.0,573.0,0.0,0.0,0.0
4,Animal_Sea_Pattern_Large,4000,4900,900,pre_recall,1,1,0,1,0,0,0.0,1.0,644.0,644.0,0.0,644.0,0.0,0.0,0.0,1.0
4,Animal_Sea_Pattern_Large,4000,4900,900,during_recall,2,2,2,0,0,0,1.0,0.0,271.0,271.0,271.0,0.0,0.0,0.0,1.0,0.0
5,Animal_Land_Solid_Small,2200,2900,700,pre_recall,6,6,3,3,0,0,0.5,0.5,1375.0,1375.0,993.0,382.0,0.0,0.0,0.7221818181818181,0.2778181818181818
5,Animal_Land_Solid_Small,2200,2900,700,during_recall,3,3,2,1,0,0,0.6666666666666666,0.3333333333333333,660.0,660.0,339.0,321.0,0.0,0.0,0.5136363636363637,0.4863636363636364
5,Object_Sea_Pattern_Large,2900,3800,900,pre_recall,6,6,1,5,0,0,0.16666666666666666,0.8333333333333334,1375.0,1375.0,78.0,1297.0,0.0,0.0,0.05672727272727273,0.9432727272727273
5,Object_Sea_Pattern_Large,2900,3800,900,during_recall,1,1,1,0,0,0,1.0,0.0,148.0,148.0,148.0,0.0,0.0,0.0,1.0,0.0
5,Object_Land_Pattern_Small,3800,4600,800,pre_recall,3,3,0,3,0,0,0.0,1.0,864.0,864.0,0.0,864.0,0.0,0.0,0.0,1.0
5,Object_Land_Pattern_Small,3800,4600,800,during_recall,1,1,1,0,0,0,1.0,0.0,903.0,903.0,903.0,0.0,0.0,0.0,1.0,0.0
5,Animal_Sea_Solid_Large,4600,5800,1200,pre_recall,1,1,0,1,0,0,0.0,1.0,327.0,327.0,0.0,327.0,0.0,0.0,0.0,1.0
5,Animal_Sea_Solid_Large,4600,5800,1200,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Object_Land_Solid_Small,5800,7100,1300,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Object_Land_Solid_Small,5800,7100,1300,during_recall,2,2,1,1,0,0,0.5,0.5,476.0,476.0,375.0,101.0,0.0,0.0,0.7878151260504201,0.21218487394957983
5,Animal_Sea_Pattern_Large,7100,8000,900,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Animal_Sea_Pattern_Large,7100,8000,900,during_recall,1,1,1,0,0,0,1.0,0.0,593.0,593.0,593.0,0.0,0.0,0.0,1.0,0.0
6,Object_Land_Pattern_Large,3200,3900,700,pre_recall,10,8,8,0,2,0,1.0,0.0,2444.0,2385.0,2385.0,0.0,59.0,0.0,1.0,0.0
6,Object_Land_Pattern_Large,3200,3900,700,during_recall,2,2,2,0,0,0,1.0,0.0,1222.0,1222.0,1222.0,0.0,0.0,0.0,1.0,0.0
6,Object_Sea_Solid_Small,6300,7000,700,pre_recall,3,3,0,3,0,0,0.0,1.0,1335.0,1335.0,0.0,1335.0,0.0,0.0,0.0,1.0
6,Object_Sea_Solid_Small,6300,7000,700,during_recall,2,2,1,1,0,0,0.5,0.5,1334.0,1334.0,467.0,867.0,0.0,0.0,0.35007496251874065,0.6499250374812594
6,Animal_Land_Pattern_Small,7500,8300,800,pre_recall,3,3,0,3,0,0,0.0,1.0,1335.0,1335.0,0.0,1335.0,0.0,0.0,0.0,1.0
6,Animal_Land_Pattern_Small,7500,8300,800,during_recall,1,1,0,1,0,0,0.0,1.0,991.0,991.0,0.0,991.0,0.0,0.0,0.0,1.0
6,Animal_Sea_Solid_Small,9100,9800,700,pre_recall,1,1,1,0,0,0,1.0,0.0,221.0,221.0,221.0,0.0,0.0,0.0,1.0,0.0
6,Animal_Sea_Solid_Small,9100,9800,700,during_recall,1,1,1,0,0,0,1.0,0.0,441.0,441.0,441.0,0.0,0.0,0.0,1.0,0.0
6,Animal_Land_Pattern_Large,9800,10900,1100,pre_recall,1,1,0,1,0,0,0.0,1.0,221.0,221.0,0.0,221.0,0.0,0.0,0.0,1.0
6,Animal_Land_Pattern_Large,9800,10900,1100,during_recall,1,1,1,0,0,0,1.0,0.0,546.0,546.0,546.0,0.0,0.0,0.0,1.0,0.0
6,Object_Sea_Solid_Large,10900,12000,1100,pre_recall,1,1,0,1,0,0,0.0,1.0,221.0,221.0,0.0,221.0,0.0,0.0,0.0,1.0
6,Object_Sea_Solid_Large,10900,12000,1100,during_recall,1,1,1,0,0,0,1.0,0.0,470.0,470.0,470.0,0.0,0.0,0.0,1.0,0.0
7,Object_Sea_Pattern_Small,2000,2800,800,pre_recall,2,2,2,0,0,0,1.0,0.0,1636.0,1636.0,1636.0,0.0,0.0,0.0,1.0,0.0
7,Object_Sea_Pattern_Small,2000,2800,800,during_recall,3,3,1,2,0,0,0.3333333333333333,0.6666666666666666,751.0,751.0,243.0,508.0,0.0,0.0,0.3235685752330226,0.6764314247669774
7,Animal_Land_Solid_Large,2800,3400,600,pre_recall,2,2,0,2,0,0,0.0,1.0,1636.0,1636.0,0.0,1636.0,0.0,0.0,0.0,1.0
7,Animal_Land_Solid_Large,2800,3400,600,during_recall,1,1,0,1,0,0,0.0,1.0,437.0,437.0,0.0,437.0,0.0,0.0,0.0,1.0
7,Object_Land_Pattern_Small,3400,4000,600,pre_recall,2,2,0,2,0,0,0.0,1.0,1636.0,1636.0,0.0,1636.0,0.0,0.0,0.0,1.0
7,Object_Land_Pattern_Small,3400,4000,600,during_recall,1,1,0,1,0,0,0.0,1.0,1257.0,1257.0,0.0,1257.0,0.0,0.0,0.0,1.0
7,Animal_Sea_Solid_Small,5600,6400,800,pre_recall,1,1,1,0,0,0,1.0,0.0,336.0,336.0,336.0,0.0,0.0,0.0,1.0,0.0
7,Animal_Sea_Solid_Small,5600,6400,800,during_recall,3,3,2,1,0,0,0.6666666666666666,0.3333333333333333,1633.0,1633.0,198.0,1435.0,0.0,0.0,0.12124923453766075,0.8787507654623392
7,Animal_Land_Pattern_Large,7200,8500,1300,pre_recall,1,1,0,1,0,0,0.0,1.0,336.0,336.0,0.0,336.0,0.0,0.0,0.0,1.0
7,Animal_Land_Pattern_Large,7200,8500,1300,during_recall,1,1,0,1,0,0,0.0,1.0,248.0,248.0,0.0,248.0,0.0,0.0,0.0,1.0
7,Object_Sea_Solid_Large,8500,9400,900,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Object_Sea_Solid_Large,8500,9400,900,during_recall,3,3,1,2,0,0,0.3333333333333333,0.6666666666666666,446.0,446.0,354.0,92.0,0.0,0.0,0.7937219730941704,0.2062780269058296
