game,original_item,item,onset,offset
1,PLUS,PLUS,7.5,7.7
1,2,2,7.7,8.0
1,PLUS,PLUS,12.0,12.5
1,9,9,12.5,12.7
1,PLUS,PLUS,16.4,16.7
1,1,1,16.7,17.6
1,MINUS,MINUS,23.4,23.8
1,2,2,23.8,24.1
1,MINUS,MINUS,28.3,29.0
1,7,7,29.0,29.4
1,MINUS,MINUS,31.2,34.2
1,6,6,34.2,34.3
2,PLUS,PLUS,5.1,5.4
2,4,4,5.4,5.5
2,MINUS,MINUS,8.8,9.4
2,8,8,9.4,9.6
2,PLUS,PLUS,13.7,14.3
2,6,6,14.3,14.5
2,MINUS,MINUS,17.2,17.8
2,4,4,17.8,17.9
2,PLUS,PLUS,20.7,21.3
2,8,8,21.3,21.4
2,MINUS,MINUS,26.7,27.5
2,4,4,31.4,31.6
3,PLUS,PLUS,4.2,4.8
3,8,8,6.6,6.7
3,MINUS,MINUS,7.8,8.5
3,8,8,8.7,8.8
3,PLUS,PLUS,10.2,11.3
3,2,2,11.3,11.5
3,MINUS,MINUS,16.8,19.6
3,8,8,19.6,20.1
3,MINUS,MINUS,22.0,23.1
3,9,9,23.1,23.4
3,PLUS,PLUS,26.9,27.5
3,4,4,30.0,30.3
4,MINUS,MINUS,1.2,2.0
4,9,9,2.0,2.2
4,PLUS,PLUS,5.5,6.0
4,4,4,6.0,6.2
4,PLUS,PLUS,12.2,14.9
4,2,2,14.9,15.2
4,PLUS,PLUS,17.7,18.9
4,9,9,18.9,19.2
4,PLUS,PLUS,22.1,22.9
4,2,2,22.9,23.3
4,MINUS,MINUS,26.4,26.8
4,2,2,26.8,27.1
5,MINUS,MINUS,2.9,4.2
5,2,2,4.2,4.4
5,MINUS,MINUS,6.8,8.6
5,2,2,8.6,9.2
5,PLUS,PLUS,12.9,13.3
5,4,4,15.3,15.6
5,MINUS,MINUS,19.4,20.3
5,2,2,20.3,20.4
5,PLUS,PLUS,28.8,29.7
5,1,1,29.7,29.9
5,PLUS,PLUS,31.6,32.4
5,7,7,32.4,32.6
6,MINUS,MINUS,0.9,1.6
6,8,8,1.6,1.9
6,PLUS,PLUS,4.5,5.8
6,2,2,5.8,5.9
6,PLUS,PLUS,9.0,10.3
6,2,2,10.3,10.5
6,MINUS,MINUS,12.0,13.0
6,8,8,13.0,13.3
6,PLUS,PLUS,15.7,16.1
6,1,1,16.1,16.4
6,PLUS,PLUS,18.6,19.0
6,4,4,19.0,19.2
7,MINUS,MINUS,1.4,2.1
7,9,9,2.1,2.3
7,MINUS,MINUS,8.8,9.3
7,2,2,9.3,9.5
7,PLUS,PLUS,11.3,12.2
7,7,7,12.8,13.0
7,MINUS,MINUS,15.0,16.1
7,2,2,16.1,17.5
7,PLUS,PLUS,19.8,20.6
7,9,9,20.6,20.9
7,MINUS,MINUS,24.5,25.4
7,1,1,25.4,25.9
