game,original_item,item,onset,offset
1,MINUS,MINUS,1.5,2.2
1,1,1,2.2,2.4
1,MINUS,MINUS,5.5,6.4
1,6,6,6.4,6.6
1,MINUS,MINUS,8.7,9.3
1,6,6,9.3,9.6
1,MINUS,MINUS,13.2,13.6
1,2,2,13.6,13.9
1,PLUS,PLUS,16.9,17.3
1,4,4,17.3,17.4
1,PLUS,PLUS,21.4,21.8
1,2,2,21.8,22.0
2,MINUS,MINUS,2.3,3.5
2,4,4,3.5,4.2
2,PLUS,PLUS,12.6,13.4
2,3,3,13.4,13.6
2,MINUS,MINUS,19.0,19.8
2,4,4,19.8,20.1
2,MINUS,MINUS,25.2,25.7
2,1,1,25.7,25.9
2,PLUS,PLUS,29.3,29.7
2,3,3,29.7,30.1
2,PLUS,PLUS,34.0,34.5
2,6,6,34.5,35.3
3,+,+,3.1,3.8
3,1,1,3.8,4.1
3,+,+,9.5,11.0
3,4,4,14.5,15.2
3,MINUS,MINUS,18.8,19.3
3,7,7,19.3,20.3
3,-,-,24.9,25.7
3,9,9,25.7,25.8
3,+,+,30.6,31.2
3,9,9,31.2,31.3
3,MINUS,MINUS,38.1,38.4
3,2,2,38.4,38.7
4,MINUS,MINUS,3.6,3.9
4,2,2,3.9,4.1
4,PLUS,PLUS,8.3,8.9
4,3,3,8.9,9.1
4,MINUS,MINUS,13.4,13.9
4,1,1,13.9,14.1
4,PLUS,PLUS,16.6,17.3
4,8,8,17.3,17.5
4,MINUS,MINUS,20.2,20.8
4,3,3,20.8,21.3
4,PLUS,PLUS,25.6,26.0
4,3,3,26.0,26.2
5,+,+,2.8,3.6
5,5,5,3.6,3.8
5,-,-,9.9,10.5
5,2,2,10.5,10.8
5,PLUS,PLUS,16.9,17.5
5,2,2,17.5,18.0
5,MINUS,MINUS,20.7,21.3
5,1,1,21.3,21.6
5,PLUS,PLUS,26.4,26.8
5,5,5,26.8,27.2
5,MINUS,MINUS,32.3,32.9
5,7,7,32.9,33.3
6,+,+,1.3,2.2
6,9,9,2.2,2.3
6,+,+,7.7,8.7
6,4,4,8.7,8.9
6,MINUS,MINUS,13.1,13.5
6,3,3,13.5,15.1
6,MINUS,MINUS,17.3,18.2
6,4,4,18.2,18.4
6,MINUS,MINUS,21.8,22.7
6,1,1,22.7,23.0
6,MINUS,MINUS,25.1,25.6
6,2,2,25.6,25.9
7,PLUS,PLUS,2.9,4.0
7,2,2,4.0,4.7
7,PLUS,PLUS,7.6,8.7
7,1,1,9.2,10.7
7,PLUS,PLUS,13.9,14.6
7,2,2,14.6,14.7
7,PLUS,PLUS,18.8,19.5
7,2,2,19.5,19.9
7,,,22.9,23.5
7,MINUS,MINUS,29.2,29.7
7,6,6,29.7,30.0
