game,original_item,item,onset,offset
1,BIRD,Animal_Land_Solid_Small,1.4,2.2
1,SNORKEL,Object_Sea_Solid_Small,35.2,35.8
1,ZEBRA,Animal_Land_Pattern_Large,36.5,37.0
1,SUBMARINE,Object_Sea_Solid_Large,37.0,38.1
1,LADYBUG,Animal_Land_Pattern_Small,38.1,39.2
2,CRAB,Animal_Sea_Solid_Small,2.5,3.3
2,HAT,Object_Land_Pattern_Small,3.9,4.6
2,HOUSE,Object_Land_Pattern_Large,6.6,7.6
2,COUCH,Object_Land_Solid_Large,9.4,10.0
2,SEAL,Animal_Sea_Solid_Large,11.2,11.6
3,FLOATIE,Object_Sea_Pattern_Small,1.9,2.8
3,HAT,Object_Land_Pattern_Small,3.2,3.5
3,LION,Animal_Land_Solid_Large,5.3,5.9
3,COUCH,Object_Land_Solid_Large,5.9,6.5
3,SEAL,Animal_Sea_Solid_Large,6.6,7.3
4,BIRD,Animal_Land_Solid_Small,3.3,5.1
4,BOWTIE,Object_Land_Solid_Small,4.7,6.0
4,SUBMARINE,Object_Sea_Solid_Large,6.7,7.9
4,LADYBUG,Animal_Land_Pattern_Small,7.9,9.0
4,BOAT,Object_Sea_Pattern_Large,9.6,10.2
5,CRAB,Animal_Sea_Solid_Small,1.9,2.8
5,HAT,Object_Land_Pattern_Small,2.8,3.7
5,FISH,Animal_Sea_Pattern_Small,4.8,5.3
5,HOUSE,Object_Land_Pattern_Large,6.3,6.8
5,COUCH,Object_Land_Solid_Large,8.8,9.1
5,SEAL,Animal_Sea_Solid_Large,10.1,10.5
6,HAT,Object_Land_Pattern_Small,3.0,5.1
6,FISH,Animal_Sea_Pattern_Small,5.1,5.7
6,COUCH,Object_Land_Solid_Large,9.7,10.3
6,LION,Animal_Land_Solid_Large,10.3,11.2
6,SEAL,Animal_Sea_Solid_Large,12.7,13.5
7,BIRD,Animal_Land_Solid_Small,2.2,3.3
7,SNORKEL,Object_Sea_Solid_Small,3.3,3.8
7,ZEBRA,Animal_Land_Pattern_Large,3.8,4.8
7,SUBMARINE,Object_Sea_Solid_Large,5.7,7.2
7,COUCH,Object_Land_Solid_Large,9.1,9.7
7,BOAT,Object_Sea_Pattern_Large,13.5,14.4
