phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,18.047300291014835,19.571337833069265,1,1,Animal_Land_Solid_Small,-1,,,,,,,,,,,
encoding,image,19.57146779098548,20.590684375027195,1,1,Animal_Land_Solid_Small,-1,,,,,,,,,,,
encoding,value,20.590792041039094,26.606089957989752,1,1,Animal_Land_Solid_Small,-1,,,,,,,,,,,
encoding,attention,26.606213083025068,29.626339165959507,1,1,Animal_Land_Solid_Small,-1,-1,1,1.5644007502123713,,,,,,,,
encoding,fixation,29.626493625110015,30.131638166029006,2,1,Object_Sea_Solid_Small,4,,,,,,,,,,,
encoding,image,30.13177258311771,31.142291500000283,2,1,Object_Sea_Solid_Small,4,,,,,,,,,,,
encoding,value,31.142394333146513,37.15369608299807,2,1,Object_Sea_Solid_Small,4,,,,,,,,,,,
encoding,attention,37.153816415928304,40.170243750093505,2,1,Object_Sea_Solid_Small,4,+4,1,1.1015766661148518,,,,,,,,
encoding,fixation,40.17051754100248,40.675625916104764,3,1,Animal_Land_Pattern_Large,2,,,,,,,,,,,
encoding,image,40.67573841614649,41.687121249968186,3,1,Animal_Land_Pattern_Large,2,,,,,,,,,,,
encoding,value,41.687237499980256,47.699305874994025,3,1,Animal_Land_Pattern_Large,2,,,,,,,,,,,
encoding,attention,47.69941508304328,50.716915500117466,3,1,Animal_Land_Pattern_Large,2,+2,1,0.8630362499970943,,,,,,,,
encoding,fixation,50.71712058293633,51.97243654099293,4,1,Object_Sea_Pattern_Large,1,,,,,,,,,,,
encoding,image,51.972549291094765,52.98366554104723,4,1,Object_Sea_Pattern_Large,1,,,,,,,,,,,
encoding,value,52.98377875005826,58.99511087499559,4,1,Object_Sea_Pattern_Large,1,,,,,,,,,,,
encoding,attention,58.995231749955565,62.01243954105303,4,1,Object_Sea_Pattern_Large,1,+1,1,0.9987189578823745,,,,,,,,
encoding,fixation,62.01259704097174,63.52088504098356,5,1,Object_Sea_Solid_Large,-6,,,,,,,,,,,
encoding,image,63.521001833025366,64.53253970807418,5,1,Object_Sea_Solid_Large,-6,,,,,,,,,,,
encoding,value,64.53264412493445,70.5442256659735,5,1,Object_Sea_Solid_Large,-6,,,,,,,,,,,
encoding,attention,70.54434733302332,73.60335779096931,5,1,Object_Sea_Solid_Large,-6,-6,1,1.3995550000108778,,,,,,,,
encoding,fixation,73.60352133307606,75.10859104106203,6,1,Animal_Land_Pattern_Small,-2,,,,,,,,,,,
encoding,image,75.10870466614142,76.12036045803688,6,1,Animal_Land_Pattern_Small,-2,,,,,,,,,,,
