game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Sea_Solid_Large,3800,5700,1900,pre_recall,6,4,1,3,1,1,0.25,0.75,2253.0,1749.0,423.0,1326.0,239.0,265.0,0.241852487135506,0.758147512864494
1,Animal_Sea_Solid_Large,3800,5700,1900,during_recall,2,2,0,2,0,0,0.0,1.0,1337.0,1337.0,0.0,1337.0,0.0,0.0,0.0,1.0
1,Object_Sea_Solid_Large,5400,6400,1000,pre_recall,3,3,0,3,0,0,0.0,1.0,1366.0,1366.0,0.0,1366.0,0.0,0.0,0.0,1.0
1,Object_Sea_Solid_Large,5400,6400,1000,during_recall,1,1,1,0,0,0,1.0,0.0,661.0,661.0,661.0,0.0,0.0,0.0,1.0,0.0
1,Animal_Land_Solid_Small,6400,7300,900,pre_recall,1,1,0,1,0,0,0.0,1.0,423.0,423.0,0.0,423.0,0.0,0.0,0.0,1.0
1,Animal_Land_Solid_Small,6400,7300,900,during_recall,2,2,1,1,0,0,0.5,0.5,592.0,592.0,339.0,253.0,0.0,0.0,0.5726351351351351,0.42736486486486486
1,Animal_Land_Pattern_Small,7300,8700,1400,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Animal_Land_Pattern_Small,7300,8700,1400,during_recall,1,1,1,0,0,0,1.0,0.0,135.0,135.0,135.0,0.0,0.0,0.0,1.0,0.0
1,Object_Land_Pattern_Small,10500,11200,700,pre_recall,3,3,3,0,0,0,1.0,0.0,871.0,871.0,871.0,0.0,0.0,0.0,1.0,0.0
1,Object_Land_Pattern_Small,10500,11200,700,during_recall,1,1,0,1,0,0,0.0,1.0,208.0,208.0,0.0,208.0,0.0,0.0,0.0,1.0
