time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.0,0.0,2,2,100,25,0.16666666666666666
-2925.0,0.0,0.0,1,1,100,25,0.16666666666666666
-2900.0,,,0,0,100,25,0.16666666666666666
-2875.0,,,0,0,100,25,0.16666666666666666
-2850.0,0.0,0.0,1,1,100,25,0.16666666666666666
-2825.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2800.0,0.0,0.0,4,4,100,25,0.16666666666666666
-2775.0,0.0,0.0,5,5,100,25,0.16666666666666666
-2750.0,0.0,0.0,4,4,100,25,0.16666666666666666
-2725.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2700.0,0.0,0.0,2,2,100,25,0.16666666666666666
-2675.0,0.3333333333333333,0.37468354430379747,3,3,100,25,0.16666666666666666
-2650.0,0.3333333333333333,0.37468354430379747,3,3,100,25,0.16666666666666666
-2625.0,0.3333333333333333,0.4820846905537459,3,3,100,25,0.16666666666666666
-2600.0,0.2,0.19589675711449372,5,5,100,25,0.16666666666666666
-2575.0,0.0,0.0,5,5,100,25,0.16666666666666666
-2550.0,0.0,0.0,5,5,100,25,0.16666666666666666
-2525.0,0.0,0.0,6,6,100,25,0.16666666666666666
-2500.0,0.0,0.0,5,5,100,25,0.16666666666666666
-2475.0,0.0,0.0,5,3,100,25,0.16666666666666666
-2450.0,0.0,0.0,5,3,100,25,0.16666666666666666
-2425.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2400.0,,,2,0,100,25,0.16666666666666666
-2375.0,0.0,0.0,1,1,100,25,0.16666666666666666
-2350.0,0.0,0.0,1,1,100,25,0.16666666666666666
-2325.0,0.4,0.4316109422492401,5,5,100,25,0.16666666666666666
-2300.0,0.3333333333333333,0.3583596214511041,6,6,100,25,0.16666666666666666
-2275.0,0.3333333333333333,0.37791084497671323,7,6,100,25,0.16666666666666666
-2250.0,0.3333333333333333,0.37791084497671323,7,6,100,25,0.16666666666666666
-2225.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2200.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2175.0,0.0,0.0,1,1,100,25,0.16666666666666666
-2150.0,0.0,0.0,2,2,100,25,0.16666666666666666
-2125.0,0.0,0.0,2,2,100,25,0.16666666666666666
-2100.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2075.0,0.0,0.0,4,4,100,25,0.16666666666666666
-2050.0,0.0,0.0,5,3,100,25,0.16666666666666666
-2025.0,0.0,0.0,4,2,100,25,0.16666666666666666
-2000.0,0.0,0.0,4,2,100,25,0.16666666666666666
-1975.0,0.0,0.0,4,2,100,25,0.16666666666666666
-1950.0,0.0,0.0,6,6,100,25,0.16666666666666666
-1925.0,0.14285714285714285,0.09648732770120054,7,7,100,25,0.16666666666666666
-1900.0,0.25,0.18020574671869458,8,8,100,25,0.16666666666666666
-1875.0,0.3333333333333333,0.24836825833047063,9,9,100,25,0.16666666666666666
-1850.0,0.6,0.5481425322213799,5,5,100,25,0.16666666666666666
